N	3gram	Bakhtin_Pr_1	VLabPisa
1	и т д	1	15
2	в этом отношении	2	13
3	и т п	13	9
4	с другой стороны	4	8
5	не может быть	11	8
6	по отношению к	19	7
7	в то же	3	5
8	в художественном творчестве	9	5
9	хотя бы и	1	5
10	в конечном счете	4	5
11	то же время	3	5
12	в процессе работы	1	5
13	можно сказать что	2	4
14	не было бы	1	4
15	не могут быть	2	4
16	в связи с	1	4
17	в том что	3	4
18	в художественном произведении	4	4
19	равно как и	1	4
20	это и есть	1	3
21	и др в	2	3
22	в основных чертах	1	3
23	о том как	1	3
24	и в то	2	3
25	к тому что	1	3
26	хотя бы в	1	3
27	в своем творчестве	1	3
28	подобно тому как	1	2
29	с одной стороны	3	2
30	во всех его	4	2
31	также и в	1	2
32	что все эти	1	2
33	война и мир	1	2
34	до сих пор	1	2
35	бы не было	1	2
36	и не может	2	2
37	можно было бы	3	2
38	таким образом в	1	2
39	одной стороны и	1	2
40	и художественного творчества	2	2
41	для того чтобы	2	2
42	и в другом	1	2
43	и во всех	2	1
44	отнюдь не может	1	1
45	не чем иным	1	1
46	а в том	1	1
47	всего следует отметить	1	1
48	том смысле что	1	1
49	в том же	2	1
50	не может обойтись	1	1
51	в этом смысле	3	1
52	что все они	1	1
53	в художественное произведение	1	1
54	художественном творчестве и	2	1
55	вопрос о том	1	1
56	и не занимает	1	1
57	по сравнению с	1	1
58	в одном и	1	1
59	художественного творчества и	3	1
60	всего человека а	1	1
61	содержания и формы	1	1
62	произведения и его	1	1
63	оно может быть	1	1
64	но в то	1	1
65	может быть и	1	1
66	же время она	1	1
67	от всех других	1	1
68	не обходится без	1	1
69	лица и т	1	1
70	художественного произведения не	1	1
71	таким образом и	1	1
72	словесного художественного творчества	2	1
73	в противном случае	3	1
74	имеем дело с	1	1
75	иметь в виду	1	1
76	а между тем	1	1
77	романе война и	1	1
78	в романе война	1	1
79	если так то	1	1
80	можно ли на	1	1
81	с ними в	1	1
82	художественного творчества оно	1	1
83	может обойтись без	1	1
84	на основе этого	1	1
85	художественного творчества на	1	1
86	то же самое	2	1
87	не имели бы	1	1
88	в то время	1	1
89	того или иного	2	1
90	и др и	1	1
91	прежде всего следует	1	1
92	художественное творчество и	3	1
93	и может быть	1	1
94	все то что	3	1
95	чем иным как	1	1
96	в том смысле	1	1
97	следует отметить что	1	1
98	лицом к лицу	1	1
99	и не должна	2	1
100	не только в	2	1
101	далеко не всегда	3	1
102	то или иное	2	1
103	может быть признана	1	1
104	сами по себе	1	1
105	той или иной	2	1
106	в применении к	3	1
107	говоря уже о	1	1
108	в самом деле	3	1
109	они отнюдь не	1	1
110	вот несколько примеров	1	1
111	со всех сторон	2	1
112	то что в	1	1
113	по аналогии с	1	1
114	ни в какой	1	1
115	та или иная	1	1
116	следует однако отметить	1	1
117	необходимо подчеркнуть что	1	1
118	но и в	2	1
119	в таких же	1	1
120	однако отметить что	1	1
121	именно в том	1	1
122	в какой мере	2	1
123	не говоря уже	1	1
124	и в их	1	1
125	то время как	1	1
126	в художественную форму	1	1
127	на этот вопрос	1	1
128	в его своеобразии	3	1
129	мы имеем дело	2	1
130	бы и в	1	1
131	не в том	1	1
132	никогда не может	2	1
133	только в пределах	1	1
134	ни одна творческая	1	1
135	в свою очередь	1	1
136	в данном случае	4	1
137	можно определить как	1	1
138	хотя и не	1	1
139	быть независимыми от	1	1
140	часто приводит к	1	1
