N	3gram	Vygotskiy__2	Russkaja
1	друг с другом	2	14
2	с точки зрения	18	9
3	в том что	21	7
4	на самом деле	2	6
5	во всяком случае	6	6
6	для того чтобы	10	6
7	до сих пор	1	5
8	более или менее	2	4
9	на то что	6	4
10	бы то ни	1	4
11	к тому чтобы	2	4
12	в том случае	1	4
13	не может быть	6	4
14	не может не	1	3
15	том случае если	1	3
16	можно было бы	5	3
17	и то что	1	3
18	в данном случае	3	3
19	той или иной	1	3
20	точно так же	1	2
21	точки зрения этой	1	2
22	в том и	1	2
23	только в том	1	2
24	что он не	2	2
25	тот факт что	1	2
26	по самому своему	1	2
27	о том что	4	2
28	и тем самым	1	2
29	друг от друга	2	2
30	сама по себе	2	2
31	она не может	1	2
32	должны были бы	2	1
33	в некоторых других	1	1
34	в другом месте	2	1
35	что же это	1	1
36	но мы должны	1	1
37	или хотя бы	1	1
38	в силу этого	1	1
39	но и от	1	1
40	состоит в том	3	1
41	дело в том	1	1
42	по отношению к	5	1
43	совершенно ином виде	1	1
44	в самом деле	4	1
45	ином виде чем	1	1
46	в том числе	3	1
47	и в некоторых	1	1
48	то же самое	2	1
49	в том же	2	1
50	он не может	1	1
51	подход к вопросу	1	1
52	отличается от того	1	1
53	что с точки	1	1
54	на точку зрения	1	1
55	не могло бы	1	1
56	это значило бы	1	1
57	только то что	1	1
58	в этом отношении	3	1
59	у разных народов	1	1
60	но для этого	1	1
61	том числе и	3	1
62	ни у кого	1	1
63	за то что	1	1
64	на этот вопрос	5	1
65	что все это	1	1
66	тот или иной	1	1
67	лишь постольку поскольку	1	1
68	конечно не по	1	1
69	несмотря на то	1	1
70	то и другое	1	1
71	только для того	1	1
72	в тот или	1	1
73	и в частности	1	1
74	к себе и	1	1
75	и в своем	2	1
76	сводится к тому	1	1
77	в применении к	1	1
78	бы показать что	1	1
79	и более или	1	1
80	то что оно	1	1
81	в том чтобы	4	1
82	и материал для	1	1
83	то ни было	1	1
84	и с точки	1	1
85	смысле этого слова	3	1
86	в борьбе с	1	1
87	по этому пути	1	1
88	самому своему существу	1	1
89	указывает на то	1	1
90	в связи с	6	1
91	мы говорили выше	1	1
92	эта точка зрения	1	1
93	друг к другу	1	1
94	так же как	1	1
95	в совершенно ином	1	1
96	свою точку зрения	1	1
97	остается в силе	1	1
98	и все же	1	1
99	факт что при	1	1
100	того и другого	1	1
101	жизни в том	1	1
102	то что для	1	1
103	заключается в том	7	1
104	с самого начала	1	1
105	как бы ни	1	1
106	вопрос о том	2	1
107	речь идет о	2	1
108	несмотря на все	1	1
109	но на самом	1	1
110	мы не знаем	1	1
111	точки зрения этих	1	1
112	необходимо иметь в	1	1
113	к тому же	1	1
114	не только от	1	1
115	и только в	1	1
