N	3gram	Bakhtin_sl_1	Narrotol
1	в том что	1	8
2	в данном случае	3	6
3	не только в	2	6
4	в отличие от	1	5
5	с одной стороны	4	5
6	о том что	1	4
7	тем не менее	1	4
8	в этом отношении	1	3
9	в известном смысле	2	3
10	той или иной	9	3
11	того или иного	2	3
12	то же время	12	3
13	можно сказать что	1	3
14	в то же	12	3
15	к тому что	2	3
16	с точки зрения	8	2
17	но и в	1	2
18	и т п	23	2
19	и не может	2	2
20	не только не	1	2
21	и вследствие этого	1	2
22	существенную роль в	1	2
23	не может быть	1	2
24	которая не может	1	1
25	а между тем	2	1
26	не может не	5	1
27	в той или	9	1
28	точки зрения на	3	1
29	как бы не	1	1
30	более или менее	3	1
31	уже не на	1	1
32	или даже вовсе	1	1
33	и в то	5	1
34	в зависимости от	3	1
35	герое нашего времени	1	1
36	не входит в	1	1
37	в герое нашего	1	1
38	к тому или	1	1
39	себе самому и	1	1
40	то и в	1	1
41	в последние десятилетия	1	1
42	можно было бы	2	1
43	в противном случае	1	1
44	может быть только	2	1
45	до сих пор	2	1
46	с таким же	1	1
47	так или иначе	1	1
48	не могло быть	1	1
49	то время как	2	1
50	и с точки	1	1
51	каждого из этих	1	1
52	и все его	1	1
53	а также и	1	1
54	в евгении онегине	2	1
55	зависимости от социального	1	1
56	и потому не	1	1
57	во всяком случае	5	1
58	т п не	1	1
59	этой точки зрения	1	1
60	на протяжении веков	1	1
61	но с другой	1	1
62	по всей вероятности	3	1
63	в то время	2	1
64	с этой точки	1	1
65	по аналогии с	1	1
66	так и в	3	1
67	как сопротивление или	1	1
68	у него есть	1	1
69	в отвлечении от	1	1
70	то есть в	1	1
71	никогда не бывает	1	1
72	сопротивление или поддержка	1	1
73	в большинстве случаев	6	1
74	одно без другого	2	1
75	для того чтобы	1	1
76	и в другом	2	1
