N	3gram	Voloshinov_1	Marksizm
1	с точки зрения	10	20
2	не может быть	3	13
3	в самом деле	5	9
4	и не может	1	9
5	до сих пор	3	8
6	бы то ни	1	8
7	в настоящее время	1	6
8	в отличие от	1	5
9	с самого начала	5	4
10	в этом случае	1	3
11	мы не будем	1	3
12	в этом отношении	2	3
13	отнюдь не является	1	3
14	на этот вопрос	1	3
15	может быть и	1	3
16	в высшей степени	2	3
17	и тот же	2	3
18	один и тот	2	3
19	то же время	5	3
20	в ее целом	3	3
21	но все же	1	3
22	можно сказать что	3	3
23	в большинстве случаев	4	3
24	в то же	5	3
25	для того чтобы	1	3
26	в том что	4	3
27	теперь мы должны	3	2
28	– все это	4	2
29	нет и не	1	2
30	или хотя бы	1	2
31	сводится к тому	1	2
32	в данный момент	1	2
33	в чем же	1	2
34	и той же	1	2
35	но при этом	1	2
36	в таком случае	2	2
37	является одним из	1	2
38	– это и	1	2
39	организованного социального общения	1	2
40	со всех сторон	1	2
41	во всех областях	1	2
42	в узком смысле	1	2
43	но в то	3	2
44	во всяком случае	3	2
45	тесно связана с	1	2
46	не могут быть	3	2
47	в какой степени	1	2
48	одной и той	1	2
49	по отношению к	9	2
50	совершенно независимо от	1	2
51	в свою очередь	1	2
52	это и есть	1	2
53	и прежде всего	5	2
54	в этом вопросе	1	2
55	самом деле ведь	1	2
56	тем не менее	2	2
57	ничего общего с	1	2
58	важный момент в	1	1
59	может войти в	1	1
60	а следовательно и	2	1
61	два основных направления	1	1
62	наивный механистический материализм	1	1
63	быть ничего общего	1	1
64	психической жизни в	2	1
65	какой степени не	1	1
66	оно может быть	1	1
67	равно как и	1	1
68	по ту сторону	3	1
69	точки зрения индивидуальной	1	1
70	есть прежде всего	1	1
71	в жесте в	1	1
72	становятся как бы	1	1
73	том что он	2	1
74	снова и снова	2	1
75	процессы в нервной	1	1
76	а между тем	1	1
77	с этим не	1	1
78	т.е с точки	1	1
79	как это делает	1	1
80	что же касается	1	1
81	в одной из	1	1
82	все остальное –	2	1
83	жизни в ее	1	1
84	тот или иной	1	1
85	хотя бы и	2	1
86	до известной степени	1	1
87	должно быть дано	1	1
88	и в разных	1	1
89	по отношению ко	2	1
90	но и в	1	1
91	не было бы	1	1
92	в себе и	1	1
93	в наше время	1	1
94	как наука о	1	1
95	от того чтобы	1	1
96	это вовсе не	1	1
97	связанных как с	1	1
98	но если мы	2	1
99	в сознание или	1	1
100	в нервной системе	1	1
101	для него только	1	1
102	может быть ничего	1	1
103	так и с	1	1
104	непосредственно из природы	1	1
105	чем иным как	1	1
106	зрения индивидуальной психологии	1	1
107	ни в какой	1	1
108	в предыдущей главе	1	1
109	далек от того	1	1
110	мы полагаем что	1	1
111	и осуществляется в	1	1
112	не чем иным	1	1
113	между организмом и	1	1
114	тому что все	1	1
115	очень важный момент	1	1
116	с одной стороны	1	1
117	не может ведь	1	1
118	ничего общего не	1	1
119	но теперь мы	1	1
120	так как они	1	1
121	психическое переживание –	1	1
122	формы так и	1	1
123	социологической точки зрения	1	1
124	и есть та	1	1
125	– одна из	1	1
126	во внешнем опыте	4	1
127	должен освободиться от	1	1
128	могут быть сведены	1	1
129	– это та	1	1
130	в следующей главе	3	1
131	– очень важный	2	1
132	природной и социальной	1	1
133	в целом ряде	1	1
134	в двух направлениях	1	1
135	вообще не существует	1	1
136	данной социальной группы	1	1
137	во внутренней речи	1	1
138	мы уже знаем	2	1
139	во всех вопросах	1	1
140	сих пор не	1	1
141	таким образом в	1	1
142	яркое выражение в	1	1
143	точки зрения этого	1	1
144	так и в	2	1
145	его жизни и	2	1
146	и без того	1	1
147	выходит за пределы	1	1
148	или во всяком	1	1
149	является как бы	1	1
150	– это вовсе	1	1
151	и его формы	1	1
152	и его школа	1	1
153	как мы уже	4	1
154	и быть не	1	1
155	сказать что вся	1	1
156	таким образом и	1	1
157	в условиях социальной	2	1
158	части нашей работы	1	1
159	на самом деле	2	1
160	во многих отношениях	1	1
161	одна из основных	1	1
162	это содержание психики	1	1
163	в последнем счете	1	1
164	сознанию и его	1	1
165	возможно только на	1	1
166	выходят за пределы	1	1
167	в своей основе	1	1
168	как мы видели	4	1
