N	3gram	Bakhtin_Fr_2	StatiiOP
1	в том что	1	16
2	о том что	3	11
3	в этом отношении	3	9
4	до сих пор	4	5
5	для того чтобы	1	5
6	дело в том	1	4
7	после того как	1	4
8	выхода в свет	1	4
9	в г в	1	3
10	с другой стороны	3	3
11	во всяком случае	2	3
12	в другом месте	2	2
13	только потому что	1	2
14	свое выражение в	1	2
15	в том же	1	2
16	в одной из	1	2
17	с точки зрения	5	2
18	но все это	1	2
19	не только с	1	2
20	то что в	1	2
21	в значительной степени	2	2
22	в обращении к	1	2
23	для него самого	1	2
24	так и в	1	2
25	не только не	1	2
26	но все же	2	2
27	как своего рода	1	2
28	на то что	1	2
29	свидетельствуют о том	1	2
30	в предисловии к	1	2
31	точка зрения на	1	1
32	только таким путем	1	1
33	было связано с	2	1
34	там где нет	1	1
35	но в отношении	1	1
36	на самом деле	1	1
37	в настоящее время	1	1
38	здесь не место	1	1
39	в первую очередь	1	1
40	вышедшая в году	1	1
41	что только таким	1	1
42	но и эти	1	1
43	именно в этом	1	1
44	для борьбы с	1	1
45	и на материале	1	1
46	для своего времени	1	1
47	в чем же	1	1
48	на французском языке	1	1
49	в конце концов	1	1
50	все это и	1	1
51	своего времени была	1	1
52	по сравнению с	2	1
53	так и на	2	1
54	в течение почти	1	1
55	в свое время	3	1
56	вряд ли можно	1	1
57	по отношению к	1	1
58	то же время	6	1
59	значение в истории	1	1
60	из наиболее ярких	1	1
61	но также и	1	1
62	в том чтобы	1	1
63	в этом случае	1	1
64	но он не	1	1
65	xviii века и	1	1
66	и все это	1	1
67	что человек с	1	1
68	вовсе не был	2	1
69	нужно сказать что	3	1
70	только в его	1	1
71	и в особенности	1	1
72	в материал для	1	1
73	во второй половине	1	1
74	в то же	6	1
75	него самого и	1	1
76	таким образом в	1	1
77	как мы видели	2	1
78	что они делают	1	1
