N	3gram	Losev_Dial_3	Freidism
1	с точки зрения	14	11
2	во всяком случае	2	7
3	не может быть	6	7
4	в самом деле	5	6
5	– все это	1	5
6	и прежде всего	3	5
7	в зависимости от	2	4
8	то же время	1	4
9	в то же	1	4
10	в данном случае	1	4
11	на самом деле	1	4
12	в таком случае	10	3
13	бы то ни	1	3
14	и той же	1	3
15	в конечном счете	1	3
16	одной и той	1	3
17	то же самое	1	2
18	до сих пор	1	2
19	не отличается от	4	2
20	и не может	1	2
21	– это и	1	2
22	это вовсе не	1	2
23	внешний мир в	1	2
24	к отцу и	2	2
25	с другой –	1	2
26	не могут быть	2	2
27	в этом отношении	1	2
28	ни в чем	1	2
29	это и есть	2	2
30	не в силах	1	2
31	то ни было	1	2
32	выйти за пределы	2	2
33	с одной стороны	3	2
34	тем не менее	10	2
35	том что в	1	1
36	это учение о	1	1
37	только потому что	1	1
38	не зная ни	1	1
39	мы никогда не	1	1
40	и нет ничего	2	1
41	и даже не	1	1
42	и в отношении	1	1
43	в таком виде	1	1
44	но даже и	2	1
45	научной точки зрения	1	1
46	самом деле если	1	1
47	другими словами мы	1	1
48	оно превращается в	1	1
49	как раз и	3	1
50	что с точки	1	1
51	как и все	2	1
52	самом деле что	2	1
53	друг на друга	1	1
54	в основе их	1	1
55	из того что	2	1
56	или по крайней	1	1
57	а иногда и	1	1
58	конечно с точки	1	1
59	принимать во внимание	1	1
60	по крайней мере	5	1
61	что такое сознание	1	1
62	и тем не	2	1
63	в коем случае	3	1
64	– одно из	1	1
65	даже и не	3	1
66	никакого отношения к	1	1
67	т д таким	1	1
68	не чем иным	1	1
69	далеко не всегда	1	1
70	того что он	3	1
71	ни в коем	3	1
72	пр – все	1	1
73	в такой же	1	1
74	это не может	1	1
75	не приходится принимать	1	1
76	это – не	1	1
77	он хочет быть	1	1
78	приходится принимать во	1	1
79	тем что его	1	1
80	– ровно ничего	1	1
81	и пр –	1	1
82	– об этом	1	1
83	в глубине души	1	1
84	и пр и	1	1
85	что же такое	2	1
86	это было бы	2	1
87	и ни в	1	1
88	ни в каком	3	1
89	чем иным как	1	1
90	прежде всего от	3	1
91	мы не можем	2	1
92	только одна из	1	1
93	от того что	1	1
94	имеем в виду	1	1
95	в то время	4	1
96	мы уже сказали	1	1
97	то что мы	3	1
98	мы показали что	1	1
99	коем случае не	3	1
100	о том что	5	1
101	к нему и	1	1
102	не только не	7	1
103	и к отцу	1	1
104	одна на другую	1	1
105	той или иной	2	1
106	мы имеем в	1	1
107	миф – это	1	1
108	из этих двух	1	1
109	социальные и даже	1	1
110	и что он	1	1
111	пр и пр	1	1
112	и т д	23	1
113	случае не может	1	1
114	в том что	3	1
115	что и в	1	1
116	д таким образом	1	1
