N	2gram	Nazirov_Vr_1	FransuaR
1	и в	8	65
2	как бы	4	22
3	и не	5	22
4	и т.п	2	17
5	в том	3	16
6	в этом	8	15
7	но в	6	14
8	в нем	6	13
9	в условиях	1	13
10	прежде всего	1	11
11	не только	9	10
12	и его	3	10
13	так и	1	10
14	но и	7	10
15	во всех	1	9
16	в его	3	9
17	все это	4	9
18	всех этих	1	8
19	в своем	3	8
20	в духе	1	8
21	и даже	6	8
22	по своему	1	8
23	его в	3	7
24	точки зрения	2	7
25	жизни и	1	7
26	в году	18	6
27	в ней	4	6
28	еще не	2	6
29	все же	6	6
30	и у	3	6
31	при этом	4	6
32	том что	3	6
33	никогда не	2	6
34	в литературе	1	6
35	может быть	4	6
36	с его	3	5
37	как в	1	5
38	в них	2	5
39	рядом с	2	5
40	как и	6	5
41	в своей	2	5
42	потому что	1	5
43	между тем	5	5
44	для него	2	5
45	в одном	1	5
46	в частности	1	5
47	в той	2	5
48	и все	7	5
49	еще более	1	5
50	в своих	4	5
51	в самом	1	4
52	в этой	2	4
53	во время	2	4
54	в их	1	4
55	до сих	1	4
56	начало в	1	4
57	связи с	3	4
58	в жизни	1	4
59	из них	2	4
60	отношение к	2	4
61	сих пор	1	4
62	это как	1	4
63	для нас	4	4
64	это в	2	4
65	можно говорить	1	3
66	по его	1	3
67	мировой литературе	1	3
68	не просто	1	3
69	уже не	2	3
70	то что	7	3
71	в себе	2	3
72	но на	1	3
73	и с	6	3
74	это не	4	3
75	далеко не	3	3
76	в ее	1	3
77	он и	1	3
78	с точки	2	3
79	но это	2	3
80	ничего не	1	3
81	по своей	1	3
82	этом отношении	1	3
83	сама жизнь	1	3
84	в виду	4	3
85	и вообще	1	3
86	с ним	4	3
87	о нем	6	3
88	с другой	1	3
89	и во	3	3
90	к нему	1	3
91	во всей	1	3
92	в форме	1	3
93	смеха и	1	3
94	что он	4	3
95	но как	2	3
96	в известной	1	3
97	друг друга	1	3
98	как раз	2	3
99	связан с	1	3
100	характерно для	1	3
101	во франции	1	3
102	нет ничего	1	3
103	и их	1	3
104	но для	1	3
105	не может	2	3
106	что в	7	3
107	отношения к	2	2
108	одним из	3	2
109	из всех	1	2
