N	2gram	Bakhtin_sl_2	Formalny
1	поэтического языка	1	65
2	и в	39	38
3	в этом	16	27
4	может быть	37	23
5	и его	33	21
6	таким образом	8	20
7	и не	22	20
8	в самом	1	16
9	не в	9	15
10	прежде всего	8	15
11	и т	35	14
12	не может	20	14
13	в нем	19	13
14	связи с	3	13
15	но и	21	13
16	в пределах	13	12
17	языка и	9	12
18	в поэзии	2	12
19	с его	7	11
20	в том	5	11
21	языка как	7	11
22	вовсе не	10	11
23	с другими	4	10
24	в его	7	10
25	в связи	2	10
26	с помощью	4	10
27	не только	24	9
28	при этом	7	9
29	и с	9	9
30	как и	6	9
31	языка в	6	9
32	т п	33	9
33	на почве	4	9
34	в процессе	13	9
35	язык как	3	8
36	отнюдь не	1	8
37	все же	6	8
38	точки зрения	8	8
39	так и	15	8
40	что и	3	8
41	тем что	1	8
42	как мы	7	7
43	в корне	1	7
44	лишь в	3	7
45	по себе	5	7
46	для него	7	7
47	в своей	1	7
48	с точки	3	7
49	язык и	7	7
50	в поэтическом	1	7
51	уже не	5	7
52	этом отношении	3	7
53	в других	1	7
54	самом языке	1	7
55	не могут	5	7
56	слова и	8	7
57	что в	3	7
58	литературный язык	3	6
59	и ее	1	6
60	в ней	3	6
61	в истории	11	6
62	все эти	6	6
63	в этой	1	6
64	то же	4	6
65	он не	2	6
66	в их	2	6
67	могут быть	7	6
68	для понимания	1	6
69	в языке	2	6
70	все время	1	6
71	только в	5	6
72	как такового	1	6
73	то что	2	6
74	не было	2	6
75	вместе с	2	6
76	а не	14	6
77	как раз	1	6
78	в результате	2	6
79	истории литературы	3	6
80	хотя бы	3	6
81	а в	4	6
82	это и	2	5
83	по преимуществу	1	5
84	должна быть	3	5
85	говорить о	3	5
86	всего этого	1	5
87	во всех	12	5
88	т д	2	5
89	в слове	6	5
90	в то	4	5
91	в основе	4	5
92	же время	4	5
93	и должно	1	5
94	и только	1	5
95	что он	2	5
96	всяком случае	2	5
97	языка а	5	5
98	и речи	2	5
99	именно в	2	5
100	с этим	2	5
101	более того	2	5
102	и для	5	5
103	еще более	2	5
104	или иного	1	5
105	во всяком	3	5
106	в сущности	6	4
107	литературы и	1	4
108	одним словом	2	4
109	что оно	4	4
110	в сторону	1	4
111	независимо от	2	4
112	как в	13	4
113	и наконец	5	4
114	и к	6	4
115	как таковое	1	4
116	его от	3	4
117	как они	1	4
118	материала и	3	4
119	входит в	4	4
120	мы видели	2	4
121	не столько	3	4
122	как о	2	4
123	ничего не	1	4
124	конструкции и	1	4
125	здесь не	4	4
126	в дальнейшем	2	4
127	языке как	3	4
128	того или	1	4
129	но в	6	4
130	в большинстве	6	4
131	что не	1	4
132	за счет	1	4
133	так как	4	4
134	не о	1	4
135	даже и	4	4
136	в особенности	3	4
137	именно как	2	4
138	и даже	7	4
139	в некоторых	3	4
140	другой стороны	1	4
141	там где	6	4
142	на фоне	4	4
143	мы говорим	1	4
144	как бы	7	4
145	дело идет	2	4
146	известной степени	2	4
147	оно не	8	4
148	к этому	1	4
149	они не	2	4
150	например в	5	3
151	и до	1	3
152	в зависимости	4	3
153	а как	1	3
154	мы не	2	3
155	между этими	1	3
156	зависимости от	4	3
157	поэтического слова	4	3
158	и на	4	3
159	бы она	1	3
160	значение и	1	3
161	чем же	1	3
162	материалом для	1	3
163	как к	3	3
164	однако не	1	3
165	хотя и	2	3
166	и как	3	3
167	не приходится	3	3
168	в целом	1	3
169	роль в	2	3
170	только на	1	3
171	так сказать	6	3
172	время и	1	3
173	но именно	1	3
174	всех этих	4	3
175	ни была	1	3
176	значительной степени	6	3
177	и может	1	3
178	литературного языка	12	3
179	его в	4	3
180	это было	1	3
181	такой же	1	3
182	его нельзя	1	3
183	место в	1	3
184	однако и	1	3
185	до известной	1	3
186	она ни	1	3
187	только и	2	3
188	а лишь	2	3
189	языка который	1	3
190	не является	1	3
191	в области	2	3
192	слово является	1	3
193	но все	5	3
194	того чтобы	2	3
195	так в	2	3
