N	2gram	Vinokur_Ku_2	VerxiiNi
1	и в	23	26
2	таким образом	5	22
3	с тем	2	18
4	в этом	18	15
5	русской культуры	1	15
6	вместе с	5	15
7	точки зрения	14	13
8	как бы	4	12
9	в том	19	11
10	из этих	1	10
11	не только	20	10
12	и с	7	10
13	может быть	15	10
14	связи с	3	9
15	в области	11	9
16	так как	15	9
17	но и	7	9
18	что в	10	9
19	но не	6	8
20	в общем	1	8
21	главным образом	3	8
22	и у	2	8
23	с другой	8	8
24	и не	16	8
25	как на	1	8
26	но в	11	7
27	связанные с	2	7
28	но все	4	7
29	том что	11	7
30	потому что	25	7
31	в эпоху	1	7
32	к нему	2	7
33	с одной	2	7
34	то что	9	7
35	одной стороны	1	7
36	того же	3	6
37	все же	7	6
38	все эти	12	6
39	в себе	1	6
40	всяком случае	5	6
41	с точки	8	6
42	в отношении	2	6
43	к тому	4	6
44	так и	4	6
45	о том	1	6
46	в конце	4	6
47	что и	3	6
48	несмотря на	5	6
49	и потому	2	6
50	все это	5	6
51	мы должны	2	6
52	во всяком	5	6
53	отношение к	1	5
54	сих пор	1	5
55	и к	1	5
56	тому же	1	5
57	в силу	7	5
58	лишь в	5	5
59	по крайней	6	5
60	не имеет	4	5
61	того чтобы	11	5
62	никогда не	2	5
63	для того	9	5
64	образом в	2	5
65	в его	5	5
66	крайней мере	6	5
67	до сих	1	5
68	а не	10	5
69	и для	2	5
70	так же	4	5
71	одной из	1	5
72	в котором	1	4
73	то же	6	4
74	целый ряд	5	4
75	в самом	12	4
76	в этой	6	4
77	и по	3	4
78	что все	5	4
79	должен был	1	4
80	он не	3	4
81	далеко не	1	4
82	в которых	2	4
83	в то	4	4
84	в нем	4	4
85	а в	3	4
86	что оно	3	4
87	и что	8	4
88	и только	1	4
89	только в	5	4
90	на этот	2	4
91	не может	9	4
92	из которых	3	4
93	и от	2	4
94	в этих	1	4
95	что он	5	4
96	в виде	1	4
97	же как	2	3
98	на западе	1	3
99	из всех	1	3
100	так называемые	2	3
101	большей частью	1	3
102	к сожалению	1	3
103	в своем	2	3
104	когда он	1	3
105	и как	1	3
106	за собой	2	3
107	в которой	1	3
108	что это	7	3
109	так или	2	3
110	и если	2	3
111	при этом	2	3
112	верхом и	1	3
113	подойти к	1	3
114	и при	1	3
115	тем не	6	3
116	если бы	12	3
117	не менее	7	3
118	русская культура	1	3
119	течением времени	1	3
120	в других	1	3
121	и о	4	3
122	уже с	1	3
123	с самого	1	3
124	с течением	1	3
125	ясно что	5	3
126	можно сказать	4	3
127	в значительной	1	3
128	того что	3	3
129	но с	1	3
130	хотя бы	9	3
131	в качестве	8	3
132	так что	1	3
133	уже не	8	3
134	для него	1	3
135	в одном	1	3
136	к ним	1	3
137	и даже	2	3
138	или иначе	3	3
139	в связи	4	3
140	в рамках	1	3
141	а так	1	3
142	с этой	2	3
143	в результате	4	3
144	у них	1	3
145	конце концов	3	3
146	и другие	1	3
147	к этому	4	3
148	точно так	3	3
149	всем и	1	2
150	и это	3	2
151	мы имеем	5	2
152	бы например	2	2
153	еще не	5	2
154	и на	6	2
155	бы то	1	2
156	с его	1	2
157	в китае	1	2
158	или иное	3	2
159	относится к	1	2
160	общего с	1	2
161	что именно	1	2
162	с тех	1	2
163	на то	4	2
164	не могла	1	2
165	перестает быть	1	2
166	они в	1	2
167	не как	2	2
168	его от	1	2
169	состоит в	2	2
170	связан с	1	2
171	то ни	1	2
172	те же	3	2
173	к другу	1	2
174	на все	2	2
175	в глазах	2	2
176	что большинство	1	2
177	в них	4	2
178	не всегда	2	2
179	мы видели	2	2
180	и сейчас	2	2
181	что о	1	2
182	учиться у	3	2
183	выбор между	1	2
184	признать что	1	2
185	которые в	1	2
186	не в	8	2
187	как от	1	2
188	того момента	1	2
189	самого начала	1	2
190	тогда когда	1	2
191	тех пор	2	2
192	в самой	2	2
193	же время	3	2
194	в русском	10	2
195	так например	1	2
196	этом отношении	3	2
197	ли это	2	2
198	не потому	1	2
199	и здесь	5	2
200	не могут	5	2
201	выход из	1	2
202	отличается от	3	2
203	пор еще	1	2
204	утверждать что	2	2
205	ничего общего	1	2
206	то или	3	2
207	приводит к	5	2
208	не с	1	2
209	связанных с	1	2
210	по сравнению	2	2
211	не исчерпывается	1	2
212	должны признать	1	2
213	для этого	3	2
214	в виду	3	2
215	с того	1	2
216	а также	3	2
217	между тем	6	2
218	этого периода	1	2
219	вслед за	1	2
220	быть и	1	2
221	один из	5	2
222	большею частью	2	2
223	тот же	5	2
224	очень много	1	2
225	от них	1	2
226	конечно не	2	2
227	уже в	3	2
228	свидетельствует о	1	2
229	одно из	1	2
230	мы можем	1	2
231	или иной	1	2
232	русской интеллигенции	1	2
233	именно в	3	2
234	прежде всего	8	2
235	превращается в	2	2
236	не было	4	2
237	и все	2	2
238	среди них	1	2
239	в одно	1	2
240	если не	1	2
241	связь с	1	2
242	по своему	1	2
243	сравнению с	1	2
244	по существу	5	2
245	что мы	6	2
246	только для	2	2
247	влечет за	1	2
248	тем и	1	2
249	о котором	2	2
250	и перед	1	2
251	только что	1	2
252	ни было	1	2
253	в свою	2	2
254	в процессе	3	2
255	сказать что	4	2
256	ли они	1	2
257	этой точки	2	2
258	хуже всего	1	1
259	это неверно	1	1
260	народ в	1	1
261	вряд ли	4	1
262	это однако	1	1
263	можно говорить	2	1
264	за тем	1	1
265	речь идет	2	1
266	в сфере	3	1
267	языка с	1	1
268	чтобы не	2	1
269	становится в	1	1
270	смысле слова	2	1
271	самом деле	9	1
272	он может	1	1
273	это и	3	1
274	мере в	1	1
275	и есть	2	1
276	что когда	3	1
277	которое мы	1	1
278	тем же	2	1
279	образованном обществе	1	1
280	и до	2	1
281	все те	1	1
282	и требует	1	1
283	мы уже	1	1
284	той же	2	1
285	а как	1	1
286	далее в	1	1
287	словами в	1	1
288	мы не	1	1
289	ли быть	1	1
290	нам в	1	1
291	бы и	4	1
292	в сущности	9	1
293	время как	1	1
294	совпадает с	1	1
295	оно есть	1	1
296	мы и	1	1
297	самый термин	1	1
298	же что	1	1
299	жизни это	1	1
300	в ней	3	1
301	от всей	1	1
302	связи со	1	1
303	на них	1	1
304	за это	1	1
305	в широком	2	1
306	в чем	1	1
307	а следовательно	2	1
308	сказать и	1	1
309	одном и	1	1
310	по отношению	1	1
311	уже как	1	1
312	более как	1	1
313	его внимания	1	1
314	что так	1	1
315	отличие от	2	1
316	что они	2	1
317	что два	1	1
318	с теориями	1	1
319	зрения а	1	1
320	идет о	1	1
321	материалом для	2	1
322	русского и	1	1
323	как в	3	1
324	под этой	1	1
325	как к	1	1
326	вспомним что	1	1
327	более и	1	1
328	что касается	2	1
329	однако не	4	1
330	могли бы	2	1
331	его к	2	1
332	себе не	2	1
333	от этого	2	1
334	взаимодействия между	2	1
335	то в	1	1
336	к чему	1	1
337	не приходится	1	1
338	не был	1	1
339	то время	1	1
340	чуть ли	1	1
341	в нашем	7	1
342	одни из	1	1
343	не более	2	1
344	что к	1	1
345	образом при	1	1
346	лексических элементов	1	1
347	по ложному	1	1
348	роли в	1	1
349	широком смысле	4	1
350	элементарны и	1	1
351	в нашей	4	1
352	именно то	1	1
353	всех этих	3	1
354	в первую	1	1
355	объясняется и	1	1
356	он должен	1	1
357	к одному	1	1
358	дела не	1	1
359	в корне	2	1
360	и более	2	1
361	на этом	3	1
362	прежде чем	1	1
363	что она	3	1
364	не следует	5	1
365	этом последнем	1	1
366	том же	1	1
367	в одну	2	1
368	бы быть	1	1
369	а по	1	1
370	на этой	4	1
371	ли этот	1	1
372	заключается в	2	1
373	первую очередь	1	1
374	есть не	1	1
375	это не	6	1
376	было бы	15	1
377	на почве	1	1
378	некоторые основные	1	1
379	к нашей	1	1
380	есть несколько	1	1
381	чаще всего	1	1
382	ни в	4	1
383	о характере	2	1
384	нет в	1	1
385	о которых	3	1
386	протестующей против	1	1
387	соответствии с	2	1
388	в слове	1	1
389	как и	2	1
390	во внимание	1	1
391	силу самой	1	1
392	оно имеет	1	1
393	чем в	3	1
394	должно быть	4	1
395	к тем	1	1
396	очередь с	1	1
397	в своей	2	1
398	что такое	3	1
399	таким же	2	1
400	в такой	1	1
401	в их	2	1
402	то для	3	1
403	место в	1	1
404	в отличие	2	1
405	образом через	1	1
406	он тоже	1	1
407	и термины	1	1
408	в прямом	1	1
409	борьбу с	1	1
410	только те	1	1
411	на такое	1	1
412	их в	1	1
413	однако в	1	1
414	ничего предосудительного	1	1
415	не должно	2	1
416	более широкую	1	1
417	по себе	10	1
418	даже в	1	1
419	случае мы	1	1
420	этой области	4	1
421	эти новые	1	1
