N	2gram	Bakhtin_Pr_2	Problemy
1	чужое слово	3	45
2	и в	45	43
3	и не	42	29
4	может быть	18	23
5	как бы	15	22
6	не может	24	18
7	в пределах	4	16
8	как и	14	14
9	у достоевского	14	14
10	но и	15	14
11	в этом	20	13
12	точки зрения	19	13
13	что он	7	13
14	чужим словом	1	13
15	в нем	20	12
16	в одном	6	12
17	слова в	4	12
18	слова и	1	12
19	не только	16	11
20	в каждом	4	11
21	не в	8	11
22	по себе	8	11
23	и на	7	10
24	но в	6	10
25	как мы	8	10
26	в его	22	10
27	прежде всего	11	10
28	в сущности	7	9
29	еще не	9	9
30	он не	9	9
31	голосов в	1	9
32	слово и	2	9
33	никогда не	17	9
34	в большинстве	2	9
35	то же	5	8
36	лишь в	2	8
37	для него	9	8
38	с точки	9	8
39	и его	8	8
40	с самим	2	8
41	большинстве случаев	2	8
42	с чужим	1	8
43	авантюрный сюжет	9	8
44	или в	2	8
45	слово в	3	8
46	свой предмет	1	7
47	перед нами	4	7
48	в самом	13	7
49	в то	5	7
50	и сам	3	7
51	в другом	1	7
52	в него	1	7
53	до сих	2	7
54	а не	10	7
55	о себе	3	7
56	что же	4	7
57	сих пор	2	7
58	к чужому	1	7
59	то что	5	7
60	и наконец	1	6
61	так сказать	7	6
62	при этом	2	6
63	не как	6	6
64	в этих	4	6
65	что я	1	6
66	здесь не	2	6
67	приводит к	1	6
68	о нем	6	6
69	в том	8	6
70	в котором	7	6
71	у него	6	6
72	то перед	1	6
73	и все	1	6
74	самом деле	4	5
75	нам кажется	1	5
76	и он	3	5
77	чужих слов	2	5
78	но не	6	5
79	по отношению	8	5
80	хотя и	2	5
81	в себе	5	5
82	все эти	4	5
83	но ведь	3	5
84	на то	2	5
85	да и	1	5
86	таким образом	11	5
87	и с	7	5
88	было бы	4	5
89	рядом с	3	5
90	в слове	1	5
91	у меня	3	5
92	самим собою	1	5
93	но здесь	1	5
94	о том	3	5
95	никак не	1	5
96	и что	2	5
97	же время	3	5
98	к нему	11	5
99	так что	2	5
100	вовсе не	7	5
101	в той	3	5
102	чужой голос	1	5
103	авантюрного сюжета	3	5
104	все это	5	5
105	а что	2	5
106	бы в	5	5
107	а в	3	5
108	героя и	7	5
109	отношению к	8	5
110	достоевского в	4	4
111	и до	4	4
112	а как	4	4
113	мы не	1	4
114	сюжет не	3	4
115	слово о	6	4
116	так чтобы	2	4
117	я не	6	4
118	с его	8	4
119	во всех	4	4
120	отличие от	1	4
121	сама по	5	4
122	там где	6	4
123	стоит он	1	4
124	в своем	5	4
125	героев достоевского	4	4
126	в произведении	5	4
127	если же	1	4
128	человека в	5	4
129	же не	1	4
130	может стать	2	4
131	в них	4	4
132	далеко не	4	4
133	между собою	1	4
134	должно быть	4	4
135	произведениях достоевского	4	4
136	в своей	6	4
137	установка на	1	4
138	в отличие	1	4
139	но он	1	4
140	у тургенева	1	4
141	их в	7	4
142	слово как	1	4
143	как его	2	4
144	в самой	3	4
145	или как	1	4
146	достоевский в	5	4
147	с другом	2	4
148	среди них	3	4
149	к тому	1	4
150	да что	1	4
151	в чужом	2	4
152	в словах	2	4
153	из одного	2	4
154	этот вопрос	4	4
155	только в	9	4
156	же и	1	4
157	ни одного	3	4
158	так как	5	4
159	как раз	6	4
160	голосов и	1	4
161	точек зрения	3	4
162	с другой	1	4
163	ну так	1	4
164	на этот	1	4
165	до конца	7	4
166	более того	5	4
167	не на	4	4
168	то есть	50	4
169	не могут	1	4
170	друг с	2	4
171	другого человека	1	4
172	рассказ в	1	4
173	и нет	1	4
174	но это	2	4
175	в результате	3	4
176	между ними	4	4
177	совершенно не	1	4
178	что в	6	4
179	связи между	1	3
180	не хочет	1	3
181	в конкретном	1	3
182	должна быть	3	3
183	мы уже	3	3
184	той же	1	3
185	что если	3	3
186	и свой	1	3
187	не была	1	3
188	и со	2	3
189	в виду	2	3
190	здесь нет	2	3
191	он сам	6	3
192	художественном творчестве	1	3
193	мы будем	1	3
194	его художественного	4	3
195	что так	1	3
196	за пределы	5	3
197	в одной	5	3
198	стороны и	1	3
199	в художественном	3	3
200	кроме того	1	3
201	своего художественного	1	3
202	и к	2	3
203	авторским словом	2	3
204	более или	1	3
205	только на	1	3
206	тому же	1	3
207	убеждениям и	3	3
208	глубины души	2	3
209	я вам	1	3
210	самим собой	1	3
211	это не	3	3
212	в жизни	3	3
213	кажется что	2	3
214	разобранные нами	1	3
215	а за	2	3
216	переходим к	2	3
217	достоевского но	3	3
218	или менее	1	3
219	и их	6	3
220	в бедных	1	3
221	в их	4	3
222	он тоже	1	3
223	в диалоге	3	3
224	не должна	3	3
225	зрения и	1	3
226	даже в	6	3
227	в одно	1	3
228	в отношении	1	3
229	она не	5	3
230	на него	2	3
231	себе самом	3	3
232	того и	1	3
233	ничего не	3	3
234	во всем	1	3
235	уже говорили	2	3
236	могут быть	4	3
237	за всеми	2	3
238	души человеческой	2	3
239	той или	3	3
240	не менее	2	3
241	биографического романа	4	3
242	можно было	2	3
243	так и	3	3
244	не за	3	3
245	он воспринимает	1	3
246	если бы	2	3
247	и даже	3	3
248	с ним	8	3
249	говорят что	1	3
250	и здесь	2	3
251	что и	5	3
252	и только	1	3
253	достоевского это	2	3
254	наконец в	1	3
255	здесь в	2	3
256	и следовательно	7	3
257	образом как	1	3
258	его в	3	3
259	тот же	2	3
260	язвительный голос	3	3
261	он теперь	1	3
262	и ее	7	3
263	себя в	2	3
264	от автора	4	3
265	есть в	8	3
266	уже не	6	3
267	героя с	2	3
268	в виде	1	3
269	чужое сознание	1	3
270	монологического контекста	1	3
271	творчестве достоевского	1	3
272	достоевского не	8	3
273	тем что	2	3
274	герой и	3	3
275	к самому	1	3
276	не укладывается	2	3
277	или иной	3	3
278	по своим	2	3
279	себя и	2	3
280	в рассказе	3	3
281	в произведениях	3	3
282	он и	4	3
283	него в	1	3
284	авантюрным героем	2	3
285	в человеке	10	3
286	в романах	8	3
287	по существу	1	3
288	бедных людях	1	3
289	как чужое	1	3
290	но для	1	3
291	все же	4	3
292	постановляется на	2	3
293	и для	2	3
294	сознания и	6	3
295	но зато	1	3
296	для достоевского	4	3
297	это все	1	3
298	в романе	3	3
299	не знает	4	3
300	другой стороны	1	3
301	того же	1	3
302	своим убеждениям	3	3
303	есть и	3	3
304	героя в	5	3
305	слово героя	1	3
306	самосознания и	2	3
307	я и	3	2
308	голос а	1	2
309	ту же	1	2
310	отношения к	2	2
311	положение в	2	2
312	для построения	2	2
313	даны здесь	1	2
314	человека и	2	2
315	а вера	2	2
316	ивана карамазова	4	2
317	делая его	1	2
318	через лабиринт	2	2
319	речи девушкина	1	2
320	из его	1	2
321	биографического сюжета	1	2
322	на материале	3	2
323	ни идеологический	2	2
324	из подполья	4	2
325	и о	2	2
326	героя но	1	2
327	время как	1	2
328	бы ни	1	2
329	от друга	2	2
330	предметное значение	1	2
331	мы и	3	2
332	в каждой	1	2
333	собою и	1	2
334	и явления	1	2
335	и сами	1	2
336	типа это	1	2
337	всем этим	2	2
338	в монологическом	8	2
339	быть в	2	2
340	но конечно	1	2
341	друг к	3	2
342	он говорит	2	2
343	в голове	2	2
344	в сторону	2	2
345	же она	1	2
346	герой не	2	2
347	с собою	1	2
348	отношение к	8	2
349	сюжетом и	2	2
350	друг от	2	2
351	друга и	1	2
352	художественного замысла	2	2
353	со христом	2	2
354	не входят	1	2
355	опирается на	2	2
356	как в	4	2
357	с этим	1	2
358	романах достоевского	6	2
359	и слова	1	2
360	пьедестал будущий	2	2
361	и как	2	2
362	в точке	5	2
363	в первом	1	2
364	сливается с	4	2
365	та же	1	2
366	бы и	3	2
367	в целом	5	2
368	сказать о	1	2
369	момент его	1	2
370	европейского романа	3	2
371	бы не	3	2
372	из этих	1	2
373	диалогически обращен	1	2
374	с их	4	2
375	им в	4	2
376	романа но	2	2
377	нами в	4	2
378	мы обратимся	1	2
379	как он	4	2
380	но на	2	2
381	к миру	1	2
382	человеческих установок	3	2
383	не предопределен	2	2
384	романе достоевского	3	2
385	и еще	1	2
386	глубокий след	1	2
387	на том	1	2
388	своей записной	1	2
389	что тут	1	2
390	достоевского как	5	2
391	но все	4	2
392	сознание и	4	2
393	конечно в	2	2
394	об этом	3	2
395	из них	9	2
396	к другу	3	2
397	входит в	9	2
398	диалога в	1	2
399	которая как	1	2
400	на почве	4	2
401	он есть	2	2
402	лишь на	2	2
403	слова без	1	2
404	с ошибкой	2	2
405	их мирами	3	2
406	него как	1	2
407	ни в	2	2
408	он является	1	2
409	и вы	2	2
410	достоевского и	2	2
411	поступать по	2	2
412	слова что	1	2
413	для чего	1	2
414	художественного творчества	1	2
415	автора и	2	2
416	достоевского нет	1	2
417	том что	7	2
418	которую он	3	2
419	слышится мне	3	2
420	осознания и	1	2
421	их сознания	1	2
422	почти не	1	2
423	невозможны в	1	2
424	сюжетные отношения	1	2
425	идеологическая установка	1	2
426	в которых	1	2
427	мысли и	3	2
428	его лежит	1	2
429	собою а	1	2
430	аристократ бульварного	2	2
431	мы сказали	3	2
432	значение для	3	2
433	что было	1	2
434	одного куска	2	2
