N	2gram	Losev_Dial_2	Literetu
1	и не	30	22
2	в мире	2	16
3	и в	19	16
4	при этом	4	15
5	в этом	8	14
6	не только	19	14
7	но и	12	14
8	в том	14	12
9	может быть	20	12
10	а не	16	12
11	то что	14	12
12	в частности	2	11
13	я и	2	10
14	не в	8	10
15	то же	12	9
16	так и	10	9
17	в то	6	9
18	того что	6	9
19	в этой	3	8
20	в жизни	2	8
21	том что	10	8
22	не может	9	8
23	как бы	14	8
24	в своей	8	7
25	же время	5	7
26	только в	5	7
27	себя в	2	7
28	точки зрения	12	7
29	я в	1	7
30	еще не	4	6
31	в себе	15	6
32	в другом	4	6
33	о том	5	6
34	и его	5	6
35	в его	1	6
36	с другой	5	6
37	к тому	2	6
38	отличие от	1	5
39	субъекта и	4	5
40	как в	2	5
41	в целом	1	5
42	тому же	1	5
43	это не	10	5
44	как и	10	5
45	что я	2	5
46	в основе	1	5
47	этом отношении	1	5
48	в ее	4	5
49	что он	6	5
50	в поэзии	7	5
51	именно в	2	5
52	а именно	5	5
53	вместе с	2	5
54	а в	4	5
55	перед лицом	1	4
56	но не	6	4
57	и если	4	4
58	должно быть	7	4
59	даже в	3	4
60	не говоря	2	4
61	никогда не	9	4
62	говоря уже	2	4
63	данном случае	2	4
64	с одной	2	4
65	из них	3	4
66	одно из	4	4
67	в одном	4	4
68	как будто	7	4
69	как у	1	4
70	одной стороны	1	4
71	в данном	3	4
72	по существу	1	4
73	например в	2	3
74	самом деле	4	3
75	с ее	2	3
76	но уже	1	3
77	личности с	1	3
78	отнюдь не	6	3
79	однако не	1	3
80	и как	10	3
81	и к	7	3
82	но в	2	3
83	то в	1	3
84	бы и	2	3
85	на его	2	3
86	зрителя в	1	3
87	и тем	1	3
88	взгляд на	2	3
89	с точки	8	3
90	только для	1	3
91	себе самому	1	3
92	по своей	4	3
93	потому что	14	3
94	в области	2	3
95	личности в	8	3
96	уже о	2	3
97	еще в	1	3
98	искусства и	1	3
99	обратим внимание	2	3
100	прежде всего	8	3
101	между тем	2	3
102	все время	3	3
103	совершенно не	7	3
104	уже не	3	3
105	в самом	5	3
106	наконец в	1	3
107	о чем	3	3
108	как это	7	3
109	тому как	1	3
110	там где	1	3
111	это как	3	3
112	мой путь	1	3
113	жизни и	6	3
114	как на	1	3
115	а я	2	3
116	того же	1	2
117	субъект и	1	2
118	поэзии и	4	2
119	для своего	1	2
120	как мы	3	2
121	вопрос о	3	2
122	так чтобы	2	2
123	я не	6	2
124	мы и	1	2
125	то это	2	2
126	и на	1	2
127	время в	1	2
128	бы то	1	2
129	не могу	6	2
130	во всех	2	2
131	сказать и	1	2
132	стороны и	1	2
133	все же	4	2
134	когда он	1	2
135	в противоположность	2	2
136	еще на	2	2
137	не знает	1	2
138	жизнь как	1	2
139	так или	2	2
140	он в	1	2
141	но без	3	2
142	раз в	2	2
143	на то	1	2
144	все они	1	2
145	в нем	10	2
146	он все	1	2
147	не как	2	2
148	и вот	4	2
149	подобно тому	1	2
150	то ни	1	2
151	и с	5	2
152	в глубине	1	2
153	его в	3	2
154	знает что	1	2
155	действительности в	1	2
156	было бы	3	2
157	и даже	14	2
158	лишь на	1	2
159	той или	4	2
160	она и	2	2
161	далеко не	1	2
162	со своими	1	2
163	не всегда	1	2
164	несмотря на	2	2
165	и тогда	3	2
166	еще раз	1	2
167	и при	2	2
168	и ее	1	2
169	и другого	1	2
170	быть может	1	2
171	в конце	2	2
172	по себе	18	2
173	нас к	1	2
174	не менее	3	2
175	в принципе	1	2
176	для меня	1	2
177	как о	1	2
178	в нас	1	2
179	природы а	1	2
180	как раз	5	2
181	другой стороны	4	2
182	же самое	2	2
183	вещей в	1	2
184	это путь	1	2
185	что у	2	2
186	по этой	2	2
187	здесь как	1	2
188	мира и	1	2
189	одного из	1	2
190	можно сказать	5	2
191	что и	5	2
192	во всей	1	2
193	и только	4	2
194	что ему	1	2
195	но с	1	2
196	и одновременно	1	2
197	здесь не	1	2
198	с ними	2	2
199	со всеми	1	2
200	связи с	4	2
201	ни с	4	2
202	тем что	2	2
203	и вместе	1	2
204	это будет	1	2
205	или иной	1	2
206	или иначе	2	2
207	себя и	1	2
208	что не	6	2
209	в живом	1	2
210	не знаю	2	2
211	все более	1	2
212	так же	2	2
213	и потому	5	2
214	к жизни	1	2
215	быть только	2	2
216	если это	1	2
217	на свете	5	2
218	с этой	1	2
219	своей жизни	1	2
220	это последнее	1	2
221	по дороге	1	2
222	сознания и	5	2
223	что в	7	2
224	внимание на	1	2
225	же в	2	2
226	оно не	1	2
227	еще и	1	2
228	ее в	2	2
229	в своих	2	2
230	как известно	2	1
231	от этой	1	1
232	была бы	3	1
233	и т	17	1
234	разных времен	1	1
235	искусство и	3	1
236	и то	7	1
237	на самом	2	1
238	тех же	1	1
239	это и	3	1
240	идет о	1	1
241	и есть	4	1
242	между двумя	1	1
243	от самого	1	1
244	по преимуществу	1	1
245	и до	1	1
246	оно было	1	1
247	в какой-то	1	1
248	все те	1	1
249	века в	1	1
250	по его	1	1
251	обойтись без	1	1
252	мы уже	8	1
253	человек является	1	1
254	бы уже	1	1
255	эти самые	1	1
256	одних и	1	1
257	говорить о	5	1
258	что иное	3	1
259	как я	2	1
260	пространство и	1	1
261	и цельный	1	1
262	кто же	1	1
263	и он	1	1
264	в ней	2	1
265	проявляется в	1	1
266	человеческого опыта	1	1
267	он был	1	1
268	он сам	1	1
269	с тех	2	1
270	иное как	3	1
271	быть в	4	1
272	в чем	3	1
273	что каждому	1	1
274	к которой	1	1
275	как быть	1	1
276	себе самой	1	1
277	если в	2	1
278	остаются в	1	1
279	очевидно что	2	1
280	нужно быть	1	1
281	мне но	1	1
282	с собою	1	1
283	не просто	12	1
284	нет и	1	1
285	за пределы	4	1
286	сама по	7	1
287	к сожалению	2	1
288	в истории	2	1
289	первый взгляд	1	1
290	независимо от	4	1
291	поскольку они	1	1
292	с этим	3	1
293	и объекта	4	1
294	в своем	4	1
295	она как	1	1
296	что касается	1	1
297	перед нами	2	1
298	что по	2	1
299	для которой	1	1
300	более или	2	1
301	все новые	1	1
302	и человек	2	1
303	или иную	1	1
304	духа в	1	1
305	себе как	3	1
306	никакого существенного	1	1
307	жизни так	1	1
308	над землею	1	1
309	чем бы	1	1
310	т п	2	1
311	влечение к	1	1
312	уже в	4	1
313	как он	4	1
314	личность но	4	1
315	так сказать	1	1
316	что эти	2	1
317	вообще не	1	1
318	к искусству	1	1
319	личностного бытия	3	1
320	больше всего	1	1
321	в определенном	2	1
322	тем не	2	1
323	он не	4	1
324	с холодным	1	1
325	вы с	1	1
326	и еще	1	1
327	сама личность	4	1
328	свою собственную	1	1
329	в силу	5	1
330	оно должно	2	1
331	силу своей	2	1
332	в акте	2	1
333	содержит в	4	1
334	значимости его	1	1
335	поэзия и	2	1
336	именно такова	1	1
337	когда на	1	1
338	с объектом	1	1
339	бытия которая	1	1
340	не бывает	1	1
341	слова и	1	1
342	значение в	1	1
343	его не	2	1
344	на все	2	1
345	от земли	2	1
346	никакое другое	1	1
347	весь мир	1	1
348	не выше	1	1
349	только одно	2	1
350	реальности и	2	1
351	в них	1	1
352	все равно	5	1
353	свете есть	1	1
354	о всякой	1	1
355	и уже	3	1
356	нового человека	1	1
357	и вне	1	1
358	жизни по	1	1
359	чем в	1	1
360	своей свободе	1	1
361	на первый	1	1
362	во время	2	1
363	она сама	3	1
364	что такое	3	1
365	сознания но	1	1
366	на месте	1	1
367	в их	2	1
368	о христе	1	1
369	не к	1	1
370	жизни с	2	1
371	которые для	1	1
372	и временем	2	1
373	и новые	1	1
374	но это	7	1
375	но он	4	1
376	друг другу	1	1
377	с бытием	1	1
378	и эти	1	1
379	новые и	2	1
380	в предыдущем	1	1
381	образ не	1	1
382	вовсе не	13	1
383	искусстве в	1	1
384	ли уже	1	1
385	личность в	2	1
386	тому что	2	1
387	же самого	2	1
388	центра в	1	1
389	она не	8	1
390	извне и	1	1
391	при всей	1	1
392	искусство оно	1	1
393	тогда когда	6	1
394	и притом	7	1
395	и остается	2	1
396	душе и	1	1
397	и сама	1	1
398	ибо каждая	1	1
399	и искусство	2	1
400	сознания как	1	1
401	в самых	1	1
402	самого по	1	1
403	своего существа	1	1
404	он мог	2	1
405	он с	1	1
406	только не	2	1
407	не имеет	1	1
408	миф как	4	1
409	поэтическое произведение	2	1
410	к поэзии	2	1
411	во всем	1	1
412	ему и	1	1
413	как ни	2	1
414	именно его	1	1
415	на мой	1	1
416	и теперь	1	1
417	сначала мы	1	1
418	не по	2	1
419	слова о	1	1
420	исторического процесса	1	1
421	уже и	2	1
422	и делает	2	1
423	ему не	1	1
424	у меня	3	1
425	свое собственное	1	1
426	начиная с	1	1
427	когда мы	3	1
428	рук и	1	1
429	и всех	1	1
430	ему все	1	1
431	сама жизнь	2	1
432	как только	3	1
433	сходство с	1	1
434	и громко	1	1
435	жить в	1	1
436	его с	3	1
437	пространством и	1	1
438	раньше не	1	1
439	как некое	1	1
440	не кончается	2	1
441	в театре	1	1
442	ни даже	1	1
443	и о	1	1
444	более не	1	1
445	в виду	5	1
446	но при	1	1
447	остается в	1	1
448	время его	1	1
449	не человек	1	1
450	и от	3	1
451	чтобы быть	1	1
452	со мною	1	1
453	котором мы	1	1
454	времени и	9	1
455	себя что	1	1
456	и прочих	2	1
457	здесь нет	1	1
458	она была	1	1
459	можно только	2	1
460	том как	2	1
461	имеется в	2	1
462	этих последних	2	1
463	жизнь и	5	1
464	таких примеров	1	1
465	жизненных явлений	1	1
466	передо мною	1	1
467	по мере	1	1
468	надо в	1	1
469	здесь я	1	1
470	познания и	1	1
471	времени тогда	1	1
472	все прочие	1	1
473	но мы	2	1
474	миф в	1	1
475	возможен и	1	1
476	и умирает	1	1
477	времени в	2	1
478	нас в	1	1
479	нет у	1	1
480	на нее	1	1
481	собственно говоря	2	1
482	нас а	1	1
483	считает свою	1	1
484	его личности	2	1
485	пор все	1	1
486	когда оно	2	1
487	эти два	2	1
488	нуждается в	3	1
489	них в	1	1
490	в художественной	1	1
491	интеллигенции и	4	1
492	и смыслом	1	1
493	и всякое	1	1
494	и она	2	1
495	на высоте	1	1
496	в литературе	1	1
497	тех пор	3	1
498	к нему	4	1
499	людей а	1	1
500	и духовная	1	1
501	в искусстве	2	1
502	миф и	2	1
503	бытия мы	1	1
504	будто бы	3	1
505	к их	1	1
506	и действительно	1	1
507	мире и	2	1
508	но между	1	1
509	именно на	1	1
510	в эти	1	1
511	так что	7	1
512	где-то в	1	1
513	есть в	2	1
514	и души	1	1
515	бы по	1	1
516	иную вещь	1	1
517	ее а	1	1
518	то и	1	1
519	существу своему	1	1
520	оно в	1	1
521	сознания так	1	1
522	мне моя	1	1
523	или даже	1	1
524	но совершенно	1	1
525	и поэзии	3	1
526	ту или	1	1
527	и их	3	1
528	в котором	1	1
529	так как	14	1
530	друг друга	1	1
531	бытия и	1	1
532	у него	1	1
533	случае не	1	1
534	связано с	1	1
535	содержанием в	1	1
536	целиком в	1	1
537	в каждом	2	1
538	превращается в	1	1
539	только мне	1	1
540	где есть	2	1
541	в молодости	1	1
542	момент в	2	1
543	только на	1	1
544	из двух	1	1
545	даже не	1	1
546	есть не	7	1
547	сюда же	1	1
548	что они	6	1
549	и тех	1	1
550	а эти	1	1
551	я был	2	1
552	это все	2	1
553	опыта но	1	1
554	ничем не	1	1
555	и зимою	1	1
556	противоположность как	1	1
557	только по	1	1
558	смысла и	2	1
559	не было	3	1
560	с тем	2	1
561	и далее	1	1
562	не на	2	1
563	что несмотря	1	1
564	в руках	1	1
565	и я	2	1
566	не об	1	1
567	и ему	1	1
568	в связи	4	1
569	порождает и	1	1
