N	2gram	Vinokur_Vv_1	Istorich
1	и в	27	24
2	не только	21	21
3	что он	4	21
4	и т	43	17
5	т д	37	16
6	этих случаях	2	16
7	т е	38	16
8	может быть	24	14
9	не может	13	14
10	что в	11	13
11	в этих	3	13
12	мы имеем	3	12
13	как в	1	12
14	в этом	34	12
15	но и	5	11
16	это не	8	10
17	том что	26	10
18	и что	4	10
19	у него	1	10
20	мы видим	1	10
21	а в	5	10
22	все же	8	9
23	с другой	8	9
24	не в	8	9
25	о том	15	9
26	потому что	14	9
27	и другие	1	9
28	то же	8	8
29	еще не	4	8
30	показывает что	1	8
31	что и	3	8
32	так как	13	8
33	другой стороны	5	8
34	а не	3	8
35	все это	6	8
36	или в	1	8
37	во всех	2	7
38	то что	17	7
39	таким образом	19	7
40	мы видели	2	7
41	одна из	2	7
42	к нему	2	7
43	что здесь	2	7
44	один из	6	7
45	в том	31	7
46	вместе с	6	7
47	что это	3	6
48	но не	7	6
49	как он	6	6
50	в нем	13	6
51	об этом	5	6
52	как и	5	6
53	уже выше	1	6
54	и все	1	6
55	а именно	6	6
56	того что	12	6
57	только в	13	6
58	ответ на	3	6
59	тем что	6	6
60	так же	3	6
61	с этой	4	6
62	во время	1	6
63	то это	3	5
64	в чем	4	5
65	с одной	4	5
66	отношение к	3	5
67	но в	10	5
68	имеем в	1	5
69	что она	3	5
70	не менее	8	5
71	с ним	1	5
72	дело не	3	5
73	ничего не	2	5
74	так и	1	5
75	представляют собой	6	5
76	одной стороны	4	5
77	в тех	2	5
78	же как	3	4
79	мы уже	1	4
80	мы не	2	4
81	представляет собой	12	4
82	как бы	5	4
83	при этом	3	4
84	мы можем	2	4
85	но все	3	4
86	не всегда	1	4
87	точки зрения	7	4
88	в их	11	4
89	своего рода	3	4
90	тем не	8	4
91	по существу	2	4
92	не имеет	4	4
93	никогда не	3	4
94	совершенно ясно	1	4
95	что у	1	4
96	на вопрос	6	4
97	после того	2	4
98	вовсе не	6	4
99	если не	1	4
100	в данном	11	4
101	и не	13	4
102	мы должны	1	4
103	одной из	3	4
104	есть и	4	4
105	например в	2	3
106	видеть в	1	3
107	не вполне	4	3
108	в различных	2	3
109	тогда как	2	3
110	себе и	2	3
111	эта связь	1	3
112	этой стороны	2	3
113	кроме того	1	3
114	хотя и	3	3
115	из этих	5	3
116	в дальнейшем	2	3
117	на то	1	3
118	если он	1	3
119	после этого	2	3
120	эту задачу	1	3
121	том чтобы	6	3
122	его в	6	3
123	уже знаем	1	3
124	в них	4	3
125	и становится	1	3
126	представление о	1	3
127	вопрос о	8	3
128	должны были	1	3
129	для объяснения	2	3
130	в конце	3	3
131	задачи и	1	3
132	как мы	9	3
133	тогда когда	3	3
134	того как	3	3
135	показывает как	1	3
136	и его	5	3
137	связи с	3	3
138	должны быть	1	3
139	данном случае	5	3
140	и этим	1	3
141	не столько	2	3
142	здесь нет	4	3
143	раньше чем	3	3
144	приходит к	1	3
145	в качестве	7	3
146	чаще всего	1	3
147	так что	5	3
148	уже в	5	3
149	при помощи	2	3
150	и даже	5	3
151	после смерти	1	3
152	но есть	1	3
153	связано с	1	3
154	превращается в	1	3
155	в свете	1	3
156	этой точки	1	3
157	что мы	2	3
158	сих пор	5	3
159	но это	1	3
160	с ней	2	3
161	ее в	1	3
162	очень много	1	2
163	из самых	1	2
164	что эти	1	2
165	по его	2	2
166	указать что	1	2
167	и ее	4	2
168	того же	3	2
169	и на	3	2
170	что его	1	2
171	этим не	1	2
172	только после	2	2
173	со стороны	12	2
174	не просто	4	2
175	которые не	1	2
176	в одной	1	2
177	с этим	2	2
178	стороны и	3	2
179	что по	1	2
180	в действительности	1	2
181	исторические корни	1	2
182	увидим что	1	2
183	в самом	12	2
184	та же	1	2
185	в которой	1	2
186	все эти	3	2
187	во многих	1	2
188	и тот	1	2
189	вообще не	3	2
190	на его	1	2
191	д в	2	2
192	в силу	3	2
193	так например	6	2
194	жить в	1	2
195	том-то и	1	2
196	было бы	5	2
197	известно что	1	2
198	должен был	4	2
199	нам по	1	2
200	и тем	5	2
201	участие в	1	2
202	этого не	2	2
203	что собственно	3	2
204	в котором	4	2
205	из анализа	1	2
206	у того	1	2
207	не от	1	2
208	к этому	3	2
209	но он	1	2
210	не его	1	2
211	есть еще	2	2
212	что этот	1	2
213	для нее	1	2
214	тому что	2	2
215	стоит в	2	2
216	в таких	1	2
217	можно указать	1	2
218	в то	5	2
219	что такое	10	2
220	тому кто	1	2
221	не по	1	2
222	вытекает из	1	2
223	совершенно то	1	2
224	во всем	2	2
225	это искусство	3	2
226	не могут	5	2
227	лежит в	2	2
228	имеет своего	1	2
229	это конечно	1	2
230	как только	1	2
231	что при	1	2
232	и это	6	2
233	из всего	1	2
234	без всякого	1	2
235	в ее	11	2
236	они должны	1	2
237	на том	3	2
238	в многочисленных	1	2
239	имеется в	1	2
240	но здесь	1	2
241	другими словами	1	2
242	не содержит	1	2
243	должно было	1	2
244	в форме	2	2
245	все в	1	2
246	тем более	2	2
247	если это	2	2
248	здесь не	2	2
249	и дело	1	2
250	тот же	1	2
251	и так	1	2
252	по этому	2	2
253	этот вопрос	4	2
254	уже не	5	2
255	и у	1	2
256	только на	3	2
257	что не	5	2
258	или даже	1	2
259	дает ему	1	2
260	из них	3	2
261	ни с	2	2
262	мы знаем	1	2
263	прежде всего	8	2
264	к ним	1	2
265	и начал	1	2
266	в особенности	4	2
267	до сих	5	2
268	на этот	4	2
269	в каких	1	2
270	и др	2	2
271	иногда это	1	2
272	говорит о	3	2
273	в руках	1	2
274	что из	1	2
275	в связи	2	2
276	в том-то	1	2
277	как это	5	2
278	видит в	4	2
279	а если	2	2
280	в литературе	1	2
281	был в	2	2
282	это значит	1	2
283	только о	2	2
284	и от	1	2
285	и о	1	2
286	отличается от	1	2
287	этом и	1	2
288	но для	1	2
289	это как	1	2
290	превратился в	1	2
291	е в	4	2
292	сказать что	5	2
293	и эта	1	2
294	точно так	2	2
295	они не	1	2
296	отношения к	1	1
297	одним из	5	1
298	дело что	2	1
299	связана с	4	1
300	не остается	1	1
301	самом деле	6	1
302	от этой	1	1
303	только потому	1	1
304	и общественного	1	1
305	образом связана	1	1
306	в чисто	4	1
307	смотрят на	1	1
308	из его	2	1
309	должна быть	2	1
310	есть не	3	1
311	очень далеко	1	1
312	враждебное отношение	1	1
313	что если	2	1
314	что уже	3	1
315	ответить на	1	1
316	и новые	1	1
317	в возможности	1	1
318	который был	1	1
319	что иное	4	1
320	достаточно сослаться	1	1
321	в некотором	1	1
322	зависимости от	1	1
323	в ней	3	1
324	большей частью	1	1
325	бывает так	1	1
326	собой в	2	1
327	и этого	3	1
328	дать ему	1	1
329	он был	1	1
330	в которых	6	1
331	между собой	1	1
332	он встречается	1	1
333	качестве примера	1	1
334	бы то	1	1
335	которое он	1	1
336	иного рода	1	1
337	как если	1	1
338	заключается не	1	1
339	своей работе	1	1
340	совсем не	3	1
341	только тогда	1	1
342	по отношению	4	1
343	искусство в	1	1
344	существование в	1	1
345	до наших	1	1
346	сама по	3	1
347	в поисках	1	1
348	или вообще	5	1
349	независимо от	3	1
350	что именно	2	1
351	дает нам	1	1
352	в своем	3	1
353	традиции как	1	1
354	и как	9	1
355	это тоже	1	1
356	и к	1	1
357	руки но	1	1
358	историческая действительность	1	1
359	есть ли	1	1
360	искусство и	2	1
361	в этот	2	1
362	или иную	1	1
363	за собой	3	1
364	он выражается	2	1
365	в целом	5	1
366	в этой	3	1
367	в известном	3	1
368	что к	1	1
369	е с	1	1
370	не могла	1	1
371	и задачи	1	1
372	у древних	1	1
373	интерес представляет	1	1
374	есть та	1	1
375	состоит в	2	1
376	и вот	3	1
377	ни было	1	1
378	в зависимости	1	1
379	из него	1	1
380	что ни	1	1
381	объяснить его	2	1
382	и за	1	1
383	в каждом	4	1
384	в работе	3	1
385	то ни	1	1
386	в другом	3	1
387	до бесконечности	1	1
388	них не	1	1
389	а как	3	1
390	входит в	2	1
391	на протяжении	2	1
392	в египте	1	1
393	и основные	1	1
394	стоит на	1	1
395	этого становится	1	1
396	духа в	1	1
397	к области	1	1
398	но уже	2	1
399	о которых	2	1
400	она и	1	1
401	ни одной	1	1
402	на основании	5	1
403	с тем	6	1
404	и уже	3	1
405	уже у	1	1
406	можно считать	1	1
407	здесь все	2	1
408	должно быть	2	1
409	автора и	1	1
410	не мог	2	1
411	своим искусством	1	1
412	именно он	1	1
413	бы на	1	1
414	но если	3	1
415	от своего	1	1
416	и при	2	1
417	в своей	4	1
418	взгляд на	1	1
419	наших дней	1	1
420	и без	2	1
421	с точки	2	1
422	почва для	1	1
423	имеют ли	1	1
424	должна в	1	1
425	от себя	3	1
426	от его	1	1
427	свое существование	2	1
428	и другого	1	1
429	нельзя было	1	1
430	и той	2	1
431	надо сказать	1	1
432	и более	1	1
433	не могли	2	1
434	чем собственно	1	1
435	и наоборот	2	1
436	не должно	1	1
437	более древних	1	1
438	и то	5	1
439	по себе	9	1
440	же мы	1	1
441	и есть	3	1
442	других народов	1	1
443	приводят к	1	1
444	одна сторона	1	1
445	не раз	1	1
446	с особой	1	1
447	которые стоят	1	1
448	дело в	3	1
449	уже очень	1	1
450	которого он	1	1
451	на связь	1	1
452	из их	1	1
453	он мог	3	1
454	нельзя не	4	1
455	его от	1	1
456	в горячей	1	1
457	почему в	1	1
458	задач не	1	1
459	под этим	1	1
460	имеем дело	1	1
461	о ней	1	1
462	находятся в	2	1
463	по вопросу	1	1
464	именно она	1	1
465	как она	4	1
466	ее с	1	1
467	не вытекает	1	1
468	но дело	3	1
469	ее задачи	1	1
470	до того	2	1
471	как будто	3	1
472	ли это	1	1
473	ему не	1	1
474	в руки	6	1
475	прямо говорит	1	1
476	существует между	2	1
477	было у	1	1
478	не до	2	1
479	же самое	2	1
480	всего в	1	1
481	к тому	4	1
482	оно не	1	1
483	утверждать что	1	1
484	если же	2	1
485	должен быть	4	1
486	для себя	1	1
487	и которая	1	1
488	подобных случаях	1	1
489	как не	1	1
490	невозможно отличить	1	1
491	второй половине	2	1
492	на той	1	1
493	говорится что	1	1
494	вопрос что	2	1
495	как ее	1	1
496	и сам	2	1
497	можно было	7	1
498	на нее	2	1
499	не с	2	1
500	ясно что	9	1
501	и которые	1	1
502	мог бы	2	1
503	которые он	1	1
504	можно только	2	1
505	во второй	3	1
506	том как	1	1
507	по тому	1	1
508	и с	2	1
509	если бы	2	1
510	по мере	4	1
511	в разных	5	1
512	д эти	1	1
513	имеет право	1	1
514	другом месте	2	1
515	имеет еще	1	1
516	себя не	1	1
517	и та	1	1
518	никак не	1	1
519	в риме	1	1
520	можно сказать	3	1
521	а также	3	1
522	д но	5	1
523	вопросу о	2	1
524	как они	1	1
525	которые и	1	1
526	связь между	4	1
527	корни и	1	1
528	ее от	2	1
529	и требует	2	1
530	помощи которых	1	1
531	в его	10	1
532	так возникает	1	1
533	во всей	1	1
534	нечего и	1	1
535	удаляется от	1	1
536	именно в	8	1
537	знания и	3	1
538	мы условились	1	1
539	по содержанию	2	1
540	явление и	1	1
541	значит что	1	1
542	развития но	1	1
543	тех пор	1	1
544	как например	5	1
545	на которой	1	1
546	но с	4	1
547	понятно почему	1	1
548	не представляют	1	1
549	оказалось что	2	1
550	связь и	1	1
551	с ними	1	1
552	дело с	6	1
553	этого можно	1	1
554	в какой	4	1
555	что этого	1	1
556	к нашему	1	1
557	которых в	1	1
558	самые разнообразные	1	1
559	жизни и	2	1
560	вопрос об	1	1
561	а только	8	1
562	по другим	1	1
