N	3gram	Vygotskiy__1	FransuaR
1	в конце концов	3	4
2	более или менее	2	3
3	в том числе	1	3
4	для того чтобы	5	3
5	это и есть	1	3
6	с другой стороны	5	3
7	с самого начала	1	3
8	подобно тому как	5	3
9	один и тот	1	2
10	с точки зрения	2	2
11	том числе и	1	2
12	с одной стороны	5	2
13	и тот же	1	2
14	не только в	1	2
15	в то время	5	2
16	о том что	7	2
17	то есть в	2	2
18	можно сказать что	1	1
19	и в конце	1	1
20	и того же	1	1
21	а следовательно и	1	1
22	дать ни взять	1	1
23	точки зрения на	1	1
24	другой стороны в	1	1
25	он как и	1	1
26	дело в том	1	1
27	те же самые	1	1
28	то же самое	2	1
29	одной стороны и	1	1
30	это отношение к	1	1
31	и это отношение	1	1
32	но как и	1	1
33	до сих пор	3	1
34	в различных формах	1	1
35	том случае если	1	1
36	а также в	1	1
37	при этом он	1	1
38	со всеми другими	1	1
39	в этом отношении	2	1
40	в таком же	1	1
41	и то что	1	1
42	в том случае	2	1
43	того что они	1	1
44	одно и то	1	1
45	в это время	1	1
46	ни дать ни	1	1
47	так как она	1	1
48	то время как	5	1
49	что на самом	1	1
50	в живописи и	1	1
51	на этот раз	1	1
52	смысле этого слова	2	1
53	и то же	1	1
54	в основу этого	1	1
55	в отличие от	3	1
56	как своего рода	1	1
57	в связи с	1	1
58	так же и	1	1
59	так и в	2	1
60	в полной мере	1	1
61	как мы знаем	1	1
62	не может быть	8	1
63	этого слова то	1	1
64	в свою очередь	1	1
65	была связана с	1	1
66	в конечном счете	3	1
67	только о двух	1	1
68	включает в себя	1	1
69	мы не знаем	1	1
70	и др это	1	1
71	одного и того	1	1
72	в вопросе о	1	1
73	потому что это	1	1
74	мы видим что	2	1
75	с таким расчетом	3	1
76	тех или иных	2	1
77	на самом деле	2	1
78	в буквальном смысле	1	1
79	в том что	9	1
80	что и в	2	1
81	к тому же	1	1
82	один из самых	1	1
83	таким расчетом чтобы	2	1
84	в том же	1	1
85	мы видели что	2	1
