N	2gram	Tiupa_Hudo_1	Psycholo
1	то что	8	37
2	и в	14	30
3	в том	12	27
4	что в	6	24
5	и что	2	23
6	потому что	5	23
7	том что	16	21
8	того чтобы	3	20
9	как бы	7	19
10	на то	4	17
11	что он	9	17
12	не только	12	16
13	в трагедии	1	15
14	в этом	11	14
15	в самом	4	14
16	как раз	4	13
17	в сущности	1	12
18	с одной	1	12
19	одной стороны	1	12
20	может быть	5	11
21	если бы	3	11
22	что мы	1	11
23	о том	12	10
24	и то	1	9
25	никогда не	6	9
26	и когда	3	9
27	так как	1	9
28	с другой	1	9
29	не может	7	9
30	сказать что	1	9
31	самом деле	5	8
32	он должен	1	8
33	при этом	12	8
34	с тем	1	8
35	не в	7	8
36	к тому	7	8
37	и это	4	8
38	тому что	4	8
39	того что	4	8
40	а не	12	8
41	могут быть	1	8
42	и т	11	7
43	то же	9	7
44	но не	3	7
45	все же	3	7
46	и как	1	7
47	в нем	3	7
48	точки зрения	5	7
49	по себе	2	7
50	в основе	1	7
51	этих двух	1	7
52	действующих лиц	2	7
53	героя и	5	7
54	как это	1	7
55	мы уже	4	6
56	в своем	4	6
57	что она	4	6
58	на этом	3	6
59	что все	1	6
60	ясно что	2	6
61	как и	9	6
62	никак не	2	6
63	и его	5	6
64	как будто	4	6
65	когда мы	1	6
66	о котором	2	6
67	по мнению	5	6
68	и тем	1	6
69	уже в	1	6
70	двух противоположных	1	6
71	тем что	3	6
72	но и	5	6
73	именно в	7	6
74	и не	2	6
75	и для	3	6
76	что оно	1	6
77	жизни и	5	6
78	еще не	7	5
79	ответ на	1	5
80	что они	1	5
81	что именно	1	5
82	когда он	1	5
83	в себе	11	5
84	в целом	2	5
85	в этой	8	5
86	было бы	6	5
87	рядом с	1	5
88	несмотря на	4	5
89	сих пор	2	5
90	с и	2	5
91	только не	1	5
92	же самое	1	5
93	как мы	3	5
94	но в	5	5
95	сводится к	1	5
96	в новелле	1	5
97	один из	4	5
98	в двух	1	5
99	только в	5	5
100	именно на	1	5
101	до сих	2	5
102	а с	2	5
103	и потому	2	5
104	бы в	1	5
105	обратиться к	1	5
106	в своих	3	5
107	исходит из	1	4
108	в виду	1	4
109	в ней	4	4
110	стороны и	1	4
111	и к	4	4
112	с такой	1	4
113	в своей	10	4
114	что эта	1	4
115	из которых	1	4
116	действующие лица	2	4
117	казалось бы	7	4
118	как она	2	4
119	заключает в	2	4
120	на примере	1	4
121	внимание на	2	4
122	в его	8	4
123	на одном	1	4
124	в него	2	4
125	только что	4	4
126	только на	2	4
127	в конце	4	4
128	говорит о	1	4
129	прежде всего	11	4
130	там где	1	4
131	в частности	5	4
132	о чем	1	4
133	в результате	2	4
134	от него	3	4
135	и все	4	4
136	а в	7	4
137	смысл этого	1	3
138	в их	2	3
139	по его	1	3
140	той же	2	3
141	мы не	2	3
142	и о	4	3
143	в каждой	1	3
144	и на	3	3
145	в ее	3	3
146	как в	8	3
147	в которой	1	3
148	из этих	1	3
149	на его	2	3
150	он не	4	3
151	состоит в	2	3
152	не как	1	3
153	в силу	1	3
154	что ни	1	3
155	можно было	5	3
156	человека в	6	3
157	в другом	2	3
158	об этом	5	3
159	показать насколько	1	3
160	это не	7	3
