N	4gram	Bakhtin_Pr_4	Analitik
1	в то же время	5	2
2	сопоставлены или противопоставлены в	1	1
3	в самом наличии определенных	1	1
4	дело не в самом	1	1
5	наличии определенных языковых стилей	1	1
6	языковых стилей социальных диалектов	1	1
7	они сопоставлены или противопоставлены	1	1
8	в том под каким	1	1
9	том под каким диалогическим	1	1
10	каким диалогическим углом они	1	1
11	с другой стороны и	1	1
12	диалогическим углом они сопоставлены	1	1
13	не в самом наличии	1	1
14	или противопоставлены в произведении	1	1
15	одно и то же	1	1
16	определенных языковых стилей социальных	1	1
17	углом они сопоставлены или	1	1
18	под каким диалогическим углом	1	1
19	самом наличии определенных языковых	1	1
20	одним и тем же	1	1
