N	3gram	Vygotskiy__4	Dialekti
1	с точки зрения	11	9
2	в том что	31	9
3	что иное как	1	8
4	не что иное	1	8
5	это значит что	2	7
6	не может быть	1	6
7	для того чтобы	5	5
8	в этом смысле	8	4
9	само по себе	1	4
10	подобно тому как	2	4
11	только тогда когда	1	4
12	и той же	4	3
13	не говоря уже	1	3
14	есть прежде всего	1	3
15	говоря уже о	1	3
16	одной и той	4	3
17	лежит в основе	1	3
18	на то что	4	3
19	же что и	1	3
20	то же что	1	3
21	я думаю что	1	2
22	одних и тех	1	2
23	равно как и	1	2
24	о том как	1	2
25	не имеет никакого	1	2
26	в собственном смысле	7	2
27	точно так же	3	2
28	с этой точки	4	2
29	то и другое	1	2
30	день и ночь	1	2
31	и тех же	1	2
32	ничего общего с	1	2
33	этой точки зрения	4	2
34	по сравнению с	3	2
35	что оно есть	1	2
36	в свою очередь	2	2
37	и в частности	1	2
38	не имеет ничего	1	2
39	мы видим что	2	2
40	тем не менее	1	2
41	лежащей в основе	1	1
42	значение может быть	1	1
43	не может не	2	1
44	в обоих случаях	3	1
45	что в этом	1	1
46	часто так и	1	1
47	всего нашего исследования	1	1
48	мы имеем дело	1	1
49	без всякого остатка	1	1
50	прежде всего в	1	1
51	такой же точно	1	1
52	должны сказать что	1	1
53	ясно что с	1	1
54	том же самом	1	1
55	и даже не	1	1
56	же как и	4	1
57	и не только	2	1
58	на первый план	4	1
59	что с точки	1	1
60	имеет в виду	1	1
61	только один путь	1	1
62	в зависимости от	1	1
63	в той же	1	1
64	от частного к	1	1
65	не входит в	1	1
66	в отличие от	2	1
67	и та же	1	1
68	можно сказать что	1	1
69	мы видим в	2	1
70	в себе и	3	1
71	с тем что	3	1
72	совершенно ясно что	1	1
73	на ложный путь	1	1
74	в одинаковой мере	2	1
75	частного к общему	2	1
76	в своем исследовании	1	1
77	в том случае	1	1
78	то в чем	1	1
79	и то что	4	1
80	как и на	2	1
81	может быть установлена	1	1
82	он находит в	2	1
83	в силу той	1	1
84	во внимание что	1	1
85	которые мы должны	1	1
86	содержит в себе	2	1
87	в данном случае	2	1
88	мы видели уже	1	1
89	если бы мы	1	1
90	что они суть	1	1
91	не только в	1	1
92	зависимости от этих	1	1
93	видеть в нем	1	1
94	в конце концов	1	1
95	и при этом	1	1
96	тем что должно	1	1
97	и как бы	1	1
98	в связи с	3	1
99	как бы в	1	1
100	так же невозможно	1	1
101	по себе не	1	1
102	было бы чудом	1	1
103	то обстоятельство что	3	1
104	имел в виду	1	1
105	том что они	2	1
106	в этом случае	3	1
107	другой стороны мы	2	1
108	одна и та	1	1
109	мы должны сказать	1	1
110	о том что	3	1
111	мы можем сказать	1	1
112	не только не	5	1
113	что одна и	1	1
114	вопрос о том	1	1
115	речь идет о	3	1
116	но все же	1	1
117	что этот предмет	1	1
118	с другой стороны	8	1
119	друг от друга	1	1
120	которые могут быть	1	1
121	для этого необходимо	1	1
122	это не мешает	1	1
123	после того как	1	1
124	в каком отношении	1	1
125	тех или иных	1	1
126	художественное произведение и	1	1
127	но что он	1	1
128	может быть в	1	1
129	ничего принципиально нового	1	1
130	можем сказать что	1	1
131	том случае если	1	1
