N	3gram	Propp_Isto_2	KulturaY
1	можно было бы	3	10
2	тем не менее	1	9
3	до сих пор	6	8
4	в том что	5	8
5	и т д	18	8
6	в зависимости от	1	7
7	в этом случае	5	4
8	с одной стороны	3	4
9	в связи с	4	4
10	после того как	2	4
11	на самом деле	2	3
12	сам по себе	1	3
13	не только в	4	3
14	с другой стороны	2	3
15	не может быть	2	3
16	о том что	2	3
17	смысле этого слова	1	2
18	по отношению к	3	2
19	но если это	1	2
20	в отличие от	1	2
21	и только после	2	2
22	только после того	2	2
23	т е к	1	2
24	здесь можно было	2	2
25	дело не в	2	2
26	к тому же	2	2
27	еще не может	1	1
28	потому что он	2	1
29	что она не	1	1
30	всякий раз когда	1	1
31	это так то	1	1
32	и той же	1	1
33	т е она	1	1
34	т д и	2	1
35	в одной из	1	1
36	в другом месте	2	1
37	что он не	4	1
38	является не только	1	1
39	наряду с этим	2	1
40	но и в	2	1
41	а может быть	1	1
42	т д но	2	1
43	с тем что	3	1
44	ясно из всего	1	1
45	не только не	1	1
46	вместе с тем	5	1
47	не то что	1	1
48	в самых разнообразных	1	1
49	так же как	4	1
50	и не могут	1	1
51	т е с	1	1
52	одной стороны она	1	1
53	если это так	1	1
54	в одном случае	2	1
55	то что он	1	1
56	т е в	1	1
57	чтобы понять эту	2	1
58	в связи со	1	1
59	тем что в	1	1
60	для нас те	1	1
61	на вопрос о	1	1
62	по существу то	1	1
63	в тех случаях	1	1
64	с тем как	1	1
65	уже потому что	1	1
66	вовсе не в	1	1
67	мы не можем	1	1
68	и вместе с	2	1
69	но дело не	1	1
70	чтобы вслед за	1	1
71	и прежде всего	1	1
72	но все же	4	1
73	мы имеем в	5	1
74	тех случаях когда	1	1
75	по этому поводу	1	1
76	одной и той	1	1
77	друг от друга	1	1
78	он приходит в	1	1
79	в главе о	1	1
80	мы увидим что	3	1
81	далеко еще не	1	1
