N	3gram	Vinokur_St_2	Myslijsy
1	по отношению к	1	13
2	в том что	16	13
3	тем не менее	2	6
4	и в этом	2	6
5	с другой стороны	3	5
6	не в том	2	4
7	в свою очередь	1	4
8	по его мнению	1	4
9	в этом смысле	1	4
10	в том смысле	2	4
11	и т д	6	4
12	а между тем	1	3
13	с точки зрения	2	3
14	с тем что	2	3
15	и в том	1	3
16	то же время	1	3
17	с самого начала	3	3
18	так и в	2	3
19	в то же	1	3
20	хотя бы даже	1	2
21	только потому что	2	2
22	дело в том	4	2
23	в таком виде	1	2
24	так что в	1	2
25	бы то ни	2	2
26	на этот вопрос	1	2
27	к тому что	5	2
28	во внимание что	1	2
29	для того чтобы	5	2
30	не только не	2	2
31	как бы ни	1	2
32	и т п	3	2
33	известно например что	1	1
34	таким образом уже	1	1
35	там где нет	1	1
36	и для самого	1	1
37	не говоря уже	1	1
38	на самом деле	1	1
39	но если б	1	1
40	но и по	1	1
41	в ответ на	1	1
42	в полной силе	1	1
43	с тех пор	1	1
44	и что во	1	1
45	не могли быть	1	1
46	говоря уже о	1	1
47	сам по себе	1	1
48	сами по себе	2	1
49	в этом отношении	9	1
50	то что в	2	1
51	до сих пор	5	1
52	их и не	1	1
53	обратить внимание на	4	1
54	виде в каком	1	1
55	язык которым говорит	1	1
56	не нашел бы	1	1
57	всяком случае не	2	1
58	что язык не	1	1
59	более или менее	2	1
60	то ни было	2	1
61	в этом месте	2	1
62	так же как	3	1
63	заключается в том	1	1
64	в связи с	1	1
65	потому что оно	1	1
66	мы видели выше	1	1
67	между тем в	1	1
68	в каком он	1	1
69	и совершенно не	1	1
70	в этих словах	2	1
71	уже о том	1	1
72	точки зрения но	1	1
73	не только к	1	1
74	во всяком случае	3	1
75	тем что в	1	1
76	том смысле что	1	1
77	в то время	1	1
78	имея в виду	1	1
79	ни для кого	1	1
80	после того как	4	1
81	на этом основании	1	1
82	о том что	11	1
83	в создании своего	1	1
84	в одном из	3	1
85	и все это	1	1
86	вопрос о том	3	1
87	ни в одном	2	1
88	но все же	2	1
89	на то что	2	1
90	и в тех	1	1
91	не было они	1	1
92	таким образом в	1	1
93	точно так же	1	1
94	как мы видели	1	1
