N	3gram	Bakhtin_Pr_3	Marksizm
1	с точки зрения	2	20
2	не может быть	1	13
3	и не может	1	9
4	до сих пор	5	8
5	в связи с	1	7
6	в отличие от	1	5
7	с другой стороны	1	5
8	с самого начала	3	4
9	то же самое	1	3
10	мы не будем	1	3
11	в этом отношении	1	3
12	может быть и	2	3
13	в конце концов	1	3
14	и тот же	1	3
15	один и тот	1	3
16	в смысле совокупности	2	3
17	то же время	5	3
18	в ее целом	1	3
19	можно сказать что	4	3
20	в большинстве случаев	4	3
21	в то же	5	3
22	в том что	3	3
23	теперь мы должны	2	2
24	нет и не	1	2
25	или хотя бы	1	2
26	и той же	1	2
27	но при этом	1	2
28	в том числе	11	2
29	как и все	1	2
30	является одним из	1	2
31	на самом же	1	2
32	том числе и	10	2
33	можно было бы	1	2
34	но в то	1	2
35	во всяком случае	1	2
36	смысле этого слова	1	2
37	мы не найдем	1	2
38	одной и той	1	2
39	по отношению к	1	2
40	и прежде всего	5	2
41	в нем нет	3	2
42	самом же деле	1	2
43	в этом смысле	1	2
44	тем не менее	2	2
45	смысле совокупности всех	2	2
46	все более и	1	1
47	наметить лишь основные	1	1
48	только с помощью	1	1
49	прежде всего в	1	1
50	художественного образа в	1	1
51	равно как и	1	1
52	большей или меньшей	3	1
53	и так сказать	1	1
54	из них то	1	1
55	в подходе к	2	1
56	т.п все эти	1	1
57	а между тем	2	1
58	и неотделим от	1	1
59	осмысливает и объединяет	1	1
60	в одной из	1	1
61	конечно все эти	1	1
62	как мы сказали	1	1
63	по отношению ко	1	1
64	сказать что и	1	1
65	но и в	1	1
66	строй и порядок	1	1
67	каждом из них	2	1
68	он ни был	1	1
69	на почве этого	1	1
70	же время все	1	1
71	чем иным как	1	1
72	может быть только	1	1
73	невозможно представить себе	1	1
74	в предыдущей главе	1	1
75	так или иначе	1	1
76	не будем здесь	1	1
77	углом зрения и	1	1
78	не чем иным	1	1
79	вопросов в ней	1	1
80	дело идет именно	1	1
81	очень важный момент	1	1
82	все это и	1	1
83	со всею отчетливостью	1	1
84	тот и другой	1	1
85	в большей или	2	1
86	внутренними и внешними	1	1
87	следует сказать что	1	1
88	так и от	1	1
89	в следующей главе	1	1
90	как бы по	1	1
91	и тот и	1	1
92	а не в	1	1
93	в его целом	1	1
94	время все эти	1	1
95	до наших дней	3	1
96	в широком смысле	1	1
97	и все другие	1	1
98	мы уже знаем	1	1
99	более или менее	3	1
100	так и в	2	1
101	он не знает	2	1
102	xvii и xviii	1	1
103	как и во	1	1
104	будем говорить в	1	1
105	более и более	1	1
106	или во всяком	1	1
107	в новое время	4	1
108	как мы видим	1	1
109	нам важно было	1	1
110	друг от друга	1	1
111	и т.п все	1	1
112	как мы уже	3	1
113	в применении к	1	1
114	таким образом и	1	1
115	под определяющим влиянием	1	1
116	и в нем	1	1
117	во всех случаях	1	1
118	во всех других	2	1
119	таким образом по	1	1
120	конечно далеко не	1	1
121	той или иной	1	1
122	его формы и	1	1
