N	2gram	Losev_Vlad_2	Poddanst
1	не только	12	17
2	и в	30	14
3	и не	18	12
4	в области	3	11
5	в этом	20	10
6	н а	1	10
7	в отношении	3	10
8	в качестве	1	9
9	но в	8	9
10	то же	4	9
11	в том	18	9
12	н и	1	8
13	хотя бы	3	8
14	только в	6	7
15	с к	1	7
16	в то	9	7
17	же время	3	7
18	в о	1	7
19	в ней	4	6
20	xix века	1	6
21	было бы	9	6
22	но и	8	6
23	быть может	1	6
24	в смысле	1	6
25	отношении к	1	5
26	в которых	1	5
27	может быть	7	5
28	не в	9	5
29	и о	4	5
30	о в	2	5
31	е н	1	5
32	а н	14	5
33	на путях	1	4
34	если бы	1	4
35	тех кто	1	4
36	а также	10	4
37	россии и	2	4
38	и е	1	4
39	в своем	8	4
40	и к	6	4
41	как бы	5	4
42	и если	4	4
43	том что	12	4
44	не может	9	4
45	и потому	2	4
46	в котором	5	4
47	по себе	5	4
48	с т	1	4
49	в русской	1	4
50	л и	1	4
51	что в	12	4
52	мы должны	4	4
53	же в	2	4
54	а в	11	4
55	то что	20	4
56	в с	10	4
57	и т	1	3
58	мы не	2	3
59	сводится к	1	3
60	в порядке	1	3
61	это не	2	3
62	хотя и	6	3
63	и как	3	3
64	тот же	5	3
65	в себе	6	3
66	в нем	4	3
67	ей в	1	3
68	в россии	3	3
69	для того	2	3
70	и вселенская	3	3
71	заключается в	2	3
72	прежде всего	6	3
73	с тем	2	3
74	что мы	1	3
75	к и	1	3
76	и без	1	3
77	с точки	3	3
78	но не	3	3
79	она есть	1	3
80	наряду с	2	3
81	к л	1	3
82	потому что	9	3
83	н н	9	3
84	точки зрения	7	3
85	в сравнении	2	3
86	сравнении с	1	3
87	я и	2	3
88	и это	3	2
89	отношения к	3	2
90	например в	1	2
91	и есть	2	2
92	есть не	1	2
93	начала и	2	2
94	с с	4	2
95	есть нечто	2	2
96	которое в	2	2
97	никак не	3	2
98	время в	4	2
99	во всех	3	2
100	говорить о	1	2
101	если в	1	2
102	в общем	2	2
103	со стороны	4	2
104	в русском	2	2
105	с этим	5	2
106	того что	5	2
107	никогда раньше	1	2
108	духа и	1	2
109	к чему	1	2
110	и и	1	2
111	думать что	1	2
112	в начале	4	2
113	главным образом	1	2
114	и других	1	2
115	в его	11	2
116	из них	1	2
117	как никогда	1	2
118	в виде	3	2
119	не к	1	2
120	и вот	3	2
121	как раз	1	2
122	в последние	2	2
123	в статье	2	2
124	и с	14	2
125	м а	4	2
126	именно в	4	2
127	и мы	4	2
128	и тем	1	2
129	в жизни	1	2
130	для них	1	2
131	дети и	1	2
132	в них	3	2
133	церкви и	2	2
134	не было	10	2
135	а не	7	2
136	должно быть	3	2
137	д д	2	2
138	нужно было	1	2
139	более чем	1	2
140	жизнь которую	1	2
141	эта идея	2	2
142	не столько	3	2
143	не будем	1	2
144	в тот	1	2
145	ней не	1	2
146	и достоевского	1	2
147	что из	1	2
148	не менее	7	2
149	все это	5	2
150	между прочим	7	2
151	не о	2	2
152	на этих	3	2
153	да и	3	2
154	в полной	1	2
155	еще более	3	2
156	тем более	3	2
157	для нас	7	2
158	православия и	1	2
159	в частности	2	2
160	том числе	1	2
161	от этой	1	1
162	россию и	1	1
163	также что	2	1
164	также и	6	1
165	не очень	4	1
166	но чтобы	1	1
167	и то	5	1
168	тем и	1	1
169	как известно	1	1
170	раньше в	1	1
171	в себя	1	1
172	по преимуществу	1	1
173	они стремятся	1	1
174	собственном смысле	1	1
175	стремиться к	1	1
