N	3gram	Vinokur_Ku_3	EvropaiE
1	с точки зрения	16	16
2	в то же	1	15
3	то же время	1	14
4	и в то	1	8
5	с одной стороны	4	8
6	в том что	8	6
7	с этой точки	1	5
8	так же как	1	5
9	этой точки зрения	1	5
10	для того чтобы	11	5
11	бы то ни	1	4
12	не только в	3	4
13	и в этом	4	4
14	того или иного	3	4
15	само по себе	1	4
16	той или иной	5	4
17	в той или	2	3
18	в этом смысле	1	3
19	хотя бы и	1	3
20	можно было бы	10	3
21	ту или иную	1	3
22	в известном смысле	2	3
23	во всяком случае	1	3
24	и прежде всего	1	3
25	прежде всего в	1	2
26	не говоря уже	2	2
27	сплошь и рядом	3	2
28	а тем более	1	2
29	только в том	2	2
30	из того что	1	2
31	в данном случае	4	2
32	тому или иному	1	2
33	заключается в том	1	2
34	не более чем	1	2
35	так и в	3	2
36	в данной области	1	2
37	с другой стороны	3	2
38	не может быть	3	2
39	в свою очередь	1	2
40	в одном из	1	2
41	друг от друга	1	2
42	как мы видели	2	2
43	и того же	2	1
44	очевидно также что	1	1
45	в пределах данной	1	1
46	хотя и не	1	1
47	следует отметить что	1	1
48	чуть ли не	1	1
49	более или менее	2	1
50	ответить на этот	1	1
51	не может дать	1	1
52	в тех случаях	1	1
53	как это имело	1	1
54	также и в	1	1
55	что же касается	1	1
56	он мог бы	1	1
57	слова т е	1	1
58	в одной из	1	1
59	говоря уже о	2	1
60	нужно помнить что	1	1
61	а также в	1	1
62	в отличие от	2	1
63	но и в	1	1
64	тех случаях когда	1	1
65	от того в	1	1
66	с тем что	1	1
67	мы увидим что	1	1
68	или иной степени	1	1
69	на этот вопрос	1	1
70	следует прежде всего	1	1
71	то мы увидим	1	1
72	в противном случае	1	1
73	то или иное	2	1
74	не будет уже	1	1
75	может быть и	1	1
76	принимая во внимание	1	1
77	поскольку дело идет	1	1
78	эти два условия	1	1
79	и тот же	2	1
80	смысле этого слова	2	1
81	и в отношении	1	1
82	не могут быть	2	1
83	в том случае	4	1
84	ни на минуту	1	1
85	в связи с	4	1
86	же смысл имеет	1	1
87	такой же смысл	1	1
88	в каком смысле	1	1
89	этот вопрос мы	1	1
90	это потому что	1	1
91	как и всякая	1	1
92	отнюдь не означает	1	1
93	один и тот	2	1
94	вовсе не в	1	1
95	мы не можем	1	1
96	но также и	1	1
97	том смысле что	1	1
98	в то время	1	1
99	именно к этой	1	1
100	большем или меньшем	1	1
101	выходит за пределы	1	1
102	именно потому что	1	1
103	можно рассматривать как	1	1
104	одного и того	2	1
105	для нас в	1	1
106	в том числе	2	1
107	к тому что	1	1
108	в том смысле	1	1
109	тех или иных	1	1
110	а именно в	1	1
111	это имело место	1	1
112	к тому же	2	1
113	только тогда когда	4	1
114	с разных точек	1	1
115	и т д	8	1
