N	2gram	Propp_Isto_2	Analitik
1	тогда как	1	19
2	в этом	11	18
3	не только	18	16
4	и в	15	16
5	в частности	1	16
6	так и	5	15
7	как и	2	14
8	своего рода	1	12
9	но и	14	12
10	и не	11	12
11	том что	7	12
12	в том	6	12
13	в качестве	3	11
14	при этом	4	10
15	могут быть	2	10
16	а не	5	10
17	как бы	6	10
18	в этой	4	9
19	ничего не	7	9
20	в пределах	1	9
21	в целом	1	8
22	представляет собой	5	8
23	состоит в	2	8
24	отнюдь не	1	8
25	особенно в	1	7
26	к тому	5	7
27	а также	2	7
28	о том	3	7
29	в себе	4	7
30	то что	12	7
31	в самом	1	6
32	и на	4	6
33	но в	6	6
34	говорить о	1	6
35	может быть	17	6
36	с другой	2	6
37	как это	3	6
38	на себя	1	5
39	в сторону	1	5
40	и к	1	5
41	с одной	4	5
42	так у	2	4
43	в поле	1	4
44	в сущности	2	4
45	но не	2	4
46	по отношению	3	4
47	как в	5	4
48	в себя	3	4
49	он в	3	4
50	тому же	2	4
51	то же	10	4
52	тем самым	2	4
53	не в	7	4
54	только не	1	4
55	не менее	1	4
56	во всех	2	4
57	только в	6	4
58	и его	3	4
59	уже не	1	4
60	у него	4	4
61	одной стороны	3	4
62	не может	5	4
63	этом случае	5	4
64	о его	2	4
65	все это	3	4
66	отношению к	3	4
67	и то	2	3
68	едва ли	1	3
69	в их	3	3
70	мы имеем	15	3
71	ответ на	1	3
72	в центре	1	3
73	на его	2	3
74	ключ к	2	3
75	и если	2	3
76	подобно тому	3	3
77	попадает в	5	3
78	несмотря на	1	3
79	не мог	3	3
80	в эту	2	3
81	не столько	2	3
82	тем не	1	3
83	как о	1	3
84	никогда не	15	3
85	казалось бы	1	3
86	сводится к	1	3
87	тем что	4	3
88	как будто	3	3
89	что на	1	3
90	как мы	1	3
91	приводит к	2	3
92	можно было	5	3
93	в результате	1	3
94	одного из	1	3
95	что и	6	3
96	одной из	4	3
97	с ними	2	3
98	так что	6	3
99	из них	2	3
100	при всей	1	3
101	только на	1	3
102	со стороны	1	3
103	именно в	2	3
104	было бы	5	3
105	и за	1	3
106	тому как	3	3
107	этого слова	1	3
108	сюжета и	1	3
109	или в	2	3
110	и одновременно	1	3
111	прежде всего	5	3
112	а в	12	3
113	не знает	2	3
114	я его	3	2
115	перед лицом	1	2
116	из его	1	2
117	той же	2	2
118	а как	1	2
119	из своих	1	2
120	в изложении	2	2
121	и он	1	2
122	еще не	9	2
123	он был	3	2
124	ведь ты	1	2
125	на основе	1	2
126	отличие от	1	2
127	как говорит	1	2
128	смерти на	1	2
129	себе не	1	2
130	однако как	1	2
131	на то	3	2
132	жизнью и	1	2
133	он не	8	2
134	что она	5	2
135	таким образом	7	2
136	а затем	2	2
137	них не	1	2
138	на этой	2	2
139	е к	1	2
140	это было	1	2
141	обоих случаях	1	2
142	по себе	1	2
143	он же	1	2
144	соответствии с	1	2
145	он и	3	2
146	в этих	11	2
147	в своей	1	2
148	в котором	5	2
149	в отличие	1	2
150	но эта	1	2
151	даже в	1	2
152	как смерть	1	2
153	в таких	2	2
154	она не	5	2
155	в обоих	1	2
156	в то	1	2
157	дело не	4	2
158	на котором	2	2
159	на него	5	2
160	появляется в	1	2
161	так например	1	2
162	особого рода	1	2
163	мы узнаем	1	2
164	роль в	3	2
165	с ее	2	2
166	это только	2	2
167	нас к	1	2
168	с ним	1	2
169	что в	12	2
170	о своей	2	2
171	его в	10	2
172	и во	1	2
173	в его	6	2
174	не знаю	1	2
175	того что	3	2
176	один из	8	2
177	для всех	1	2
178	свидетельствует о	1	2
179	а то	2	2
180	ни с	1	2
181	одно из	2	2
182	и их	2	2
183	в одном	5	2
184	вовсе не	1	2
185	представляют собой	3	2
186	здесь в	2	2
187	вслед за	1	2
188	превращается в	2	2
189	и стал	1	2
190	одну из	1	2
191	о чем	1	2
192	должна была	1	2
193	вместе с	7	2
194	так же	13	2
195	к своему	1	2
196	этих случаях	10	2
197	по существу	2	2
198	в состоянии	3	2
199	и для	2	2
200	еще одна	1	2
201	этого рода	1	2
202	при таком	1	2
203	тот кто	2	2
204	в двух	1	2
205	еще более	1	2
206	и мне	1	2
207	сказать что	2	2
208	другой стороны	2	2
209	т е	29	2
210	также может	1	2
211	к этому	1	2
212	на лице	1	2
213	в таком	1	2
214	и наиболее	1	1
215	ко всем	1	1
216	и т	19	1
217	и понимает	1	1
218	самом деле	2	1
219	сначала не	1	1
220	но автор	1	1
221	говорилось выше	1	1
222	ранее чем	1	1
223	по его	1	1
224	мы уже	6	1
225	их и	1	1
226	полагает что	1	1
227	есть не	1	1
228	со всех	4	1
229	сущности это	1	1
230	не слишком	1	1
231	это всегда	1	1
232	что иное	2	1
233	не вполне	1	1
234	я не	2	1
235	они были	2	1
236	уже получил	1	1
237	всех сторон	4	1
238	как один	1	1
239	иное как	2	1
240	на своих	1	1
241	очень близки	1	1
242	тем как	1	1
243	там и	1	1
244	о смерти	1	1
245	не все	2	1
246	тут же	2	1
247	он взял	2	1
248	этой стороны	1	1
249	однако не	1	1
250	тех случаях	1	1
251	третий раз	2	1
252	когда он	3	1
253	и наконец	5	1
254	и тот	1	1
255	его к	1	1
256	следующим образом	1	1
257	есть на	2	1
258	со своей	1	1
259	в которой	2	1
260	разве я	1	1
261	интересно что	2	1
262	привести к	3	1
