N	2gram	Bakhtin_Pr_1	VLabPisa
1	таким образом	11	27
2	в этом	25	26
3	и в	23	25
4	не только	13	22
5	творческого процесса	3	22
6	может быть	21	21
7	хотя бы	2	20
8	и не	34	19
9	художественного творчества	2	18
10	не может	11	17
11	творческий процесс	1	15
12	в его	24	15
13	в процессе	4	14
14	в письме	1	14
15	этом отношении	5	13
16	в том	11	13
17	прежде всего	7	13
18	в частности	1	12
19	все это	7	12
20	вот что	2	11
21	с другой	2	11
22	из них	2	11
23	в художественном	2	10
24	в качестве	1	10
25	не могут	6	10
26	о том	2	10
27	письме к	1	10
28	то же	10	9
29	что в	8	9
30	об этом	1	9
31	по этому	2	9
32	для него	15	9
33	но и	11	9
34	к этому	2	9
35	в своем	8	8
36	ни один	2	8
37	все эти	8	8
38	не следует	1	8
39	другой стороны	2	8
40	могут быть	1	8
41	в году	1	7
42	во всех	5	7
43	по отношению	11	7
44	из этих	2	7
45	было бы	6	7
46	как и	8	7
47	том что	9	7
48	произведения в	1	7
49	творчества в	1	7
50	произведения и	1	7
51	говорит о	1	7
52	не было	3	7
53	а не	20	7
54	вместе с	2	7
55	же в	2	7
56	отношению к	11	7
57	это и	9	6
58	в зависимости	3	6
59	в себе	5	6
60	в нем	20	6
61	это не	10	6
62	их в	2	6
63	и его	13	6
64	в то	10	6
65	художественное творчество	1	6
66	так и	10	6
67	между тем	5	6
68	бы и	4	6
69	у него	6	6
70	в основном	2	6
71	то что	18	6
72	одним из	8	5
73	и есть	5	5
74	в их	3	5
75	зависимости от	3	5
76	все же	5	5
77	в пределах	9	5
78	в плане	5	5
79	и при	1	5
80	не в	6	5
81	тому что	2	5
82	же время	7	5
83	приводит к	3	5
84	один из	2	5
85	для художника	1	5
86	он говорит	2	5
87	как бы	28	5
88	в результате	4	5
89	сказать что	5	5
90	только в	8	5
91	в искусстве	2	5
92	художественном произведении	1	4
93	их и	1	4
94	с его	6	4
95	замысла и	1	4
96	в этой	4	4
97	чем же	1	4
98	вот как	1	4
99	перед нами	4	4
100	в самом	8	4
101	в целом	4	4
102	что все	3	4
103	них не	1	4
104	художественный образ	1	4
105	в них	3	4
106	в философии	1	4
107	даже в	2	4
108	одна из	2	4
109	никогда не	5	4
110	вот почему	1	4
111	к тому	1	4
112	для его	3	4
113	должен быть	1	4
114	в ее	1	4
115	это только	1	4
116	можно сказать	2	4
117	что он	10	4
118	в единстве	7	4
119	в одном	9	4
120	как раз	4	4
121	в романе	11	4
122	равно как	1	4
123	в своей	11	4
124	например в	3	3
125	в котором	2	3
126	из его	3	3
127	его не	1	3
128	и он	1	3
129	в которых	2	3
130	но как	3	3
131	явлений и	1	3
132	нет и	1	3
133	что они	1	3
134	с этим	1	3
135	своем творчестве	1	3
136	и как	8	3
137	и к	4	3
138	и художественного	1	3
139	в противоположность	3	3
140	что без	1	3
141	всех этих	3	3
142	и по	2	3
143	в работе	1	3
144	его в	4	3
145	далеко не	1	3
146	что не	1	3
147	точки зрения	21	3
148	что говорит	1	3
149	одном из	2	3
150	у тургенева	1	3
151	со своим	3	3
152	плана и	1	3
153	не столь	1	3
154	своего творчества	1	3
155	у нас	1	3
156	и отдельных	1	3
157	она не	5	3
158	никак не	2	3
159	утверждает что	1	3
160	в значительной	1	3
161	что и	5	3
162	вслед за	1	3
163	того что	2	3
164	этот вопрос	2	3
165	является не	3	3
166	и их	2	3
167	в конце	5	3
168	этой проблемы	1	3
169	именно в	6	3
170	в творчестве	5	3
171	него в	2	3
172	так же	6	3
173	по поводу	1	3
174	по существу	4	3
175	толстого в	1	3
176	писал в	1	3
177	и от	1	3
178	бы в	3	3
179	действительной жизни	1	3
180	только что	1	3
181	жизни и	6	3
182	как на	2	3
183	ее в	1	3
184	смысле слова	1	2
185	также что	1	2
186	он может	3	2
187	видеть в	1	2
188	уже по	1	2
189	а как	6	2
190	же как	1	2
191	часто не	1	2
192	в которой	4	2
193	говорить о	2	2
194	но даже	1	2
195	то это	1	2
196	разобраться в	2	2
197	подчеркнуть что	1	2
198	в ней	1	2
199	еще не	5	2
200	например у	1	2
201	в чем	1	2
202	но не	8	2
203	и достоевский	3	2
204	черновых материалов	1	2
205	хотя и	1	2
206	но в	4	2
207	идей в	1	2
208	не приходится	1	2
209	он в	2	2
210	ни одна	1	2
211	ее как	2	2
212	как он	2	2
213	этот процесс	1	2
214	что она	2	2
215	он не	4	2
216	том чтобы	1	2
217	в творческом	1	2
218	подобно тому	3	2
219	что ни	1	2
220	человека в	5	2
221	я бы	1	2
222	в каждом	8	2
223	или наконец	1	2
224	заключается в	2	2
225	с другими	7	2
226	в жизни	6	2
227	достоевского и	12	2
228	он и	5	2
229	между собою	1	2
