N	3gram	Voloshinov_1	VerxiiNi
1	вместе с тем	2	8
2	с точки зрения	5	6
3	более или менее	1	5
4	до сих пор	1	5
5	по крайней мере	1	5
6	для того чтобы	7	5
7	о том что	2	4
8	но все же	2	4
9	с течением времени	1	3
10	в конце концов	3	3
11	в связи с	2	3
12	тем не менее	1	3
13	в том что	1	3
14	с тем и	2	2
15	то же самое	4	2
16	в этом отношении	2	2
17	и для того	2	2
18	заключает в себе	4	2
19	то или иное	4	2
20	по сравнению с	1	2
21	так и от	1	2
22	но вместе с	1	2
23	между этими двумя	1	2
24	то же время	7	2
25	с самого начала	4	2
26	той или иной	3	2
27	можно сказать что	2	2
28	в то же	9	2
29	и в этом	1	2
30	это связано с	1	1
31	в так называемой	2	1
32	и того же	1	1
33	самого начала было	1	1
34	и все же	1	1
35	не может не	1	1
36	на бранном поле	2	1
37	одном и том	1	1
38	а с тем	2	1
39	иметь в виду	1	1
40	связанные с религиозными	1	1
41	чуть ли не	2	1
42	в самом деле	1	1
43	одного и того	1	1
44	не совсем так	1	1
45	можно говорить лишь	1	1
46	и перейти к	1	1
47	в котором они	1	1
48	и в то	2	1
49	и т.д то	1	1
50	в одном и	1	1
51	конечно не к	1	1
52	вследствие того что	1	1
53	при этом не	1	1
54	другими словами в	1	1
55	подойти к рассмотрению	1	1
56	был похож на	1	1
57	в нашем смысле	1	1
58	и т.д в	1	1
59	но в то	2	1
60	в себе две	1	1
61	тот факт что	1	1
62	смысле этого слова	2	1
63	и том же	1	1
64	и не могут	1	1
65	но при этом	2	1
66	надо думать что	1	1
67	с нашей точки	1	1
68	один из этих	1	1
69	с другой стороны	1	1
70	как бы в	3	1
71	все это нам	1	1
72	мы видели что	2	1
73	смысле слова здесь	1	1
74	к тому вопросу	1	1
75	здесь таким образом	1	1
76	не может быть	2	1
77	к чему не	2	1
78	в свою очередь	4	1
79	же самое происходит	1	1
80	ни к чему	2	1
81	и никогда не	1	1
82	не только не	1	1
83	т.е как бы	1	1
84	нашей точки зрения	1	1
85	мы имеем в	1	1
86	того что оно	2	1
87	мы видим что	2	1
88	может показаться что	2	1
89	только тогда когда	1	1
90	не был похож	1	1
91	именно потому что	1	1
92	что оно является	1	1
