N	2gram	Losev_Prob_4	Problema
1	то есть	27	46
2	в его	3	43
3	и не	28	42
4	и в	20	38
5	познания и	1	30
6	не может	5	27
7	может быть	9	26
8	как бы	4	22
9	в художественном	4	20
10	отнюдь не	10	19
11	и с	7	17
12	к содержанию	1	17
13	и его	10	16
14	в этом	9	15
15	в нем	5	15
16	и т	4	14
17	только в	23	13
18	т п	1	13
19	прежде всего	11	13
20	независимо от	3	13
21	но не	5	12
22	за пределы	2	12
23	в единстве	1	12
24	в искусстве	1	12
25	художественного произведения	1	11
26	во всех	4	11
27	в области	3	11
28	ни в	17	11
29	и для	4	11
30	отношение к	1	10
31	таким образом	8	10
32	в их	1	10
33	к нему	3	10
34	не только	24	9
35	не имеет	4	9
36	его в	2	9
37	но и	14	9
38	и как	3	8
39	было бы	14	8
40	точки зрения	14	8
41	для нее	1	8
42	в том	20	8
43	и др	1	8
44	художественное произведение	1	8
45	то что	15	8
46	еще не	7	7
47	в самом	2	7
48	вообще не	3	7
49	как и	6	7
50	не в	13	7
51	как мы	3	7
52	с другой	7	7
53	но отнюдь	1	7
54	совершенно не	3	7
55	в своей	4	7
56	что в	3	7
57	самом деле	3	6
58	на основе	1	6
59	и наконец	4	6
60	в пределах	2	6
61	не к	2	6
62	не всегда	1	6
63	с точки	11	6
64	не есть	12	6
65	можно только	2	6
66	ничего не	1	6
67	дело с	2	6
68	есть чисто	1	6
69	мы можем	3	6
70	человеческой культуры	1	6
71	все же	2	6
72	а в	4	6
73	тем как	1	5
74	в своем	3	5
75	все эти	16	5
76	при этом	6	5
77	то же	7	5
78	это не	7	5
79	в них	5	5
80	рядом с	1	5
81	далеко не	2	5
82	содержанию в	1	5
83	так и	10	5
84	для познания	2	5
85	в основе	1	5
86	и о	5	5
87	никогда не	1	5
88	не нужно	1	5
89	с ним	4	5
90	и прежде	2	5
91	конечно не	3	5
92	большинстве случаев	1	5
93	не на	1	5
94	а не	7	5
95	его чисто	1	5
96	могут быть	1	5
97	должно быть	1	5
98	все они	3	5
99	мы здесь	2	4
100	на самом	5	4
101	в виду	6	4
102	в ней	7	4
103	относится к	2	4
104	как в	5	4
105	но в	8	4
106	в нашем	12	4
107	в себе	12	4
108	перестает быть	2	4
109	в данном	6	4
110	не менее	10	4
111	но они	2	4
112	тем самым	4	4
113	в то	4	4
114	здесь не	7	4
115	в ее	5	4
116	данном случае	5	4
117	можно было	4	4
118	о том	5	4
119	с ними	2	4
120	в других	2	4
121	и только	4	4
122	что не	4	4
123	в романе	1	4
124	только по	1	4
125	и потому	7	4
126	искусства но	1	4
127	себя самого	1	4
128	хотя бы	7	4
129	между ними	1	4
130	сказать что	7	4
131	другой стороны	6	4
132	также и	13	3
133	едва ли	10	3
134	действительности и	5	3
135	говорить о	2	3
136	на них	1	3
137	бы то	1	3
138	сказать и	1	3
139	мы будем	1	3
140	нет и	2	3
141	значение имеет	1	3
142	кроме того	4	3
143	и к	3	3
144	и художественного	1	3
145	отдельных произведений	1	3
146	не будем	2	3
147	в целом	1	3
148	он не	2	3
149	музыкального произведения	1	3
150	то ни	1	3
151	с другими	3	3
152	и тем	7	3
153	несмотря на	4	3
154	том что	12	3
155	тем не	10	3
156	имеем дело	3	3
157	или как	1	3
158	слова но	3	3
159	и это	2	3
160	хотя и	5	3
161	и от	6	3
162	начало и	1	3
163	ясно что	7	3
164	мы в	1	3
165	если бы	8	3
166	но здесь	1	3
167	искусства и	1	3
168	к действительности	1	3
169	основе своей	1	3
170	природы и	1	3
171	и содержания	1	3
172	содержания но	1	3
173	этом смысле	3	3
174	одной из	4	3
175	с одной	1	3
176	со всеми	2	3
177	в известной	1	3
178	входят в	1	3
179	с действительностью	1	3
180	и даже	9	3
181	одной стороны	1	3
182	нуждаться в	1	3
183	его как	1	3
184	на фоне	1	3
185	и на	3	3
186	здесь совершенно	1	3
187	да и	5	3
188	слова и	1	3
189	но это	6	3
190	все это	9	3
191	не является	10	3
192	за его	1	3
193	и все	8	3
194	ни было	2	3
195	не знает	1	3
196	в таком	6	3
197	смысле слова	15	2
198	можно говорить	1	2
199	ряд как	1	2
200	в рассмотрение	1	2
201	в эстетике	1	2
202	для науки	1	2
203	и есть	4	2
204	в котором	2	2
205	есть не	6	2
206	можно и	1	2
207	мы имеем	6	2
208	единство и	1	2
209	но она	3	2
210	не вполне	2	2
211	области познания	1	2
212	и он	2	2
213	столь же	2	2
214	в чем	2	2
215	с его	2	2
216	коем случае	3	2
217	но как	3	2
218	а только	6	2
219	их пределы	1	2
220	художественных произведений	1	2
221	не все	1	2
222	ивана карамазова	1	2
223	в истории	3	2
224	как к	1	2
225	я должен	1	2
226	и напряжения	1	2
227	и у	1	2
228	что это	2	2
229	бы не	1	2
230	за их	1	2
231	ни одна	2	2
232	и те	1	2
233	на то	1	2
234	андрея болконского	1	2
235	а к	1	2
236	в корне	2	2
237	человека в	3	2
238	в каждом	1	2
239	здесь мы	3	2
240	к мрамору	1	2
241	искусства в	1	2
242	действительности в	1	2
243	эти моменты	1	2
244	о которых	2	2
245	как таковой	1	2
246	и конец	1	2
247	на первый	1	2
248	и при	1	2
249	не его	1	2
250	и более	3	2
251	войти в	1	2
252	не могли	2	2
253	том же	1	2
254	и вообще	6	2
255	и вся	1	2
256	раз и	1	2
257	этой области	1	2
258	что эта	1	2
259	дело в	2	2
260	и духовного	1	2
261	и отдельных	1	2
262	того чтобы	2	2
263	чем не	1	2
264	в коем	3	2
265	действительности но	1	2
266	в самой	4	2
267	и весь	3	2
268	все стороны	1	2
269	во всем	2	2
270	связи с	3	2
271	у нас	14	2
272	не могут	1	2
273	есть только	2	2
274	отличается от	4	2
275	же самое	6	2
276	анализа и	1	2
277	что оно	1	2
278	для того	3	2
279	что все	1	2
280	отношения и	1	2
281	только при	6	2
282	особенно в	1	2
283	здесь нет	3	2
284	том как	2	2
285	поэтому в	1	2
286	и здесь	1	2
287	в другом	3	2
288	другими словами	3	2
289	и что	2	2
290	в значительной	2	2
291	и чистой	1	2
292	и во	4	2
293	выше в	1	2
294	нем и	1	2
295	в каких	1	2
296	того что	1	2
297	предмета и	1	2
298	только единство	1	2
299	нуждается в	1	2
300	что он	8	2
301	в какой	4	2
302	и ее	4	2
303	себя в	2	2
304	не обходится	3	2
305	в нашей	1	2
306	в виде	22	2
307	в начале	3	2
308	не дает	1	2
309	ни с	4	2
310	что и	3	2
311	вовсе не	21	2
312	и искусства	1	2
313	случае не	5	2
314	тем что	3	2
315	без всякой	2	2
316	чем в	1	2
317	или иной	13	2
318	связаны с	1	2
319	здесь в	5	2
320	познания но	1	2
321	следовательно не	1	2
322	не было	3	2
323	в россии	1	2
324	но можно	1	2
325	в связи	3	2
326	в частности	2	2
327	как это	3	2
328	из которых	3	2
329	к своему	2	2
330	тенденцию к	1	2
331	какой мере	4	2
332	других областях	1	2
333	можно сказать	5	2
334	того или	3	2
335	до степени	1	2
336	или в	5	2
337	о котором	1	2
338	той или	14	2
339	мы должны	3	2
340	ни к	2	2
341	но зато	1	2
342	в этих	5	2
343	в свою	1	2
344	была бы	2	2
345	к его	3	2
346	или иного	3	2
347	и другие	1	2
348	в своих	1	2
349	по поводу	1	2
350	бы все	1	1
351	и методы	1	1
352	для построения	1	1
353	человека и	1	1
354	это и	4	1
355	мере в	1	1
356	и закон	2	1
357	от своей	1	1
358	к другому	1	1
359	его же	1	1
360	обойтись без	2	1
361	который в	1	1
362	им самим	1	1
363	от художественного	1	1
364	как единство	1	1
365	ясности и	1	1
366	связан с	1	1
367	обходится без	2	1
368	что уже	1	1
369	вопрос о	1	1
370	науки и	1	1
371	нам в	1	1
372	мы называем	1	1
373	так чтобы	2	1
374	время как	2	1
375	что иное	2	1
376	на себя	1	1
377	с ее	2	1
378	здесь прежде	1	1
379	которое в	2	1
380	так называемые	1	1
381	такое же	1	1
382	в каждой	3	1
383	собою и	1	1
384	и самого	1	1
385	становится в	1	1
386	иное как	2	1
387	время в	1	1
388	до головы	1	1
389	произведения только	2	1
390	и связь	1	1
391	ли кто-нибудь	2	1
392	по своему	6	1
393	а следовательно	1	1
394	можно наметить	1	1
395	и всего	1	1
396	другой более	1	1
397	то он	2	1
398	данной художественной	1	1
399	одном и	1	1
400	с трудом	1	1
401	значение и	1	1
402	для всякой	1	1
403	себе и	3	1
404	только путем	1	1
405	стороны и	2	1
406	им в	1	1
407	и где	2	1
408	понять и	1	1
409	могли бы	1	1
410	было только	1	1
411	имеет в	1	1
412	как таковое	1	1
413	в противоположность	1	1
414	другом случае	2	1
415	то в	2	1
416	от чего	1	1
417	бы и	3	1
418	ни один	1	1
419	то время	2	1
420	которые в	1	1
421	в этой	4	1
422	вносит в	1	1
423	бы только	1	1
424	только один	2	1
425	но ведь	1	1
426	как он	1	1
427	рядов но	1	1
428	если он	2	1
429	в наших	1	1
430	не нужны	1	1
431	и если	5	1
432	что каждая	2	1
433	они слишком	1	1
434	к выводу	1	1
435	из указанных	1	1
436	т д	3	1
437	они в	1	1
438	всех этих	6	1
439	нее и	1	1
440	эта последняя	1	1
441	каждой капле	1	1
442	в принципе	1	1
443	не как	1	1
444	и вот	1	1
445	ряда с	1	1
446	не теряет	2	1
447	работ в	1	1
448	можно даже	2	1
449	есть понятие	1	1
450	его от	1	1
451	всего то	1	1
452	вопросов о	1	1
453	от нее	1	1
454	что является	1	1
455	имеют в	1	1
456	в совершенно	2	1
457	бы быть	2	1
458	себя не	1	1
459	художественный образ	6	1
460	это было	2	1
461	на бумаге	1	1
462	моменты в	1	1
463	с теорией	1	1
464	мы вообще	1	1
465	слово ни	1	1
466	только оно	1	1
467	отражение в	1	1
468	содержание здесь	1	1
469	не чем	2	1
470	понятий в	1	1
471	для них	2	1
472	он является	1	1
473	нет в	2	1
474	все равно	3	1
475	этого не	2	1
476	с тем	4	1
477	и уже	1	1
478	нисколько не	1	1
479	только тем	1	1
480	искусства может	1	1
481	из общего	1	1
482	самодовлеющим художественным	1	1
483	при изучении	1	1
484	по сравнению	1	1
485	что вся	1	1
486	том смысле	2	1
487	себе а	1	1
488	бы мы	1	1
489	действительность в	2	1
490	и соответствующее	1	1
491	является только	2	1
492	может обойтись	2	1
493	совершенно новое	1	1
494	этих моментов	1	1
495	в философском	1	1
496	иным как	2	1
497	даже к	1	1
498	есть именно	2	1
499	они отнюдь	1	1
500	так называемое	1	1
501	менее как	1	1
502	однако в	2	1
503	пределы данной	1	1
504	по себе	11	1
505	тому что	1	1
506	быть лишь	1	1
507	что есть	1	1
508	можно ли	3	1
509	вплоть до	3	1
510	не раз	2	1
511	и какие	1	1
512	как основного	1	1
513	иной раз	1	1
514	но для	1	1
515	как о	3	1
516	если угодно	1	1
517	правда в	3	1
518	здесь на	2	1
519	и творчески	1	1
520	в самых	3	1
521	иметь в	1	1
522	нам и	1	1
523	представления и	1	1
524	следовательно и	1	1
525	того и	1	1
526	метафорой или	1	1
527	и без	6	1
528	под этим	1	1
529	находятся в	2	1
530	этих двух	1	1
531	тоже только	1	1
532	и независимо	2	1
533	и является	3	1
534	ничто не	1	1
535	в сознании	3	1
536	до того	2	1
537	исторического процесса	1	1
538	уже и	3	1
539	так то	1	1
540	однако это	2	1
541	от их	1	1
542	уже о	1	1
543	что можно	1	1
544	данного произведения	1	1
545	случайно и	1	1
546	форме как	1	1
547	мы все	3	1
548	созерцания и	2	1
549	для его	2	1
550	иной области	1	1
551	даже и	13	1
552	ног до	1	1
553	анализа в	1	1
554	приходит к	2	1
555	свою очередь	1	1
556	говоря уже	2	1
557	всего этого	1	1
558	без всякого	4	1
559	если в	1	1
560	каждый раз	5	1
561	действия и	2	1
562	отвлечься от	1	1
563	идет речь	2	1
564	на том	1	1
565	умирает в	1	1
566	поэтической метафорой	1	1
567	мог бы	1	1
568	произведения не	1	1
569	глубоко и	3	1
570	невозможно вообще	1	1
571	в научном	1	1
572	в одном	4	1
573	вещь как	2	1
574	это только	1	1
575	что дело	1	1
576	в которое	1	1
577	основная особенность	2	1
578	что под	1	1
579	в художественный	1	1
580	остановимся на	2	1
581	никакому сомнению	1	1
582	в содержании	1	1
583	выводу что	1	1
