N	3gram	Vinokur_St_3	Myshleni
1	для того чтобы	1	14
2	в том что	11	11
3	с точки зрения	4	9
4	в известном смысле	1	7
5	потому что он	2	5
6	в этом отношении	4	5
7	заключается в том	2	5
8	с самого начала	2	5
9	можно сказать что	1	5
10	то же самое	1	4
11	с этой точки	1	4
12	то время как	4	4
13	этой точки зрения	1	4
14	в то время	4	4
15	о том что	4	4
16	состоит в том	3	3
17	в лучшем случае	1	3
18	до сих пор	2	3
19	можно было бы	1	3
20	с одной стороны	2	3
21	в такой же	1	3
22	в свою очередь	1	3
23	не может быть	5	3
24	на вопрос о	1	3
25	не только не	1	3
26	вопрос о том	1	3
27	потому что в	1	2
28	в самом деле	1	2
29	том что он	1	2
30	а потому что	2	2
31	ответить на вопрос	1	2
32	таким образом в	1	2
33	не знает что	1	2
34	вместе с тем	1	2
35	и в частности	1	2
36	а с другой	2	2
37	то что он	1	2
38	тем или иным	1	2
39	с другой стороны	4	2
40	в свое время	1	2
41	то обстоятельство что	5	2
42	от того что	1	2
43	его отношение к	1	2
44	но все же	2	2
45	до того как	1	2
46	между собой как	1	2
47	я это делаю	1	2
48	как мы видели	1	2
49	и в другом	1	2
50	в том виде	1	1
51	и может быть	1	1
52	не может не	1	1
53	совершенно очевидно что	1	1
54	на которые распадается	1	1
55	в прямом смысле	1	1
56	время как в	1	1
57	мы имеем в	2	1
58	более или менее	1	1
59	на самом деле	1	1
60	в этом смысле	4	1
61	с которым мы	1	1
62	в том же	1	1
63	известном смысле является	1	1
64	принять во внимание	1	1
65	как например в	4	1
66	сам по себе	1	1
67	в его развитии	1	1
68	тесно связана с	2	1
69	является одним из	1	1
70	но в сущности	1	1
71	независимо от того	2	1
72	в собственном смысле	1	1
73	что мы знаем	1	1
74	такова точка зрения	1	1
75	и той же	1	1
76	к жизни и	1	1
77	именно то что	1	1
78	характеризуется тем что	1	1
79	но и это	1	1
80	в применении к	1	1
81	о том в	1	1
82	в этой области	2	1
83	того что он	1	1
84	тот и другой	1	1
85	на то как	1	1
86	это не так	2	1
87	в какой степени	1	1
88	благодаря тому что	1	1
89	все более и	2	1
90	в связи с	3	1
91	ни на что	1	1
92	это в другом	1	1
93	во всяком случае	4	1
94	в этом и	1	1
95	он говорил что	4	1
96	тем не менее	2	1
97	и во всяком	1	1
98	это означало бы	1	1
99	вопрос об особенностях	1	1
100	что он был	2	1
101	что совершается в	1	1
102	том смысле что	1	1
103	в том чтобы	2	1
104	более и более	2	1
105	и не является	1	1
106	из которых один	1	1
107	а не на	1	1
108	что в его	1	1
109	в другом случае	1	1
110	в то же	3	1
111	этого у него	1	1
112	к тому что	2	1
113	в том смысле	2	1
114	одной и той	1	1
115	к вопросу о	1	1
116	там где они	1	1
117	что в этой	2	1
118	той или иной	1	1
