N	3gram	Tiupa_Hudo_1	Psycholo
1	в том что	7	11
2	и в самом	1	10
3	с точки зрения	3	9
4	то же самое	1	8
5	для того чтобы	2	8
6	все то что	1	6
7	заключается в том	1	6
8	с одной стороны	2	5
9	с другой стороны	5	5
10	о том что	1	3
11	мы видим в	1	2
12	только то что	1	2
13	одно и то	3	2
14	на наших глазах	2	2
15	не совпадает с	1	2
16	и то же	3	2
17	в то время	1	2
18	в свою очередь	2	2
19	больше и больше	1	2
20	к тому что	2	2
21	и в сущности	1	1
22	том что она	1	1
23	что автор должен	1	1
24	таким образом что	1	1
25	это было бы	1	1
26	более или менее	5	1
27	имеем в виду	3	1
28	в том и	2	1
29	она могла бы	1	1
30	того или иного	3	1
31	с собою в	1	1
32	что он не	1	1
33	в отличие от	7	1
34	в том случае	1	1
35	заключает в себе	1	1
36	в основе своей	1	1
37	может быть и	2	1
38	с этой точки	1	1
39	что одна из	1	1
40	не могли бы	1	1
41	том случае если	1	1
42	в одном и	1	1
43	если бы рассказ	1	1
44	который может быть	1	1
45	не в самом	2	1
46	состоит в том	5	1
47	как один из	1	1
48	автора и читателя	1	1
49	в евгении онегине	1	1
50	а с другой	2	1
51	дело не в	1	1
52	и не могла	1	1
53	может быть названо	2	1
54	заключать в себе	1	1
55	мере в какой	1	1
56	этой точки зрения	1	1
57	а в том	1	1
58	в русском языке	1	1
59	жизни а не	1	1
60	можно сказать что	3	1
61	каждой из них	1	1
62	о мире и	1	1
63	как бы в	1	1
64	таким образом и	1	1
65	ведет нас к	1	1
66	не может быть	3	1
67	если бы для	1	1
68	или менее определенным	1	1
69	подобно тому как	1	1
70	к тому же	1	1
71	оно состоит в	1	1
72	как раз в	1	1
