N	2gram	Bakhtin_sl_1	Istorich
1	и т	28	27
2	и в	41	26
3	т д	5	24
4	так же	2	18
5	не только	16	15
6	может быть	14	14
7	же как	2	13
8	но и	16	12
9	связь с	2	12
10	так и	11	10
11	таким образом	9	10
12	и его	14	10
13	все же	7	9
14	его в	3	9
15	что и	1	9
16	так как	3	9
17	и не	16	9
18	то же	14	8
19	а в	6	8
20	мы имеем	1	7
21	в этом	12	7
22	он не	3	7
23	как и	4	7
24	в этих	2	7
25	как в	8	7
26	в качестве	3	7
27	и то	2	6
28	еще не	4	6
29	что они	2	6
30	мы видели	1	6
31	таким же	1	6
32	могут быть	19	6
33	к нему	5	6
34	мы видим	2	6
35	потому что	2	6
36	а не	15	6
37	не может	14	6
38	вместе с	1	6
39	мы уже	2	5
40	но не	2	5
41	но в	8	5
42	уже не	2	5
43	и только	1	5
44	и по	2	5
45	в другом	2	5
46	и с	4	5
47	это не	6	5
48	не в	7	5
49	ничего не	4	5
50	и у	2	5
51	как мы	8	5
52	и здесь	3	5
53	и что	1	5
54	в его	13	5
55	с ними	3	5
56	в одном	2	5
57	у него	3	5
58	до сих	2	5
59	и др	14	5
60	сих пор	2	5
61	к этому	2	5
62	в которых	1	4
63	не просто	1	4
64	его на	1	4
65	в этот	1	4
66	он в	5	4
67	но он	2	4
68	в своей	7	4
69	живая и	1	4
70	даже в	2	4
71	же он	1	4
72	здесь не	2	4
73	так в	2	4
74	о том	3	4
75	и даже	6	4
76	вовсе не	7	4
77	с другой	5	4
78	а на	2	4
79	все что	1	4
80	другой стороны	4	4
81	например в	2	3
82	из этих	3	3
83	к своей	2	3
84	в одной	1	3
85	перед нами	4	3
86	его к	1	3
87	все эти	9	3
88	на то	1	3
89	и если	1	3
90	на его	8	3
91	что она	1	3
92	связанные с	3	3
93	при этом	6	3
94	он должен	1	3
95	а затем	1	3
96	те же	2	3
97	том что	2	3
98	от своего	1	3
99	и более	1	3
100	на котором	1	3
101	во всем	1	3
102	связи с	2	3
103	есть только	1	3
104	иногда даже	1	3
105	и он	1	3
106	она не	3	3
107	данном случае	3	3
108	а также	2	3
109	в другой	2	3
110	в том	3	3
111	только в	6	3
112	или же	1	3
113	переходит в	3	3
114	и других	3	3
115	не на	5	3
116	о чем	1	3
117	там где	4	3
118	что мы	1	3
119	входить в	1	3
120	к своему	6	3
121	в данном	3	3
122	как бы	12	3
123	по существу	3	3
124	этом случае	2	3
125	или в	8	3
126	для нас	2	3
127	но это	1	3
128	же в	1	3
129	между ними	2	3
130	на смену	1	3
131	и другие	1	3
132	он может	2	2
133	и есть	1	2
134	а как	2	2
135	эта форма	3	2
136	связана с	2	2
137	в некотором	1	2
138	собой в	1	2
139	тех же	1	2
140	к ним	1	2
141	отношение к	7	2
142	иногда и	1	2
143	в этой	1	2
144	в истории	3	2
145	с этим	3	2
146	в своем	3	2
147	хотя и	2	2
148	конечно не	3	2
149	сливается с	2	2
150	в целом	2	2
151	и тот	1	2
152	в себе	3	2
153	другом случае	2	2
154	имеем в	1	2
155	в нем	30	2
156	задний план	1	2
157	от которого	1	2
158	не к	1	2
159	на этом	2	2
160	связанных с	4	2
161	лишь в	4	2
162	хотя бы	3	2
163	было бы	3	2
164	в свой	1	2
165	из них	3	2
166	и тем	2	2
167	ни одной	1	2
168	этого не	1	2
169	и их	1	2
170	бы мы	1	2
171	тем не	1	2
172	все это	5	2
173	однако в	1	2
174	не менее	1	2
175	дело не	2	2
176	здесь на	1	2
177	не могло	3	2
178	одна из	2	2
179	показывает как	1	2
180	по своей	1	2
181	от того	1	2
182	у нас	2	2
183	к отдельным	1	2
184	не могут	3	2
185	во все	1	2
186	его с	1	2
187	не есть	2	2
188	формы и	3	2
189	и этим	3	2
190	на том	2	2
191	никогда не	3	2
192	иногда в	2	2
193	и на	14	2
194	если бы	1	2
195	мы читаем	1	2
196	или на	1	2
197	от них	1	2
198	и во	3	2
199	в форме	1	2
200	видим что	1	2
201	того что	3	2
202	себя в	9	2
203	так что	2	2
204	и они	1	2
205	в виде	2	2
206	есть в	1	2
207	не дает	1	2
208	его и	3	2
209	вводится в	2	2
210	ни в	1	2
211	в языке	5	2
212	у нее	1	2
213	с этими	2	2
214	только с	1	2
215	в других	3	2
216	в особенности	8	2
217	на этот	1	2
218	его как	2	2
219	только теперь	1	2
220	с помощью	1	2
221	в частности	2	2
222	этого слова	1	2
223	такого рода	2	2
224	и там	3	2
225	с этой	3	2
226	есть и	1	2
227	между прочим	1	2
228	на задний	1	2
229	от него	1	2
230	и все	4	2
231	на языке	1	2
232	сказать что	2	2
233	на это	1	2
234	играют в	1	1
235	силы и	1	1
236	своей основной	1	1
237	было никакого	1	1
238	чего не	1	1
239	к другому	1	1
240	его же	3	1
241	из его	1	1
242	не имеют	1	1
243	из подчиненных	3	1
244	в зависимости	3	1
245	века в	2	1
246	одно лицо	1	1
247	входящих в	1	1
248	той же	2	1
249	тридевять земель	1	1
250	есть не	1	1
251	и рассматривается	1	1
252	мы не	2	1
253	при анализе	1	1
254	что между	1	1
255	приводят к	1	1
256	время как	2	1
257	но она	1	1
258	они были	2	1
259	но даже	1	1
260	зависимости от	3	1
261	предстает как	1	1
262	в ней	4	1
263	меньшей степени	4	1
264	не от	1	1
265	он был	1	1
266	что по	1	1
267	в широком	2	1
268	в различных	1	1
269	во всех	17	1
270	некоторые другие	1	1
271	его так	1	1
272	от его	3	1
273	но как	1	1
274	не все	1	1
275	в эти	1	1
276	слова на	1	1
277	или иное	1	1
278	как к	2	1
279	что как	1	1
280	целый ряд	1	1
281	и наконец	4	1
282	может послужить	1	1
283	и к	5	1
284	на своем	5	1
285	мир и	1	1
286	него до	1	1
287	еще на	1	1
288	та же	1	1
289	у каждого	2	1
290	он наконец	1	1
291	то и	1	1
292	нами в	2	1
293	и те	2	1
294	почти всегда	3	1
295	не могла	2	1
296	очень велико	1	1
297	жизнью и	1	1
298	на свой	1	1
299	вообще не	3	1
300	к миру	1	1
301	выражается в	1	1
302	одному из	2	1
303	за тридевять	1	1
304	всех этих	4	1
305	в узком	10	1
306	не как	4	1
307	мир как	1	1
308	широком смысле	2	1
309	предмет и	1	1
310	их служить	1	1
311	из него	2	1
312	людей и	1	1
313	в нее	1	1
314	эта же	1	1
315	одно и	2	1
316	бы они	1	1
317	совпадают с	1	1
318	где нет	2	1
319	и может	3	1
320	них не	1	1
321	а его	1	1
322	на ту	2	1
323	на все	2	1
324	и которые	1	1
325	может стать	1	1
326	этой силы	1	1
327	форму и	1	1
328	смерть и	1	1
329	но уже	1	1
330	в них	6	1
331	о которых	1	1
332	и уже	1	1
333	перестает быть	2	1
334	как целое	1	1
335	мы до	1	1
336	как таковой	1	1
337	и становится	1	1
338	точки зрения	16	1
339	часто в	1	1
340	в котором	2	1
341	наиболее полное	1	1
342	воды не	1	1
343	было очень	1	1
344	момент в	1	1
345	свет на	1	1
346	друг другу	2	1
347	не его	2	1
348	и эти	2	1
349	именно к	1	1
350	не должно	3	1
351	условия и	1	1
352	сам он	1	1
353	тому что	2	1
354	это его	1	1
355	мир он	1	1
356	в то	14	1
357	которого он	1	1
358	виду не	1	1
359	преимущественно в	4	1
360	находятся в	1	1
361	совершенно иным	1	1
362	явление в	2	1
363	можно сказать	2	1
364	ее с	1	1
365	его он	1	1
366	со своим	5	1
367	мы и	2	1
368	в основе	5	1
369	или иных	1	1
370	ему не	2	1
371	одним из	4	1
372	очень часто	1	1
373	других случаях	2	1
374	на границе	1	1
375	и заставляет	2	1
376	его за	1	1
377	с полной	1	1
378	к тому	3	1
379	для его	1	1
380	заставляет их	1	1
381	на предмет	4	1
382	правда не	2	1
383	и это	1	1
384	творчества а	1	1
385	с ее	4	1
386	то время	2	1
387	в пределах	14	1
388	приводит к	1	1
389	роль в	2	1
390	поэтому мы	1	1
391	вещи и	1	1
392	особенно в	1	1
393	это только	1	1
394	наше внимание	1	1
395	могла быть	1	1
396	жизнь и	1	1
397	является в	1	1
398	между собой	2	1
399	для этого	1	1
400	с ним	7	1
401	смысле и	1	1
402	иного порядка	1	1
403	но здесь	3	1
404	все его	4	1
405	в виду	1	1
406	там в	1	1
407	входит и	1	1
408	о нем	4	1
409	одного из	2	1
410	вторжения в	1	1
411	и специфические	1	1
412	нас в	2	1
413	эту форму	1	1
414	а через	1	1
415	бы в	1	1
416	тем более	1	1
417	и следовательно	7	1
418	в него	3	1
419	предмета и	2	1
420	быть и	4	1
421	один из	4	1
422	но с	1	1
423	части его	1	1
424	человека в	1	1
425	тот же	1	1
426	одной из	3	1
427	могло быть	1	1
428	и так	1	1
429	а только	1	1
430	одни и	1	1
431	чаще всего	1	1
432	из которого	1	1
433	связью с	1	1
434	в большинстве	10	1
435	только на	2	1
436	вернуться к	1	1
437	в начале	1	1
438	большинстве случаев	6	1
439	социальной жизни	1	1
440	был бы	2	1
441	он весь	2	1
442	здесь перед	1	1
443	среди которых	1	1
444	друг друга	3	1
445	в ряде	1	1
446	речь и	3	1
447	как раз	2	1
448	не из	2	1
449	к той	1	1
450	и делать	1	1
451	в очень	1	1
452	которые как	1	1
453	со стороны	1	1
454	как у	1	1
455	или иначе	1	1
456	этом как	1	1
457	именно в	3	1
458	по своим	6	1
459	эти две	1	1
460	уходит в	1	1
461	их от	1	1
462	он часто	1	1
463	в меньшей	1	1
464	а с	2	1
465	какая бы	1	1
466	если мы	2	1
467	что не	1	1
468	его из	1	1
469	прежде всего	8	1
470	только по	1	1
471	не было	3	1
472	которые не	1	1
473	ничем не	1	1
474	с которым	2	1
475	его по	1	1
476	долгое время	1	1
477	хотя он	1	1
478	когда она	1	1
479	он и	1	1
480	вступает в	1	1
481	распространена и	1	1
482	на который	1	1
483	и она	1	1
484	до этого	1	1
485	от предмета	1	1
486	в иных	1	1
487	этом превращается	1	1
488	этого момента	1	1
489	какого-нибудь одного	1	1
490	на эту	1	1
491	быть как	1	1
492	быть только	2	1
493	него есть	1	1
494	в это	1	1
495	в различные	2	1
496	на пути	1	1
497	в основном	3	1
498	образом на	1	1
499	здесь в	4	1
500	на одной	1	1
501	в более	1	1
502	и вместо	1	1
503	которых он	1	1
504	свою связь	1	1
505	этому миру	1	1
506	сколько бы	1	1
507	за свое	1	1
508	он по	1	1
509	узком смысле	10	1
510	в результате	3	1
511	которая в	1	1
512	жизни и	1	1
513	у них	2	1
514	еще более	5	1
515	его тем	1	1
516	действительно не	2	1
517	в большей	3	1
518	быть привлечены	1	1
519	но если	1	1
520	нем самом	1	1
521	персонажа и	1	1
522	через которую	1	1
523	не знает	1	1
524	только как	1	1
525	поэтического творчества	1	1
526	одновременно и	2	1
527	службе у	2	1
528	пути к	1	1
529	но эти	3	1
530	героя как	1	1
531	который не	1	1
532	им и	1	1
533	как на	1	1
534	они не	1	1
