N	2gram	Vinokur_St_3	KulturaY
1	и т	8	39
2	потому что	5	25
3	т п	6	24
4	и в	25	23
5	т е	8	22
6	не только	12	20
7	в том	20	19
8	в этом	24	18
9	и не	10	16
10	было бы	7	15
11	так как	3	15
12	может быть	19	15
13	т д	2	14
14	точки зрения	7	14
15	все эти	3	12
16	если бы	4	12
17	у нас	4	12
18	в самом	2	12
19	но в	5	11
20	том что	15	11
21	того чтобы	1	11
22	в области	6	11
23	по себе	1	10
24	в русском	2	10
25	в языке	8	10
26	а не	5	10
27	что в	19	10
28	самом деле	2	9
29	вопрос о	1	9
30	в сущности	2	9
31	хотя бы	1	9
32	то что	12	9
33	можно было	1	9
34	вовсе не	2	9
35	для того	2	9
36	не может	7	9
37	с точки	4	8
38	не в	6	8
39	и что	3	8
40	в качестве	4	8
41	уже не	3	8
42	прежде всего	10	8
43	с другой	5	8
44	и пр	13	8
45	что это	16	7
46	все же	4	7
47	то обстоятельство	5	7
48	и с	4	7
49	не менее	2	7
50	обстоятельство что	5	7
51	но и	9	7
52	с помощью	1	7
53	другой стороны	5	7
54	то же	5	6
55	и на	6	6
56	но не	2	6
57	в этой	14	6
58	это не	7	6
59	тем не	2	6
60	по крайней	4	6
61	ту же	1	6
62	между тем	6	6
63	крайней мере	4	6
64	слова в	1	6
65	что не	2	6
66	что мы	3	6
67	в речи	4	6
68	и то	1	5
69	также и	1	5
70	мы имеем	5	5
71	еще не	2	5
72	целый ряд	1	5
73	должна быть	1	5
74	по существу	1	5
75	что все	3	5
76	об этом	5	5
77	лишь в	4	5
78	и тем	4	5
79	несмотря на	3	5
80	и здесь	3	5
81	ясно что	1	5
82	приводит к	1	5
83	в его	12	5
84	один из	2	5
85	что он	19	5
86	только в	6	5
87	должен быть	2	5
88	всяком случае	4	5
89	там где	1	5
90	вместе с	2	5
91	что же	1	5
92	этого слова	2	5
93	все это	8	5
94	этом смысле	4	5
95	таким образом	10	5
96	речи и	1	5
97	во всяком	4	5
98	вряд ли	1	4
99	говорить о	3	4
100	что я	3	4
101	в данном	1	4
102	со стороны	3	4
103	однако не	1	4
104	на то	5	4
105	в нем	1	4
106	так и	5	4
107	но все	2	4
108	на этой	1	4
109	должно быть	1	4
110	своего рода	3	4
111	эта не	1	4
112	в то	7	4
113	на себе	2	4
114	не имеет	2	4
115	ничего не	4	4
116	к тому	2	4
117	но также	2	4
118	и о	1	4
119	в пределах	1	4
120	от того	2	4
121	или в	2	4
122	могут быть	2	4
123	можно сказать	4	4
124	кто в	1	4
125	это слово	3	4
126	для нас	1	4
127	мы знаем	1	4
128	ни в	5	4
129	в конце	6	4
130	в них	5	4
131	в особенности	4	4
132	в каком	4	4
133	не было	4	4
134	в связи	3	4
135	в разговоре	1	4
136	как бы	6	4
137	в результате	2	4
138	этой области	2	4
139	сказать что	4	4
140	была бы	4	4
141	к этому	3	4
142	так же	1	4
143	того же	2	3
144	что когда	1	3
145	что можно	1	3
146	этой почве	1	3
147	не все	1	3
148	как в	6	3
149	с этим	7	3
150	ср также	2	3
151	всего лишь	1	3
152	так в	1	3
153	то и	2	3
154	в статье	2	3
155	он не	5	3
156	всех этих	3	3
157	и по	2	3
158	на этом	3	3
159	что она	1	3
160	еще одно	1	3
161	о которых	3	3
162	этого не	1	3
163	чем в	1	3
164	нисколько не	1	3
165	если и	2	3
166	что такое	7	3
167	этого вопроса	1	3
168	казалось бы	1	3
169	слова как	2	3
170	же время	3	3
171	п в	1	3
172	и его	3	3
173	связи с	3	3
174	уже о	1	3
175	отличается от	4	3
176	всего в	4	3
177	как мы	2	3
178	в виду	2	3
179	в ней	4	3
180	здесь не	1	3
181	последнее время	1	3
182	а в	6	3
183	те же	1	3
184	на это	2	3
185	для этого	2	3
186	вот почему	1	3
187	а также	4	3
188	знает что	1	3
189	вопросу о	1	3
190	что и	1	3
191	в форме	2	3
192	в лучшем	1	3
193	конце концов	3	3
194	того что	5	3
195	есть в	2	3
196	уже в	3	3
197	до конца	3	3
198	языка но	1	3
199	у него	9	3
200	как раз	3	3
201	тем что	19	3
202	указание на	1	3
203	или иначе	1	3
204	именно в	1	3
205	речи а	1	3
206	на фоне	1	3
207	из которых	4	3
208	лучшем случае	1	3
209	но для	1	3
210	к вопросу	1	3
211	своей собственной	1	3
212	этом отношении	4	3
213	но это	4	3
214	не знает	1	3
215	к этой	2	3
216	и это	5	3
217	гораздо более	2	3
218	смысле слова	1	2
219	речь идет	2	2
220	отношения к	1	2
221	в обычном	1	2
222	на самом	1	2
223	тех же	1	2
224	тем же	1	2
225	не хочет	1	2
226	по преимуществу	1	2
227	и до	1	2
228	свое место	1	2
229	в году	5	2
230	той же	2	2
231	что если	2	2
232	на такие	1	2
233	этого термина	2	2
234	эти темы	3	2
235	о роли	1	2
236	думаю что	2	2
237	так или	1	2
238	мы будем	1	2
239	что за	1	2
240	к слову	2	2
241	ответ на	5	2
242	очевидно что	1	2
243	не просто	2	2
244	что они	2	2
245	наше время	1	2
246	в своем	1	2
247	что касается	7	2
248	и где	1	2
249	его к	2	2
250	от этого	1	2
251	и у	2	2
252	интересно что	6	2
253	речи на	1	2
254	этом ниже	1	2
255	и если	3	2
256	по словам	1	2
257	указания на	1	2
258	не как	2	2
259	данном отношении	1	2
260	свое время	1	2
261	состоит в	4	2
262	за счет	1	2
263	связанные с	1	2
264	в другом	3	2
265	того или	1	2
266	заключается в	2	2
267	политика и	1	2
268	она стала	1	2
269	но уже	1	2
270	рядом с	1	2
271	соответствии с	1	2
272	с тем	4	2
273	как и	4	2
274	мы видели	1	2
275	п но	1	2
276	и еще	1	2
277	что значит	1	2
278	бы на	1	2
279	в своей	4	2
280	в их	3	2
281	если можно	1	2
282	в которых	2	2
283	средствами языка	1	2
284	и более	3	2
285	в современном	1	2
286	в устах	4	2
287	в отношении	2	2
288	о значении	1	2
289	как можно	2	2
290	что эта	2	2
291	может служить	1	2
292	дело не	2	2
293	и прочие	2	2
294	того как	1	2
295	но что	1	2
296	образом в	1	2
297	но здесь	1	2
298	в самой	1	2
299	в наше	1	2
300	и далее	3	2
301	очень часто	1	2
302	да рядом	1	2
303	и свое	1	2
304	утверждать что	2	2
305	иметь в	1	2
306	свою очередь	1	2
307	говоря уже	1	2
308	на том	1	2
309	что у	2	2
310	что для	3	2
311	именно этот	1	2
312	мы в	1	2
313	и вообще	1	2
314	все дело	1	2
315	разговорной речи	1	2
316	язык и	1	2
317	одного из	2	2
318	как у	1	2
319	пр но	1	2
320	эта фраза	1	2
321	к нему	4	2
322	язык в	1	2
323	вообще и	1	2
324	а именно	1	2
325	для самого	1	2
326	но так	1	2
327	которое было	1	2
328	мне кажется	1	2
329	отказ от	2	2
330	он уже	1	2
331	с одной	2	2
332	указывает что	1	2
333	конечно не	1	2
334	а это	1	2
335	то только	1	2
336	даже и	1	2
337	никогда не	2	2
338	на примере	1	2
339	еще и	1	2
340	в живом	1	2
341	но есть	2	2
342	не на	2	2
343	однако и	1	2
344	языка не	1	2
345	он и	2	2
346	для этой	1	2
347	в частности	1	2
348	ни на	2	2
349	с первого	1	2
350	так мы	1	2
351	в той	1	2
352	смысле этого	1	2
353	за рамки	2	2
354	здесь следует	1	2
355	кстати и	1	2
356	быть не	2	2
357	с этой	3	2
358	сплошь да	1	2
359	между прочим	3	2
360	и для	4	2
361	не употребляет	1	2
362	о котором	1	2
363	чтобы понять	1	2
364	и все	1	2
365	теряет свою	1	2
366	но зато	1	2
367	все они	3	2
368	в свою	2	2
369	не говоря	1	2
370	темы и	2	2
371	но можно	1	2
372	или иного	1	2
373	в свое	1	2
374	это определение	1	2
375	в своих	8	2
376	это в	4	2
377	этой точки	1	2
378	я сказал	1	1
379	народ в	2	1
380	беседу с	1	1
381	языка с	1	1
382	его основной	1	1
383	в такой	2	1
384	сам по	1	1
385	шансов на	1	1
386	он может	2	1
387	этих примерах	1	1
388	показать что	1	1
389	что тема	1	1
390	в котором	5	1
391	смысл этого	1	1
392	но важно	1	1
393	намеки на	1	1
394	на западе	1	1
395	объясняется и	1	1
396	но те	1	1
397	с темой	1	1
398	пр ср	1	1
399	а как	4	1
400	привыкли к	1	1
401	этого стихотворения	2	1
402	есть не	1	1
403	мы не	2	1
404	на эти	3	1
405	время как	4	1
406	совпадает с	1	1
407	на тему	3	1
