N	2gram	Vygotskiy__1	Myshleni
1	то что	32	26
2	в этом	12	25
3	что он	7	25
4	потому что	10	21
5	таким образом	20	19
6	точки зрения	15	18
7	в том	30	18
8	не может	17	18
9	того чтобы	7	17
10	не только	13	16
11	и в	31	16
12	того что	10	16
13	так как	18	16
14	что в	23	16
15	том что	16	15
16	понятий и	2	15
17	так же	12	15
18	и развитием	1	14
19	для того	6	14
20	в сущности	10	13
21	между собой	1	13
22	в процессе	5	13
23	сказать что	7	13
24	вопрос о	3	12
25	в области	11	12
26	и что	8	12
27	и не	16	12
28	отношение к	2	11
29	в его	6	11
30	но не	3	10
31	в силу	3	10
32	было бы	6	10
33	как мы	2	10
34	только в	14	10
35	а не	13	10
36	с точки	2	9
37	может быть	22	9
38	то же	5	8
39	в известном	2	8
40	должно быть	1	8
41	как и	16	8
42	если бы	6	8
43	тем самым	2	8
44	в основе	2	8
45	о том	7	8
46	он не	3	8
47	точка зрения	4	8
48	как это	4	8
49	мы должны	1	8
50	же как	4	7
51	того же	2	7
52	и есть	5	7
53	представляет собой	2	7
54	в нем	2	7
55	по себе	9	7
56	приводит к	2	7
57	так и	3	7
58	известном смысле	1	7
59	если мы	12	7
60	к объекту	1	7
61	и на	1	6
62	могли бы	1	6
63	но в	3	6
64	в этой	3	6
65	как он	2	6
66	состоит в	3	6
67	но если	1	6
68	не в	11	6
69	что оно	3	6
70	что все	3	6
71	языка и	1	6
72	и следовательно	2	6
73	мы можем	4	6
74	у него	4	6
75	но и	2	6
76	в той	1	6
77	в какой	5	6
78	к тому	4	6
79	в такой	2	5
80	мере в	1	5
81	этой теории	6	5
82	должна быть	3	5
83	что они	2	5
84	как в	9	5
85	в своем	3	5
86	говорит что	5	5
87	в которой	4	5
88	он должен	1	5
89	исследование показывает	1	5
90	на все	1	5
91	от развития	1	5
92	показывает что	5	5
93	тому что	4	5
94	мысли и	2	5
95	с ним	2	5
96	что с	2	5
97	самого начала	1	5
98	в то	5	5
99	тогда когда	5	5
100	того как	1	5
101	никогда не	8	5
102	ничего не	2	5
103	этом отношении	2	5
104	с самого	1	5
105	по сравнению	1	5
106	же мере	1	5
107	на вопрос	2	5
108	но мы	3	5
109	можно сказать	1	5
110	заключается в	7	5
111	обе эти	1	5
112	тот же	2	5
113	хотя бы	1	5
114	между обоими	1	5
115	для него	1	5
116	сравнению с	1	5
117	как бы	5	5
118	обоих этих	3	5
119	не является	5	5
120	только что	2	5
121	функций и	1	5
122	и то	2	4
123	той же	3	4
124	что если	1	4
125	оба эти	1	4
126	время как	5	4
127	мысль что	3	4
128	а только	2	4
129	не то	2	4
130	за пределы	1	4
131	сама по	2	4
132	процессе развития	1	4
133	в самом	11	4
134	с их	1	4
135	отношение между	1	4
136	и произвольно	1	4
137	при этом	19	4
138	подобно тому	5	4
139	и по	3	4
140	мы его	1	4
141	это не	1	4
142	такой же	2	4
143	стоит в	1	4
144	для объяснения	3	4
145	тому чтобы	3	4
146	сущности говоря	3	4
147	мысли в	3	4
148	мышления и	3	4
149	психологической природе	1	4
150	в самых	1	4
151	казалось бы	2	4
152	могут быть	11	4
153	же самое	2	4
154	не есть	3	4
155	в пределах	1	4
156	еще не	1	4
157	не означает	2	4
158	так точно	3	4
159	в свете	1	4
160	развития но	1	4
161	в качестве	2	4
162	так что	5	4
163	и их	2	4
164	то время	5	4
165	речь и	2	4
166	не могут	3	4
167	точек зрения	3	4
168	с другой	5	4
169	именно в	1	4
170	на этот	1	4
171	и составляет	2	4
172	зависит от	1	4
173	что мы	8	4
174	вместе с	8	4
175	эта теория	5	4
176	тому как	7	4
177	это есть	5	4
178	в состоянии	3	4
179	с этой	4	4
180	в целом	5	4
181	мы видим	5	4
182	в результате	4	4
183	бы в	2	4
184	по самой	2	4
185	в системе	1	4
186	в свою	1	4
187	этой точки	5	4
188	самом деле	9	3
189	это и	3	3
190	в первом	1	3
191	с таким	11	3
192	мы не	12	3
193	вместо того	1	3
194	по своему	1	3
195	но как	2	3
196	если в	1	3
197	ответ на	1	3
198	с этим	3	3
199	показать что	8	3
200	все же	5	3
201	как уже	1	3
202	и как	2	3
203	в действительности	1	3
204	то в	1	3
205	и тот	2	3
206	этого вопроса	2	3
207	показал что	1	3
208	как они	2	3
209	и может	2	3
210	что мысль	1	3
211	не умеет	1	3
212	и тем	2	3
213	с тем	3	3
214	мы видели	2	3
215	и того	1	3
216	восприятия и	1	3
217	в этих	4	3
218	в их	1	3
219	сих пор	3	3
220	и более	1	3
221	нас к	1	3
222	из которых	3	3
223	не менее	2	3
224	до конца	6	3
225	что эта	3	3
226	в центр	2	3
227	но что	2	3
228	и отношений	1	3
229	только не	3	3
230	как она	2	3
231	и его	7	3
232	связи с	1	3
233	этот закон	1	3
234	приходит к	2	3
235	речи мы	1	3
236	свою очередь	1	3
237	в себя	2	3
238	то как	1	3
239	и с	2	3
240	вот почему	1	3
241	никак не	4	3
242	до сих	3	3
243	в чем	2	3
244	этих двух	2	3
245	к нему	2	3
246	а потому	3	3
247	что и	13	3
248	своей природе	1	3
249	одной из	1	3
250	между тем	4	3
251	с одной	5	3
252	речь в	1	3
253	его и	3	3
254	мы знаем	3	3
255	в известной	1	3
256	в одном	2	3
257	а в	6	3
258	от того	3	3
259	перейти к	1	3
260	интересующей нас	1	3
261	его мысли	1	3
262	на примере	3	3
263	еще и	1	3
264	один и	1	3
265	говорит о	2	3
266	прежде всего	4	3
267	сознательно и	1	3
268	в частности	3	3
269	к жизни	2	3
270	чем в	1	3
271	по существу	4	3
272	той мере	1	3
273	но это	3	3
274	содержится в	1	3
275	одного и	2	3
276	одной стороны	6	3
277	что следовательно	2	3
278	мысли но	2	3
279	включает в	1	3
280	как на	3	3
281	к этой	2	3
282	к этому	4	3
283	не иначе	1	2
284	ту же	2	2
285	такое же	1	2
286	непосредственно не	1	2
287	что эти	3	2
288	все дело	2	2
289	в зависимости	5	2
290	необходимо принять	1	2
291	совершенно в	1	2
292	есть не	2	2
293	при анализе	1	2
294	которую мы	1	2
295	приводят к	1	2
296	совпадает с	4	2
297	принадлежит к	1	2
298	я не	1	2
299	есть совершенно	1	2
300	зависимости от	6	2
301	в ней	1	2
302	быть в	2	2
303	столь же	4	2
304	в различных	1	2
305	во всех	1	2
306	же самые	1	2
307	что я	4	2
308	очевидно что	6	2
309	отличие от	4	2
310	в центре	1	2
311	стороны и	3	2
312	когда он	2	2
313	и к	3	2
314	что само	2	2
315	котором она	1	2
316	психологической природы	2	2
317	бы сказать	1	2
318	учение о	1	2
319	то и	2	2
320	только один	1	2
321	тому же	3	2
322	на его	1	2
323	что она	6	2
324	идет от	1	2
325	что сказать	1	2
326	к одному	1	2
327	в корне	1	2
328	из виду	2	2
329	теории и	1	2
330	одному и	1	2
331	именно это	1	2
332	но все	1	2
333	в совершенно	4	2
334	те же	4	2
335	сказывается в	1	2
336	в жизни	2	2
337	деятельности с	1	2
338	в них	2	2
339	все равно	1	2
340	к которым	3	2
341	на основании	7	2
342	и потом	1	2
343	понятия и	1	2
344	в своей	3	2
345	в котором	4	2
346	иначе как	2	2
347	в отличие	3	2
348	должны были	1	2
349	все это	8	2
350	их в	2	2
351	же мы	1	2
352	стоит только	2	2
353	мы вынуждены	1	2
354	современной психологии	1	2
355	но только	3	2
356	исследования для	2	2
357	закон и	1	2
358	видим что	2	2
359	во всем	3	2
360	не до	1	2
361	то это	1	2
362	один шаг	1	2
363	факта что	1	2
364	обстоятельство что	1	2
365	и здесь	2	2
366	лежит в	1	2
367	должны быть	3	2
368	знает что	1	2
369	для его	1	2
370	указывает на	4	2
371	в виду	4	2
372	но при	1	2
373	точками зрения	1	2
374	на основе	2	2
375	совершенно ясно	19	2
376	психология все	1	2
377	отношения и	1	2
378	что у	3	2
379	на нее	1	2
380	это мы	2	2
381	том как	1	2
382	начинается в	1	2
383	мысли которые	1	2
384	находится в	1	2
385	именно потому	1	2
386	мысли которая	1	2
387	эта точка	1	2
388	и поэтому	2	2
389	исследования и	3	2
390	и из	1	2
391	его в	2	2
392	самый процесс	1	2
393	тем или	2	2
394	вслед за	6	2
395	нас что	1	2
396	представления о	1	2
397	слов и	1	2
398	к объяснению	1	2
399	есть процесс	1	2
400	что только	2	2
401	в вопросе	1	2
402	к высшим	1	2
403	процессов в	1	2
404	со всеми	4	2
405	только на	3	2
406	же в	1	2
407	новой психологии	2	2
408	но с	1	2
409	является не	1	2
410	не дает	2	2
411	этого процесса	1	2
412	из них	2	2
413	никто не	1	2
414	вовсе не	6	2
415	к ним	2	2
416	само по	5	2
