N	2gram	Propp_Isto_4	StatiiOP
1	и в	26	29
2	том что	3	27
3	в том	3	27
4	в этом	7	21
5	не только	15	19
6	но и	12	19
7	что в	14	19
8	о том	4	17
9	в его	5	13
10	что он	10	13
11	между прочим	2	12
12	то что	16	11
13	все это	2	11
14	таким образом	10	10
15	к тому	1	10
16	т е	18	10
17	и т	27	9
18	в своем	2	9
19	он не	7	9
20	потому что	6	9
21	так и	10	9
22	и не	9	9
23	как на	1	9
24	но в	5	8
25	как раз	1	8
26	и пр	11	8
27	по поводу	1	8
28	в ней	1	7
29	так например	2	7
30	но все	5	7
31	в своей	4	7
32	в котором	1	7
33	тому что	1	7
34	того как	4	7
35	в виду	1	7
36	с тем	2	7
37	вместе с	6	7
38	одним из	1	6
39	вопрос о	4	6
40	и на	2	6
41	все же	9	6
42	т д	24	6
43	вовсе не	4	6
44	и его	10	6
45	об этом	7	6
46	и что	5	6
47	в одном	5	6
48	до сих	5	6
49	в свет	1	5
50	было бы	2	5
51	точки зрения	1	5
52	в русской	3	5
53	в языке	2	5
54	того что	2	5
55	в качестве	7	5
56	своего рода	1	5
57	прежде всего	1	5
58	а не	6	5
59	о чем	3	5
60	как бы	3	5
61	сих пор	5	5
62	хотя и	2	4
63	и к	1	4
64	в нем	2	4
65	что у	3	4
66	в другом	5	4
67	и с	5	4
68	должен был	3	4
69	не в	5	4
70	ничего не	5	4
71	после того	2	4
72	внимание на	1	4
73	раньше чем	5	4
74	но с	1	4
75	связи с	3	4
76	при помощи	10	4
77	до того	1	4
78	с другой	4	4
79	именно в	1	4
80	в частности	2	4
81	еще более	1	4
82	а как	2	4
83	к этому	5	4
84	вряд ли	1	3
85	например в	3	3
86	же как	13	3
87	сомнения что	2	3
88	по его	2	3
89	хотя бы	2	3
90	и он	3	3
91	но не	5	3
92	могло быть	1	3
93	которые не	1	3
94	как в	7	3
95	с этим	2	3
96	не было	1	3
97	что это	2	3
98	интересно что	4	3
99	вообще не	1	3
100	в начале	1	3
101	из них	2	3
102	ни в	2	3
103	не мог	3	3
104	в этих	7	3
