N	3gram	Nazirov_Tv_1	Myshleni
1	в том что	6	21
2	с одной стороны	1	7
3	заключается в том	1	7
4	в связи с	1	6
5	по отношению к	1	5
6	о том что	5	4
7	в конечном счете	4	4
8	в отличие от	1	3
9	в данном случае	2	3
10	мы уже говорили	1	3
11	том что в	2	2
12	на самом деле	2	2
13	в том же	1	2
14	в этом пункте	1	2
15	хотя бы и	1	2
16	что он не	1	2
17	то же самое	1	2
18	на протяжении всего	2	2
19	и в самом	1	2
20	заметим кстати что	1	1
21	этой проблемы в	1	1
22	смысла но если	1	1
23	не может не	1	1
24	по сути дела	3	1
25	один ряд с	1	1
26	дело в том	3	1
27	имеем в виду	1	1
28	все та же	1	1
29	он не может	1	1
30	что как бы	1	1
31	но все это	1	1
32	до сих пор	1	1
33	он приходит к	1	1
34	в своей книге	1	1
35	при этом он	2	1
36	друг на друга	1	1
37	что в одном	1	1
38	бы то ни	1	1
39	на самом же	1	1
40	только то что	1	1
41	то что в	1	1
42	а вместе с	1	1
43	точно так же	2	1
44	что все это	3	1
45	то и другое	1	1
46	полном согласии с	1	1
47	все же и	1	1
48	сами по себе	1	1
49	то ни было	1	1
50	принципиально отличную от	1	1
51	таким образом и	1	1
52	представляет собой не	1	1
53	по нашему мнению	5	1
54	не могут быть	1	1
55	все более и	1	1
56	дело не в	1	1
57	в действительной жизни	1	1
58	целый ряд других	1	1
59	это все та	1	1
60	с другой стороны	1	1
61	мы все время	1	1
62	и все же	3	1
63	говорили что в	1	1
64	у него в	1	1
65	мы находим у	1	1
66	с самого начала	3	1
67	в отрыве от	1	1
68	более и более	1	1
69	мысли и не	1	1
70	можно сказать что	2	1
71	с той же	1	1
72	мы имеем в	1	1
73	за то что	1	1
74	новую принципиально отличную	1	1
75	в полном согласии	1	1
76	самом же деле	1	1
77	в известном смысле	1	1
78	во времени по	1	1
79	как и в	1	1
80	в один ряд	1	1
81	к тому же	1	1
82	приводит нас в	1	1
