N	2gram	Tiupa_Hudo_1	Myshleni
1	в том	12	42
2	том что	16	35
3	в этом	11	24
4	точки зрения	5	24
5	в качестве	9	21
6	и в	14	20
7	что в	6	19
8	в основе	1	17
9	то же	9	16
10	мышления в	1	16
11	не только	12	15
12	то что	8	15
13	что они	1	14
14	мышления и	2	14
15	как мы	3	13
16	в их	2	12
17	при этом	12	12
18	может быть	5	12
19	с другой	1	12
20	потому что	5	12
21	с точки	3	11
22	в его	8	11
23	в целом	2	11
24	мы должны	1	11
25	и то	1	10
26	на основе	2	10
27	в себе	11	10
28	в отношении	1	10
29	того что	4	10
30	только в	5	10
31	так как	1	10
32	и другие	1	9
33	и как	1	9
34	понятий и	1	9
35	согласно которому	1	9
36	как и	9	9
37	между тем	8	9
38	тот же	1	9
39	с одной	1	9
40	слова в	2	9
41	одной стороны	1	9
42	как это	1	9
43	но и	5	9
44	и тем	1	8
45	было бы	6	8
46	этом смысле	1	8
47	и что	2	8
48	и не	2	8
49	в результате	2	8
50	самом деле	5	7
51	один и	1	7
52	и тот	1	7
53	в своей	10	7
54	и более	1	7
55	тем самым	1	7
56	с другом	1	7
57	могут быть	1	7
58	же самое	1	7
59	того чтобы	3	7
60	тем что	3	7
61	этом отношении	3	7
62	а не	12	7
63	что мы	1	7
64	как бы	7	7
65	друг с	1	7
66	же как	2	6
67	в самом	4	6
68	той же	2	6
69	и на	3	6
70	с тем	1	6
71	к одному	1	6
72	по своей	4	6
73	к тому	7	6
74	можно было	5	6
75	в силу	1	6
76	его в	3	6
77	что он	9	6
78	уже в	1	6
79	не может	7	6
80	такого рода	3	6
81	сказать что	1	6
82	речь идет	3	5
83	мы уже	4	5
84	как в	8	5
85	с этим	3	5
86	все же	3	5
87	перед нами	5	5
88	и к	4	5
89	в действительности	4	5
90	все эти	3	5
91	на то	4	5
92	это не	7	5
93	и того	1	5
94	и тому	1	5
95	только не	1	5
96	и его	5	5
97	никогда не	6	5
98	так и	13	5
99	если бы	3	5
100	о том	12	5
101	выступает в	1	5
102	в частности	5	5
103	в сущности	1	4
104	в своем	4	4
105	как уже	1	4
106	как он	2	4
107	ключ к	2	4
108	состоит в	2	4
109	и с	4	4
110	первую очередь	2	4
111	нашего исследования	1	4
112	с этой	2	4
113	на первый	1	4
114	в первую	2	4
115	в ходе	3	4
116	не в	7	4
117	тому что	4	4
118	мышление в	2	4
119	представляется нам	2	4
120	становится возможным	1	4
121	что оно	1	4
122	роль в	1	4
123	на том	2	4
124	и только	1	4
125	только что	4	4
126	является не	1	4
127	по выражению	2	4
128	из них	4	4
129	друг друга	5	4
130	интересующей нас	1	4
131	в речи	2	4
132	по своему	3	4
133	в смысле	1	4
134	и для	3	4
135	для нас	1	4
136	во всяком	1	4
137	этой точки	1	4
138	как известно	1	3
139	идет о	3	3
140	не имеют	3	3
141	с таким	1	3
142	приходит к	1	3
143	в виду	1	3
144	столь же	4	3
145	в чем	1	3
146	а только	4	3
147	себе и	2	3
148	в настоящем	1	3
149	отнюдь не	3	3
150	когда он	1	3
151	не являются	1	3
152	но в	5	3
153	в которой	1	3
154	в этой	8	3
155	на его	2	3
156	на этом	3	3
157	что все	1	3
158	различие между	1	3
159	ни в	5	3
160	в этих	5	3
161	равной мере	2	3
