N	2gram	Berdyaev_V_1	Myshleni
1	в том	3	42
2	том что	2	35
3	в процессе	1	27
4	в этом	4	24
5	и в	16	20
6	что в	3	19
7	то же	1	16
8	не только	2	15
9	то что	9	15
10	что они	7	14
11	как мы	1	13
12	в их	1	12
13	может быть	1	12
14	с другой	1	12
15	потому что	4	12
16	в его	4	11
17	так же	1	11
18	этого слова	1	11
19	в целом	1	11
20	и то	2	10
21	в истории	8	10
22	того что	5	10
23	мы видим	1	10
24	только в	2	10
25	так как	9	10
26	и другие	1	9
27	могли бы	1	9
28	как и	4	9
29	между тем	2	9
30	что и	3	9
31	тот же	3	9
32	как это	1	9
33	другой стороны	1	9
34	но и	5	9
35	и тем	1	8
36	и что	3	8
37	вместе с	1	8
38	и не	20	8
39	в результате	1	8
40	в своей	3	7
41	могут быть	2	7
42	того чтобы	2	7
43	тем что	2	7
44	а не	7	7
45	что мы	4	7
46	как бы	5	7
47	в самом	1	6
48	и на	1	6
49	с тем	2	6
50	к тому	3	6
51	можно было	2	6
52	что он	4	6
53	уже в	1	6
54	речь идет	1	5
55	как в	1	5
56	все же	1	5
57	все эти	3	5
58	это не	2	5
59	никогда не	3	5
60	так и	4	5
61	для того	1	5
62	в своем	1	4
63	его к	2	4
64	и с	1	4
65	уже сказано	1	4
66	с этой	1	4
67	по сравнению	1	4
68	не в	3	4
69	тому что	3	4
70	что оно	1	4
71	роль в	1	4
72	на том	2	4
73	в сознании	1	4
74	и для	3	4
75	для нас	2	4
76	к этому	1	4
77	во всяком	2	4
78	не имеют	1	3
79	в виду	1	3
80	со словами	1	3
81	в чем	3	3
82	себе и	1	3
83	говорит что	1	3
84	но в	3	3
85	в которой	1	3
86	в этой	1	3
87	на этом	1	3
88	что все	4	3
89	по смыслу	1	3
90	мы указывали	1	3
91	ни в	3	3
92	в этих	3	3
93	во всем	1	3
94	не могут	2	3
95	должно быть	3	3
96	составные части	1	3
97	является в	2	3
98	и во	2	3
99	один из	2	3
100	но не	2	3
101	слова не	1	3
102	но что	1	3
103	сравнению с	1	3
104	и от	1	3
105	бы в	1	3
106	в виде	1	3
107	по закону	1	2
108	свое место	1	2
109	должна быть	3	2
110	что уже	1	2
111	мы и	2	2
112	зависимости от	1	2
113	в ней	4	2
114	он говорит	1	2
115	мы будем	1	2
116	не просто	1	2
117	которые не	2	2
118	по пути	5	2
119	в известном	1	2
120	с признанием	1	2
121	не есть	6	2
122	в нем	4	2
123	и тогда	2	2
124	таким же	1	2
125	которой они	2	2
126	их в	3	2
127	этих трех	3	2
128	ничего кроме	1	2
129	не имеет	3	2
130	на котором	1	2
131	того как	1	2
132	не по	1	2
133	это мы	2	2
134	под этим	2	2
135	это слово	1	2
136	уже и	1	2
137	что на	1	2
138	и это	2	2
139	и которые	1	2
140	еще не	8	2
141	мы в	1	2
142	смысле и	1	2
143	к нему	1	2
144	вслед за	2	2
145	видим что	1	2
146	и развитием	1	2
147	в вопросе	3	2
148	но как	1	2
149	по законам	1	2
150	для него	2	2
151	тогда как	1	2
152	у него	1	2
153	а с	2	2
154	прежде всего	2	2
155	с которым	1	2
156	если не	3	2
157	вопросе о	2	2
158	что это	1	2
159	самого себя	2	2
160	а потом	1	2
161	это значит	1	2
162	которая в	1	2
163	а в	2	2
164	от слова	1	2
165	это в	1	2
166	они не	1	2
167	человека и	6	1
168	вот по	2	1
169	и есть	4	1
170	в земной	2	1
171	по которым	2	1
172	его не	2	1
173	мы не	2	1
174	вопрос о	1	1
175	и новые	2	1
176	говорить о	4	1
177	я не	1	1
178	же что	1	1
179	бы то	1	1
180	во всех	3	1
181	если в	1	1
182	и я	4	1
183	говорит все	1	1
184	и хотя	1	1
185	истории человечества	3	1
186	одно целое	1	1
187	действии и	1	1
188	не хотел	2	1
189	лишено всякого	1	1
190	слова которое	1	1
191	сошел с	1	1
192	не могли	2	1
193	и по	1	1
194	но все	1	1
195	то ни	1	1
196	с самыми	1	1
197	его личности	1	1
198	даже что	1	1
199	для них	2	1
200	тех которые	3	1
201	эта попытка	1	1
202	не всегда	1	1
203	ведет к	1	1
204	и было	1	1
205	что путь	1	1
206	в которых	1	1
207	в одном	1	1
208	есть еще	1	1
209	раз и	1	1
210	что есть	5	1
211	от высшего	2	1
212	есть прежде	1	1
213	и другое	1	1
214	что их	2	1
215	много общего	1	1
216	на него	1	1
217	и слишком	1	1
218	истинного и	1	1
219	и всегда	1	1
220	ничего не	1	1
221	в разных	1	1
222	в русском	1	1
223	как она	1	1
224	вместо того	2	1
225	до того	2	1
226	у нас	1	1
227	и именно	1	1
228	ставит в	1	1
229	всего в	2	1
230	его с	1	1
231	слова с	1	1
232	для себя	1	1
233	и самое	1	1
234	значения и	2	1
