N	2gram	Bakhtin_sl_1	Vladivir
1	и в	41	31
2	не только	16	24
3	но и	16	19
4	и не	16	17
5	и даже	6	15
6	у него	3	15
7	в этом	12	14
8	том что	2	14
9	и с	4	14
10	он был	1	14
11	но в	8	12
12	в его	13	12
13	с его	4	11
14	о том	3	11
15	в том	3	11
16	между прочим	1	11
17	потому что	2	11
18	и то	2	10
19	также и	3	10
20	он не	3	10
21	так что	2	10
22	как мы	8	9
23	никогда не	3	9
24	только в	6	9
25	в течение	1	9
26	а в	6	9
27	и по	2	8
28	в то	14	8
29	так как	3	8
30	кроме того	4	7
31	мы уже	2	7
32	и его	14	7
33	для него	3	7
34	о нем	4	7
35	в эти	1	7
36	как раз	2	7
37	сказать что	2	7
38	того же	6	6
39	то же	14	6
40	и к	5	6
41	свое время	1	6
42	это было	1	6
43	он и	1	6
44	в котором	2	6
45	у нас	2	6
46	и сам	3	6
47	так и	11	6
48	и что	1	6
49	его жизни	1	6
50	можно сказать	2	6
51	в качестве	3	6
52	может быть	14	6
53	на этот	1	6
54	и потому	4	6
55	не может	14	6
56	к этому	2	6
57	не был	1	5
58	но как	1	5
59	на то	1	5
60	и если	1	5
61	не в	7	5
62	со своим	5	5
63	что и	1	5
64	вовсе не	7	5
65	но он	2	5
66	не было	3	5
67	а с	2	5
68	все это	5	5
69	и от	4	5
70	а также	2	5
71	с ним	7	5
72	в свое	3	5
73	жизни и	1	5
74	из его	1	4
75	мы и	2	4
76	в этой	1	4
77	в истории	3	4
78	в своем	3	4
79	хотя и	2	4
80	в этот	1	4
81	в которой	4	4
82	в себе	3	4
83	в нем	30	4
84	как и	4	4
85	несмотря на	1	4
86	ни с	1	4
87	в своей	7	4
88	и вообще	2	4
89	дело в	1	4
90	же время	12	4
91	во всем	1	4
92	да и	1	4
93	к нему	5	4
94	по своей	1	4
95	один из	4	4
96	себя в	9	4
97	и у	2	4
98	в особенности	8	4
99	что для	1	4
100	и все	4	4
101	такого рода	2	4
102	для нас	2	4
103	и через	1	3
104	но она	1	3
105	и он	1	3
106	и на	14	3
107	но не	2	3
108	в в	1	3
109	в общем	1	3
110	отношение к	7	3
111	и речи	2	3
112	за пределы	4	3
113	что они	2	3
114	как в	8	3
115	все же	7	3
116	более или	3	3
117	в целом	2	3
118	он в	5	3
119	все эти	9	3
120	на его	8	3
121	то есть	26	3
122	или менее	3	3
123	но это	1	3
124	в отношении	6	3
125	но только	1	3
126	ничего не	4	3
127	вот что	1	3
128	таким образом	9	3
129	к тому	3	3
130	время он	1	3
131	в жизни	1	3
132	здесь не	2	3
133	жизнь и	1	3
134	и здесь	3	3
135	тот же	1	3
136	и так	1	3
137	уже не	2	3
138	только на	2	3
139	в виде	2	3
140	с этими	2	3
141	но что	1	3
142	с другой	5	3
143	по своим	6	3
144	был в	1	3
145	вместе с	1	3
146	к своему	6	3
147	по своему	2	3
148	в начале	1	3
149	на одной	1	3
150	другой стороны	4	3
151	и т	28	2
152	одним из	4	2
153	тех же	1	2
154	к своей	2	2
155	и до	1	2
156	в меру	1	2
157	той же	2	2
158	для своего	1	2
159	хотя бы	3	2
160	но даже	1	2
161	еще не	4	2
162	мы читаем	1	2
163	нет и	1	2
164	в свои	1	2
165	один и	1	2
166	его на	1	2
167	как к	2	2
168	его к	1	2
169	конечно не	3	2
170	из этих	3	2
171	и тот	1	2
172	что она	1	2
173	при этом	6	2
174	время и	2	2
175	т д	5	2
176	по всем	1	2
177	своего времени	1	2
178	на этом	2	2
179	что все	2	2
180	м а	1	2
181	на ту	2	2
182	лишь в	4	2
183	было бы	3	2
184	в свой	1	2
185	ни в	1	2
186	в них	6	2
187	точки зрения	16	2
188	место в	1	2
189	тем не	1	2
190	уже сказали	2	2
191	на всю	3	2
192	и почти	3	2
193	даже в	2	2
194	не менее	1	2
195	дело не	2	2
196	к изучению	1	2
197	которого он	1	2
198	того чтобы	1	2
199	того и	1	2
200	к концу	1	2
201	в каком	1	2
202	со стороны	1	2
203	для его	1	2
204	и свое	1	2
205	для того	2	2
206	на это	1	2
207	и о	2	2
