N	2gram	Voloshinov_2	Analitik
1	в качестве	3	31
2	может быть	28	29
3	в том	7	27
4	не может	18	22
5	и не	19	21
6	и в	19	18
7	но и	10	17
8	а не	9	17
9	отнюдь не	8	15
10	не только	13	15
11	не в	10	14
12	в этом	15	13
13	как и	9	13
14	в его	5	13
15	при этом	9	12
16	том что	10	12
17	литературное произведение	1	12
18	в себе	4	11
19	то есть	2	11
20	произведения в	1	11
21	но не	2	10
22	то же	16	9
23	в то	8	9
24	а в	3	9
25	но в	7	8
26	нуждается в	1	8
27	в той	5	8
28	не есть	3	8
29	к тому	6	7
30	этого слова	5	7
31	особого рода	1	7
32	в сущности	14	6
33	по отношению	8	6
34	отличие от	3	6
35	в самом	6	6
36	это не	4	6
37	далеко не	2	6
38	точки зрения	17	6
39	в своей	3	6
40	в отличие	3	6
41	в основе	9	6
42	той или	4	6
43	должен быть	2	6
44	в себя	1	6
45	же время	8	6
46	только в	8	6
47	себя в	2	6
48	то что	4	6
49	или иной	5	6
50	прежде всего	7	6
51	в их	5	5
52	что иное	1	5
53	и на	5	5
54	иное как	2	5
55	и как	6	5
56	в целом	1	5
57	в этой	3	5
58	внутренней речи	7	5
59	лишь в	14	5
60	и его	16	5
61	о том	3	5
62	сводится к	2	5
63	и того	5	5
64	между тем	6	5
65	и т.п	10	5
66	как бы	19	5
67	отношению к	8	5
68	что в	2	5
69	того же	5	4
70	не что	1	4
71	из того	1	4
72	в широком	1	4
73	столь же	3	4
74	все же	5	4
75	тому же	2	4
76	не следует	2	4
77	с другими	3	4
78	с точки	13	4
79	и более	7	4
80	по себе	3	4
81	ни в	6	4
82	могут быть	3	4
83	так и	10	4
84	не с	2	4
85	с ним	1	4
86	лишь при	2	4
87	в другом	3	4
88	с другой	3	4
89	в конечном	1	4
90	того что	4	4
91	дело с	1	4
92	уже не	1	4
93	конечном счете	1	4
94	для того	6	4
95	именно в	2	4
96	себя и	1	4
97	реальности в	1	4
98	вместе с	2	4
99	исходя из	1	4
100	ни было	6	4
101	как известно	1	3
102	одним из	2	3
103	таком случае	3	3
104	для науки	1	3
105	между двумя	1	3
106	подхода к	3	3
107	место в	2	3
108	бы то	4	3
109	если в	1	3
110	в художественном	1	3
111	однако не	1	3
112	вступает в	2	3
113	в нашем	2	3
114	как он	1	3
115	в нем	11	3
116	он не	3	3
117	в силу	1	3
118	таким образом	14	3
119	то ни	5	3
120	не будет	3	3
121	того или	2	3
122	в котором	3	3
123	того чтобы	6	3
124	в таком	7	3
125	текста но	1	3
126	не могут	1	3
127	оно может	3	3
128	в собственном	2	3
129	если бы	11	3
130	к нему	5	3
131	с его	8	3
132	еще не	3	3
133	с одной	3	3
134	вопроса о	1	3
135	что и	3	3
136	одной стороны	3	3
137	другого в	1	3
138	а именно	1	3
139	а с	2	3
140	что не	2	3
141	смысла и	1	3
142	более того	6	3
143	быть не	1	3
144	и все	6	3
145	хотя бы	6	3
146	в равной	1	3
147	что он	4	3
148	или иного	2	3
149	том числе	1	3
150	отношения к	2	2
151	самом деле	9	2
152	на самом	7	2
153	науки о	2	2
154	иметь место	1	2
155	также и	1	2
156	той же	3	2
157	а как	4	2
158	место лишь	1	2
159	на себя	1	2
160	в составе	1	2
161	и то	3	2
162	и самого	2	2
163	между собой	1	2
164	на основе	3	2
165	то он	1	2
166	не все	1	2
167	за пределы	3	2
168	и процессы	1	2
169	что именно	1	2
170	не ощущается	1	2
171	могли бы	1	2
172	не являются	1	2
173	его к	2	2
174	то в	1	2
175	в которой	1	2
176	все эти	3	2
177	бы не	2	2
178	из этих	1	2
179	есть вещь	1	2
180	и до	3	2
181	широком смысле	1	2
182	и читателя	1	2
183	не к	3	2
184	собой не	1	2
185	художественного высказывания	1	2
186	свидетельствует о	2	2
187	какой бы	3	2
188	и с	2	2
189	на все	2	2
190	из них	1	2
191	вовсе не	11	2
192	так как	3	2
193	несмотря на	1	2
194	одного и	4	2
195	для него	9	2
196	отрыве от	1	2
197	от своего	2	2
198	к предмету	1	2
199	не столько	1	2
200	случае это	2	2
201	вопрос о	2	2
202	только для	1	2
203	в психике	1	2
204	тогда когда	1	2
205	в процессе	18	2
206	совпадает с	1	2
207	никогда не	7	2
208	в коем	2	2
209	и является	2	2
210	потому что	1	2
211	же самое	6	2
212	для себя	4	2
213	как мы	15	2
214	роль в	1	2
215	и о	2	2
216	здесь не	1	2
217	мысль о	1	2
218	в пределах	10	2
219	и сам	1	2
220	еще в	1	2
221	не говоря	1	2
222	должно быть	3	2
223	часть третья	1	2
224	анализа не	1	2
225	но к	2	2
226	с целью	1	2
227	можно сказать	1	2
228	целостность и	1	2
229	ним и	1	2
230	утрачивает свою	1	2
231	не сводится	1	2
232	язык есть	1	2
233	внутреннего и	1	2
234	в отрыве	1	2
235	в двух	3	2
236	коем случае	2	2
237	оказывается в	1	2
238	или не	1	2
239	в начале	2	2
240	смысла в	1	2
241	его и	3	2
242	следует что	4	2
243	не сам	1	2
244	себе в	1	2
245	сами по	1	2
246	не о	1	2
247	случае не	1	2
248	этом отношении	1	2
249	со стороны	1	2
250	было бы	4	2
251	соответствии с	1	2
252	только через	1	2
253	душевной жизни	1	2
254	на фоне	1	2
255	и потому	2	2
256	неотделимо от	1	2
257	как от	2	2
258	установкой на	2	2
259	в данном	5	2
260	что же	1	2
261	и тогда	2	2
262	произведение в	1	2
263	не является	8	2
264	и внешнего	1	2
265	тем более	5	2
266	равной степени	1	2
267	нет ничего	1	2
268	другой стороны	1	2
269	других людей	1	2
270	в какой	3	2
271	в речь	1	2
272	пока высказывание	1	1
273	то на	1	1
274	речь идет	1	1
275	например в	1	1
276	сказанному и	1	1
277	язык может	1	1
278	предполагает что	1	1
279	человека и	1	1
280	науки или	1	1
281	сам по	1	1
282	смысле слова	5	1
283	сознание говорящего	1	1
284	к сказанному	1	1
285	и существеннее	1	1
286	ее целостность	1	1
287	не имеют	3	1
288	все те	4	1
289	между ним	1	1
290	должна быть	4	1
291	собственном смысле	2	1
292	в зависимости	2	1
293	внутренний мир	3	1
294	обойтись без	1	1
295	мы уже	6	1
296	на тех	1	1
297	и значение	6	1
298	принадлежит только	2	1
299	мы не	2	1
300	переживание вполне	1	1
301	сведена к	1	1
302	язык как	6	1
303	и случайной	1	1
304	ни единого	1	1
305	высказывания в	7	1
306	он как	1	1
307	из сказанного	1	1
308	принадлежит к	1	1
309	которое не	1	1
310	имеют место	2	1
311	что можно	1	1
312	в целое	2	1
313	зависимости от	2	1
314	всякое понимание	1	1
315	здесь как	2	1
316	значения в	5	1
317	в ней	3	1
318	свою очередь	5	1
319	начало и	1	1
320	быть понято	2	1
321	на нем	1	1
322	он был	2	1
323	объекта изучения	1	1
324	оно ни	2	1
325	в различных	3	1
326	является таким	1	1
327	во всех	6	1
328	сознания а	1	1
329	как если	4	1
330	в ее	3	1
331	но как	2	1
332	а только	1	1
333	к которой	1	1
334	только тогда	1	1
335	быть сведена	1	1
336	или иное	1	1
337	теории высказывания	2	1
338	определяется не	2	1
339	же деле	3	1
340	же хотя	1	1
341	независимо от	2	1
342	его на	1	1
343	как в	1	1
344	данный момент	1	1
345	увидим далее	1	1
346	это единство	1	1
347	есть в	1	1
348	как нам	1	1
349	в противном	2	1
350	и наконец	1	1
351	данной сфере	1	1
352	более или	2	1
353	свое восприятие	1	1
354	искусство и	1	1
355	к конкретным	1	1
356	не изнутри	1	1
357	не приходится	1	1
358	с какой	1	1
359	что это	2	1
360	бы с	1	1
361	здесь имеется	1	1
362	исключительно в	1	1
363	учение о	3	1
364	в идеологическую	2	1
365	социального взаимодействия	1	1
366	мы наблюдаем	1	1
367	а вовсе	1	1
368	этот процесс	1	1
369	противном случае	2	1
370	силу и	1	1
371	приходят к	1	1
372	к миру	1	1
373	однако при	1	1
374	всех этих	1	1
375	не значит	1	1
376	или иному	1	1
377	в виде	2	1
378	не как	3	1
379	мысли как	1	1
380	языком и	1	1
381	из него	2	1
382	всех своих	1	1
383	без исключения	2	1
384	в основу	1	1
385	но все	1	1
386	этом последнем	2	1
387	здесь мы	3	1
388	что все	1	1
389	выражение и	2	1
390	же не	1	1
391	в состоянии	1	1
392	высказывания и	11	1
393	оно становится	2	1
394	высказывание в	8	1
395	ориентирована в	1	1
396	его в	7	1
397	ощущается как	2	1
398	заключается в	1	1
399	данный человек	1	1
400	языку не	1	1
401	мы постараемся	3	1
402	и тем	4	1
403	еще одно	1	1
404	национальный язык	1	1
405	этом мы	1	1
406	в них	1	1
407	единого и	1	1
408	с тем	1	1
409	видел в	1	1
410	он и	2	1
411	и религиозные	1	1
412	не поддающийся	1	1
413	реальность языка	1	1
414	остается в	1	1
415	в восприятии	1	1
416	и конец	1	1
417	или менее	2	1
418	в этих	3	1
419	все более	2	1
420	во время	1	1
421	сказать не	1	1
422	автором и	1	1
423	этой связи	4	1
424	и ее	4	1
425	в отношении	4	1
426	процессе его	2	1
427	к истории	1	1
428	свой смысл	1	1
429	в авторском	1	1
430	его анализ	1	1
431	него не	1	1
432	точку зрения	2	1
433	но он	1	1
434	с объективностью	1	1
435	общего языка	1	1
436	по крайней	2	1
437	в диалоге	2	1
438	далека от	1	1
439	речи в	10	1
440	оно само	1	1
441	возможно только	1	1
442	тому что	4	1
443	по мере	4	1
444	слова до	1	1
445	не менее	1	1
446	человека есть	1	1
447	находится не	2	1
448	работы на	1	1
449	мышление в	1	1
450	одна из	7	1
451	и остается	1	1
452	и авторской	1	1
453	было не	1	1
454	сознания как	1	1
455	на того	1	1
456	над их	1	1
457	научное мышление	1	1
458	это еще	1	1
459	для данной	3	1
460	из этой	1	1
461	однако если	1	1
462	ничего не	4	1
463	этих двух	1	1
464	такая же	1	1
465	ему и	1	1
466	ориентирован на	1	1
467	но это	1	1
468	эти три	1	1
469	для языка	1	1
470	слова о	4	1
471	не ее	1	1
472	мы и	1	1
473	в каком	3	1
474	с другом	1	1
475	мы встречаем	2	1
476	представляется нам	1	1
477	одно и	3	1
478	уже о	1	1
479	то о	1	1
480	разрыв между	2	1
481	к себе	1	1
482	понимаемого высказывания	1	1
483	числе и	1	1
484	его с	1	1
485	как для	1	1
486	оно не	1	1
487	особый тип	1	1
488	говорит о	1	1
489	языка по	1	1
490	голод в	1	1
491	но по	2	1
492	в лингвистике	1	1
493	но при	1	1
494	задают тон	1	1
495	а язык	1	1
496	нашей работы	3	1
497	говоря уже	1	1
498	как система	3	1
499	языка и	15	1
500	и внутреннее	1	1
501	то или	1	1
502	этой части	1	1
503	чтобы быть	1	1
504	лишь две	1	1
505	уже с	1	1
506	с языком	1	1
507	и исторически	1	1
508	тех лингвистических	1	1
509	на том	1	1
510	же касается	1	1
511	высказывание принадлежит	1	1
512	понимание и	1	1
513	сознания и	3	1
514	продукт социального	1	1
515	является в	2	1
516	в разных	1	1
517	образом в	1	1
518	собственную речь	1	1
519	с целым	1	1
520	об одном	2	1
521	приближается к	1	1
522	высказывания или	2	1
523	и т.д	4	1
524	в самой	1	1
525	смыслов и	1	1
526	это вполне	3	1
527	внимание на	1	1
528	слова как	2	1
529	живой язык	2	1
530	и что	1	1
531	его жизни	1	1
532	себя самого	2	1
533	они являются	3	1
534	сказать на	1	1
535	когда оно	1	1
536	эти два	1	1
537	мы ни	5	1
538	полноту и	1	1
539	читателя и	1	1
540	во всей	1	1
541	этом как	2	1
542	и только	1	1
543	крайней мере	2	1
544	соединении с	2	1
