N	2gram	Losev_Dial_2	VerxiiNi
1	и в	19	26
2	таким образом	4	22
3	с тем	2	18
4	в этом	8	15
5	вместе с	2	15
6	точки зрения	12	13
7	как бы	14	12
8	в том	14	11
9	из этих	1	10
10	не только	19	10
11	и с	5	10
12	может быть	20	10
13	связи с	4	9
14	в области	2	9
15	так как	14	9
16	но и	12	9
17	что в	7	9
18	но не	6	8
19	в общем	2	8
20	главным образом	1	8
21	с другой	5	8
22	и не	30	8
23	как на	1	8
24	но в	2	7
25	связанные с	1	7
26	но все	2	7
27	из них	3	7
28	том что	10	7
29	потому что	14	7
30	к нему	4	7
31	с одной	2	7
32	то что	14	7
33	одной стороны	1	7
34	того же	1	6
35	все же	4	6
36	все эти	2	6
37	в себе	15	6
38	всяком случае	2	6
39	с точки	8	6
40	к тому	2	6
41	так и	10	6
42	о том	5	6
43	в конце	2	6
44	что и	5	6
45	несмотря на	2	6
46	и потому	5	6
47	все это	4	6
48	мы должны	2	6
49	во всяком	2	6
50	сих пор	2	5
51	и к	7	5
52	тем чтобы	1	5
53	тому же	1	5
54	в силу	5	5
55	в мире	2	5
56	или менее	2	5
57	по крайней	9	5
58	не имеет	1	5
59	никогда не	9	5
60	с другом	1	5
61	образом в	1	5
62	в его	1	5
63	крайней мере	9	5
64	до сих	2	5
65	а не	16	5
66	к жизни	1	5
67	друг с	1	5
68	так же	2	5
69	более или	2	5
70	в котором	1	4
71	то же	12	4
72	в самом	5	4
73	в этой	3	4
74	и по	4	4
75	что все	1	4
76	он не	4	4
77	далеко не	1	4
78	попадает в	1	4
79	и тогда	3	4
80	в то	6	4
81	в нем	10	4
82	а в	4	4
83	что оно	4	4
84	и что	5	4
85	и только	4	4
86	только в	5	4
87	и вместе	1	4
88	ничем не	1	4
89	не может	9	4
90	из которых	1	4
91	в смысле	5	4
92	и от	3	4
93	в этих	3	4
94	во время	2	4
95	что он	6	4
96	в виде	2	4
97	же как	3	3
98	религии в	1	3
99	если в	2	3
100	к сожалению	2	3
101	в своем	4	3
102	и нет	2	3
103	когда он	1	3
104	и как	10	3
105	в которой	2	3
106	что это	10	3
107	так или	2	3
108	к достижению	1	3
109	и если	4	3
110	при этом	4	3
111	всегда и	1	3
112	подойти к	1	3
113	и при	2	3
114	тем не	2	3
115	не менее	3	3
116	как о	1	3
117	в других	1	3
118	и о	1	3
119	уже с	1	3
120	с самого	2	3
121	культуры и	2	3
122	на нее	1	3
123	ясно что	4	3
124	можно сказать	5	3
125	путь к	1	3
126	религиозной жизни	1	3
127	того что	6	3
128	но с	1	3
129	хотя бы	4	3
130	так что	7	3
131	уже не	3	3
132	что эти	2	3
133	в одном	4	3
134	к ним	1	3
135	случае не	1	3
136	и даже	14	3
137	или иначе	2	3
138	в связи	4	3
139	с этой	1	3
140	в результате	2	3
141	конце концов	1	3
142	в таком	4	3
143	точно так	1	3
144	не должны	1	2
145	связана с	2	2
146	и это	5	2
147	его не	2	2
148	мы имеем	3	2
149	надо было	1	2
150	жизни по	1	2
151	бы например	1	2
152	такое положение	1	2
