N	2gram	Vinokur_St_3	Istorich
1	и т	8	27
2	и в	25	26
3	т д	2	24
4	так же	1	18
5	т е	8	18
6	то что	12	16
7	не только	12	15
8	может быть	19	14
9	что в	19	14
10	но и	9	12
11	связь с	4	12
12	и пр	13	11
13	так и	5	10
14	таким образом	10	10
15	показывает что	3	10
16	и его	3	10
17	что он	19	10
18	при помощи	2	10
19	все же	4	9
20	его в	1	9
21	что и	1	9
22	так как	3	9
23	и не	10	9
24	то же	5	8
25	мы знаем	1	8
26	а в	6	8
27	мы имеем	5	7
28	в этом	24	7
29	он не	5	7
30	об этом	5	7
31	как и	4	7
32	в этих	11	7
33	во время	3	7
34	нас к	2	7
35	как в	6	7
36	что здесь	4	7
37	в качестве	4	7
38	и то	1	6
39	еще не	2	6
40	что они	2	6
41	как он	1	6
42	в плен	1	6
43	мы видели	1	6
44	могут быть	2	6
45	в дальнейшем	1	6
46	к нему	4	6
47	мы видим	4	6
48	потому что	5	6
49	а не	5	6
50	не может	7	6
51	вместе с	2	6
52	когда он	1	6
53	то это	1	5
54	но не	2	5
55	и как	1	5
56	но в	5	5
57	уже не	3	5
58	и только	2	5
59	и по	2	5
60	но все	2	5
61	в другом	3	5
62	и с	4	5
63	это не	7	5
64	к которым	1	5
65	не в	6	5
66	ничего не	4	5
67	и у	2	5
68	как мы	2	5
69	на нем	1	5
70	и здесь	3	5
71	и что	3	5
72	в его	12	5
73	раньше чем	3	5
74	в одном	1	5
75	у него	9	5
76	тем что	19	5
77	до сих	2	5
78	и др	4	5
79	в некоторых	3	5
80	из которых	4	5
81	сих пор	2	5
82	к этому	3	5
83	вопрос о	1	4
84	на себя	1	4
85	в числе	1	4
86	в которых	2	4
87	не просто	2	4
88	но он	3	4
89	не годится	1	4
90	интересно что	6	4
91	в своей	4	4
92	некоторых случаях	1	4
93	но эта	1	4
94	что этот	3	4
95	даже в	1	4
96	того как	1	4
97	же он	1	4
98	представляют собой	1	4
99	здесь не	1	4
100	так в	1	4
101	о том	8	4
102	которых можно	1	4
103	вовсе не	2	4
104	с другой	5	4
105	такое же	2	4
106	а по	2	4
107	все что	1	4
108	другой стороны	5	4
109	например в	4	3
110	из трех	1	3
111	не сразу	2	3
112	из этих	6	3
113	только тогда	2	3
114	к своей	2	3
115	относится к	4	3
116	в одной	2	3
117	его к	2	3
118	все эти	3	3
119	на то	5	3
120	и если	3	3
121	на его	4	3
122	что она	1	3
123	связанные с	1	3
124	он должен	1	3
125	работе о	1	3
126	что у	2	3
127	что ни	1	3
128	а затем	1	3
129	те же	1	3
130	должен был	2	3
131	не мог	2	3
132	том что	15	3
133	в связь	1	3
134	и при	1	3
135	и более	3	3
136	что эта	2	3
137	не имеет	2	3
138	на котором	2	3
139	на него	1	3
140	в русской	6	3
141	плен и	1	3
142	связи с	3	3
143	и он	1	3
144	в образе	1	3
145	на вопрос	3	3
146	а также	4	3
147	это приводит	1	3
148	в том	20	3
149	только в	6	3
150	как нечто	1	3
151	и других	2	3
152	связан с	3	3
153	а именно	1	3
154	попадает в	3	3
155	не на	2	3
156	в свете	1	3
157	о чем	1	3
158	там где	1	3
159	что мы	3	3
160	в данном	1	3
161	наряду с	1	3
162	как бы	6	3
163	по существу	1	3
164	или в	2	3
165	для нас	1	3
166	но это	4	3
167	только что	2	3
168	своего отца	1	3
169	является и	1	3
170	к этой	2	3
171	и другие	1	3
172	начинается с	1	2
173	мы здесь	1	2
174	он может	2	2
175	не хочет	1	2
176	должна быть	1	2
177	видеть в	1	2
178	и за	2	2
179	а как	4	2
180	связана с	4	2
181	ему в	1	2
182	в некотором	1	2
