N	3gram	Losev_Prob_2	Hudozhes
1	о том что	14	9
2	в то же	4	8
3	в том что	4	6
4	в самом деле	2	4
5	можно было бы	2	4
6	в этом отношении	1	3
7	в связи с	5	3
8	та или иная	2	3
9	тем не менее	12	3
10	и т д	6	3
11	том что в	2	2
12	в тот момент	1	2
13	только потому что	1	2
14	о том как	1	2
15	того или иного	5	2
16	только в том	4	2
17	до сих пор	4	2
18	то и другое	1	2
19	ту или иную	1	2
20	не только в	2	2
21	это прежде всего	1	2
22	так или иначе	6	2
23	в этих словах	1	2
24	так и от	1	2
25	связи с этим	2	2
26	не может быть	3	2
27	несет на себе	1	2
28	на то что	4	2
29	каждого из нас	1	2
30	на то чтобы	1	2
31	на том что	1	1
32	не может не	1	1
33	может претендовать на	1	1
34	в чистом виде	3	1
35	что она не	1	1
36	а в конце	1	1
37	не знает ни	1	1
38	на самом деле	2	1
39	как нам кажется	1	1
40	относится и к	1	1
41	в этом смысле	5	1
42	отличаются друг от	1	1
43	то же самое	5	1
44	что ведь и	1	1
45	одной стороны и	3	1
46	речь не о	1	1
47	вопросе о том	1	1
48	же как и	1	1
49	потому что не	1	1
50	может быть только	2	1
51	и в этом	3	1
52	в таком случае	10	1
53	том случае если	1	1
54	и в то	1	1
55	с самого начала	2	1
56	сами по себе	2	1
57	более или менее	4	1
58	тем более у	1	1
59	по своему содержанию	1	1
60	на самом же	1	1
61	что на этом	1	1
62	к тому чтобы	1	1
63	в данное время	2	1
64	по преимуществу к	1	1
65	ничего не знаем	1	1
66	своими корнями в	1	1
67	несмотря на то	1	1
68	является не чем	1	1
69	в том случае	2	1
70	тому и другому	1	1
71	в узком смысле	1	1
72	не чем иным	1	1
73	содержит в себе	2	1
74	в противоречие с	1	1
75	не потому что	1	1
76	в конце концов	7	1
77	они все еще	1	1
78	только один из	1	1
79	тот и другой	1	1
80	так и в	1	1
81	имеет ничего общего	2	1
82	по нашему мнению	1	1
83	думать о том	1	1
84	требует для себя	2	1
85	во всяком случае	10	1
86	то ни другое	1	1
87	уходит своими корнями	1	1
88	не только на	1	1
89	самом же деле	1	1
90	не имеет ничего	2	1
91	в свое время	1	1
92	а в том	1	1
93	в данном случае	5	1
94	как будто бы	5	1
95	чем иным как	1	1
96	узком смысле слова	1	1
97	сознания так и	1	1
98	то что мы	7	1
99	ничего общего с	2	1
100	не только не	2	1
101	но все же	1	1
102	того что он	1	1
103	друг от друга	2	1
104	если бы не	3	1
105	ни то ни	1	1
106	мы не знаем	1	1
107	с одной стороны	5	1
108	во многих отношениях	1	1
109	наше внимание на	1	1
110	на первый взгляд	1	1
111	в аспекте их	1	1
112	пока еще не	4	1
