N	2gram	Tiupa_Disk_2	Psycholo
1	то что	5	37
2	и в	16	30
3	в том	8	27
4	что в	5	24
5	и что	1	23
6	потому что	4	23
7	том что	10	21
8	таким образом	1	20
9	как бы	4	19
10	что он	2	17
11	не только	10	16
12	в этом	16	14
13	в самом	1	14
14	то есть	12	13
15	в сущности	1	12
16	с одной	4	12
17	одной стороны	4	12
18	вместе с	2	12
19	может быть	16	11
20	как на	3	11
21	о том	4	10
22	и то	4	9
23	никогда не	2	9
24	с другой	5	9
25	для этого	1	9
26	не может	9	9
27	сказать что	1	9
28	самом деле	1	8
29	мы имеем	2	8
30	на деле	1	8
31	он должен	1	8
32	при этом	17	8
33	не в	3	8
34	к тому	1	8
35	и это	2	8
36	того что	1	8
37	а не	14	8
38	могут быть	3	8
39	то же	6	7
40	но не	7	7
41	все же	6	7
42	и как	3	7
43	в нем	7	7
44	точки зрения	4	7
45	в основе	4	7
46	действующих лиц	1	7
47	как это	1	7
48	в своем	5	6
49	на этом	1	6
50	как и	16	6
51	никак не	1	6
52	и его	3	6
53	как будто	3	6
54	и здесь	1	6
55	двух противоположных	1	6
56	тем что	1	6
57	но и	11	6
58	именно в	2	6
59	мы все	1	6
60	и не	15	6
61	и для	2	6
62	жизни и	3	6
63	в искусстве	1	6
64	и есть	1	5
65	еще не	6	5
66	о смерти	1	5
67	ответ на	1	5
68	когда он	1	5
69	в себе	19	5
70	в целом	2	5
71	в этой	4	5
72	несмотря на	1	5
73	но в	11	5
74	сводится к	2	5
75	в новелле	1	5
76	один из	1	5
77	только в	3	5
78	а с	5	5
79	другой стороны	2	5
80	в своих	6	5
81	в ней	2	4
82	стороны и	2	4
83	есть не	1	4
84	в них	3	4
85	в своей	6	4
86	из которых	1	4
87	и именно	1	4
88	как она	1	4
89	заключает в	2	4
90	указывает на	1	4
91	мысль о	3	4
92	действия и	1	4
93	на примере	2	4
94	внимание на	1	4
95	в его	3	4
96	на одном	1	4
97	только на	1	4
98	содержания и	1	4
99	содержание и	1	4
100	прежде всего	7	4
101	там где	1	4
102	в частности	12	4
103	о чем	2	4
104	именно это	1	4
105	в результате	2	4
106	и все	3	4
107	а в	2	4
108	не есть	1	4
109	художественного произведения	1	3
110	той же	2	3
111	мы не	1	3
112	из того	1	3
113	и на	5	3
114	события в	1	3
115	в ее	1	3
116	как в	8	3
117	и наконец	3	3
118	в которой	1	3
119	из этих	3	3
120	он не	3	3
121	состоит в	16	3
122	не как	1	3
123	в силу	1	3
124	что ни	2	3
125	одно и	2	3
126	человека в	4	3
127	в другом	3	3
128	об этом	1	3
129	это не	3	3
130	ни в	7	3
131	в этих	3	3
132	где мы	1	3
133	бы мы	1	3
134	вопрос о	1	3
135	вовсе не	1	3
136	с теми	1	3
137	самого начала	1	3
138	одна из	1	3
139	онегина и	1	3
140	этом отношении	4	3
141	не могут	1	3
142	данном случае	6	3
143	с самого	1	3
144	так в	1	3
145	так и	9	3
146	времени и	2	3
147	остановимся на	1	3
148	что и	2	3
149	и только	1	3
150	чем это	1	3
151	так что	1	3
152	для него	5	3
153	в состоянии	1	3
154	из двух	3	3
155	что на	2	3
156	со стороны	10	3
157	эти две	1	3
158	и между	1	3
159	чем у	1	3
160	на этот	1	3
161	и составляет	1	3
162	в данном	7	3
163	в той	2	3
164	действие и	2	3
165	героя в	5	3
166	формы и	1	3
167	имеет место	1	3
168	это в	2	3
169	к этому	4	3
170	же как	2	2
171	того же	2	2
172	это и	1	2
173	к другому	1	2
174	отношения между	2	2
175	по преимуществу	2	2
176	и до	1	2
177	должна быть	2	2
178	с таким	2	2
179	он как	1	2
180	но она	3	2
181	собой в	1	2
182	он был	1	2
183	с его	6	2
184	во всех	1	2
185	действующее лицо	1	2
186	по отношению	4	2
187	с совершенно	1	2
188	отличие от	12	2
189	и надежды	1	2
190	друг от	1	2
191	в одной	1	2
192	от друга	1	2
193	перед нами	3	2
194	в противоположность	5	2
195	ни один	1	2
196	все эти	3	2
197	в нашем	1	2
198	к самому	1	2
199	однако эта	1	2
200	в басне	3	2
201	качестве своего	1	2
202	одной и	1	2
203	и следовательно	1	2
204	но все	1	2
205	совпадают с	1	2
206	и с	2	2
207	в глазах	1	2
208	из них	3	2
209	только о	1	2
210	должно быть	2	2
211	и того	3	2
212	одного и	3	2
213	энергии в	1	2
214	на первый	2	2
215	как все	2	2
216	в котором	3	2
217	с точки	2	2
218	в отличие	12	2
219	в которых	1	2
220	всякий раз	2	2
221	и той	1	2
222	любви и	1	2
223	в то	5	2
224	дело в	2	2
225	того как	1	2
226	к этим	1	2
227	своего героя	1	2
228	чем не	2	2
229	и так	1	2
230	в полной	1	2
231	во всем	1	2
232	со своим	2	2
233	все то	1	2
234	отличается от	1	2
235	должен быть	1	2
236	в себя	2	2
237	говорится что	1	2
238	приводит к	3	2
239	не с	2	2
240	еще в	3	2
241	и даже	1	2
242	ничего не	1	2
243	или иной	3	2
244	строго говоря	1	2
245	и герой	1	2
246	можно сказать	3	2
247	романа как	1	2
248	в форме	1	2
249	слов и	1	2
250	быть и	1	2
251	мы вместе	1	2
252	в качестве	16	2
253	его с	1	2
254	не дает	1	2
255	в одном	4	2
256	это по	1	2
257	представляют собой	1	2
258	с той	2	2
259	себя и	1	2
260	до конца	1	2
261	в рассказе	4	2
262	именно поэтому	1	2
263	исходя из	1	2
264	с этой	1	2
265	этом случае	2	2
266	все это	2	2
267	что касается	1	2
268	не является	4	2
269	от той	1	2
270	лицо и	1	2
271	той или	3	2
272	и ни	1	2
273	же в	1	2
274	для читателя	1	2
275	в романе	1	2
276	между ними	1	2
277	не знает	3	2
278	бы его	1	2
279	из этого	1	2
280	повести белкина	2	2
281	во внешнем	1	2
282	себе не	1	2
283	нас не	1	2
284	самых общих	1	1
285	речь идет	1	1
286	одним из	1	1
287	например в	3	1
288	переходит к	1	1
289	в такой	1	1
290	идет о	2	1
291	чего не	3	1
292	на две	1	1
293	др в	1	1
294	раньше еще	1	1
295	и могут	1	1
296	в повестях	2	1
297	еще на	1	1
298	для своего	1	1
299	героя но	1	1
300	в лирическую	1	1
301	в каждый	1	1
302	благодаря тому	1	1
303	только это	1	1
304	своему герою	1	1
305	при сохранении	1	1
306	начала в	1	1
307	столь же	3	1
308	в чем	1	1
309	автора есть	1	1
310	в сюжете	1	1
311	возможность иного	3	1
312	как система	1	1
313	самому герою	1	1
314	легко может	2	1
315	точка зрения	1	1
316	к которой	2	1
317	если в	1	1
318	эта особенность	1	1
319	отношение к	2	1
320	героиня и	1	1
321	лица с	1	1
322	тут же	2	1
323	не просто	1	1
324	из важнейших	2	1
325	образ смерти	1	1
326	от содержания	1	1
327	первых двух	1	1
328	еще и	1	1
329	хотя и	1	1
330	о силе	1	1
331	характер как	2	1
332	себе как	1	1
333	жизнь как	1	1
334	представляет собой	11	1
335	из той	1	1
336	большей части	2	1
337	ни одна	1	1
338	частности на	1	1
339	так сказать	1	1
340	задний план	1	1
341	в поэтике	1	1
342	время и	1	1
343	но именно	1	1
344	о которой	1	1
345	не к	2	1
346	в предыдущих	1	1
347	из виду	3	1
348	по своему	1	1
349	эстетического переживания	1	1
350	его от	1	1
351	образа и	1	1
352	не бывает	1	1
353	и наоборот	1	1
354	в нескольких	1	1
355	подход к	3	1
356	мы его	1	1
357	и может	3	1
358	сознание и	1	1
359	различие между	1	1
360	самого автора	1	1
361	она оказывается	1	1
362	полной мере	1	1
363	же человека	1	1
364	того или	1	1
365	не соответствует	1	1
366	в жизни	1	1
367	и смерти	1	1
368	но уже	2	1
369	далеко не	2	1
370	пребывает в	1	1
371	первые два	1	1
372	и вне	1	1
373	жизни но	3	1
374	проявляется в	3	1
375	со всей	1	1
376	которую он	1	1
377	между романом	1	1
378	о герое	1	1
379	и композиционного	1	1
380	человеком и	1	1
381	самого героя	1	1
382	жизни с	1	1
383	не менее	7	1
384	одном из	3	1
385	в опыте	1	1
386	где герой	3	1
387	страха и	1	1
388	данного речевого	1	1
389	по крайней	1	1
390	повести в	1	1
391	речи в	2	1
392	их в	2	1
393	необходимо чтобы	1	1
394	не имеющего	1	1
395	раскрывается перед	1	1
396	даже в	1	1
397	проистекает из	1	1
398	при всех	1	1
399	вплоть до	1	1
400	но они	1	1
401	до известной	1	1
402	все три	1	1
403	она не	1	1
404	из нас	1	1
405	на него	1	1
406	у пушкина	2	1
407	в процессе	1	1
408	в русской	3	1
409	которого он	1	1
410	в самых	1	1
411	пока еще	2	1
412	это еще	2	1
413	взглядом на	1	1
414	того и	2	1
415	на язык	1	1
416	в разных	1	1
417	обратим внимание	1	1
418	всего на	1	1
419	преимущественно на	1	1
420	к ней	1	1
421	что лирика	1	1
422	с достаточной	1	1
423	не принадлежит	1	1
424	исходный пункт	1	1
425	каждый день	1	1
426	в области	2	1
427	ему не	1	1
428	перед ним	1	1
429	ни о	1	1
430	возникает из	1	1
431	к себе	1	1
432	и другой	1	1
433	в других	1	1
434	в стихотворении	1	1
435	в применении	1	1
436	более не	1	1
437	события так	1	1
438	с ее	2	1
439	в некоторых	1	1
440	здесь не	2	1
441	рассматривать как	1	1
442	и от	1	1
443	в собственном	1	1
444	только то	1	1
445	ее жизнь	1	1
446	что стихотворение	1	1
447	и каждый	1	1
448	сказано выше	1	1
449	своего происхождения	1	1
450	высокое и	1	1
451	быть выведена	1	1
452	и неожиданный	1	1
453	о нем	1	1
454	часто и	1	1
455	другом месте	1	1
456	и т.д	1	1
457	всем протяжении	1	1
458	имеем дело	1	1
459	говорит об	2	1
460	означает не	2	1
461	основе своей	2	1
462	в значительной	1	1
463	этом заключается	1	1
464	там же	2	1
465	к художественной	1	1
466	и во	1	1
467	в конечном	1	1
468	нас в	1	1
469	в переживании	2	1
470	между тем	2	1
471	русской литературе	2	1
472	крайней мере	1	1
473	ночью в	1	1
474	старости и	1	1
475	является результатом	1	1
476	который бы	1	1
477	не зная	1	1
478	которое было	1	1
479	поэтических форм	1	1
480	не о	2	1
481	всякое произведение	1	1
482	одной из	1	1
483	в какой	1	1
484	быть признаны	1	1
485	отказ от	1	1
486	мнения из	1	1
487	к их	2	1
488	то в	1	1
489	поэтому и	1	1
490	и ее	3	1
491	отношении эти	1	1
492	с которыми	1	1
493	себя в	6	1
494	его жизнь	1	1
495	оказывается в	1	1
496	на всем	1	1
497	уже не	3	1
498	еще одно	1	1
499	поэтике он	1	1
500	в поэзии	1	1
501	отношении на	1	1
502	по выражению	1	1
503	конечном счете	1	1
504	конструктивное значение	1	1
505	и их	1	1
506	могло бы	1	1
507	тем как	1	1
508	каждый из	1	1
509	произведение не	1	1
510	как при	1	1
511	к той	1	1
512	позволить себе	1	1
513	были бы	1	1
514	не были	1	1
515	а стало	1	1
516	ней и	1	1
517	и т.п	12	1
518	которые присущи	1	1
519	как у	1	1
520	и героиня	1	1
521	совпадает с	2	1
522	на чем	1	1
523	и др	1	1
524	превращается в	1	1
525	не было	3	1
526	стало быть	1	1
527	его как	1	1
528	не то	1	1
529	для романа	1	1
530	речи и	1	1
531	в одно	1	1
532	решительно не	1	1
533	в аристотелевском	1	1
534	на смерть	1	1
535	оказывается не	2	1
536	места для	1	1
537	места где	1	1
538	внешнем мире	1	1
539	требует от	1	1
540	не замечали	1	1
541	на примерах	1	1
542	ослабляет и	1	1
543	применении к	1	1
544	тому как	2	1
545	что же	2	1
546	и там	1	1
547	это напоминает	1	1
548	да и	1	1
549	самой высокой	1	1
550	иначе говоря	3	1
551	может служить	1	1
552	в контексте	3	1
553	есть оно	1	1
554	тенденцию к	1	1
555	но это	3	1
556	ни для	4	1
557	своего исследования	1	1
558	но для	1	1
559	или по	2	1
560	здесь в	3	1
561	ближе к	1	1
562	себя с	2	1
563	всего в	1	1
564	известной степени	1	1
565	указать на	2	1
566	с которого	1	1
567	в пределе	3	1
568	конечно же	1	1
569	которая в	2	1
570	гораздо менее	2	1
571	выдвигается на	1	1
572	же к	1	1
573	еще более	1	1
574	ни к	5	1
575	будто бы	1	1
576	я в	5	1
577	романа и	2	1
578	ним он	1	1
579	но всегда	1	1
580	романом и	3	1
581	мы в	1	1
582	может и	2	1
583	выведена из	1	1
584	возможно более	1	1
585	равно как	1	1
586	к его	4	1
587	жизни а	3	1
588	почему он	1	1
589	а герой	2	1
590	или иного	2	1
591	отношению к	4	1
592	имеет не	1	1
593	к числу	1	1
594	строится на	1	1
595	своих частей	1	1
596	она всецело	1	1
597	это ощущение	1	1
598	можно назвать	4	1
599	во всяком	1	1
