N	4gram	Trubetskoy_1	Russkaja
1	в то же время	2	10
2	в том случае если	4	3
3	и в том и	1	2
4	возможно лишь при условии	1	2
5	только в том случае	1	2
6	совершенно таким же образом	1	2
7	то это потому что	1	2
8	о котором идет речь	5	2
9	том и в другом	1	2
10	лишь в том случае	2	2
11	в том и в	1	2
12	и в другом случае	1	2
13	наивно уверены в том	1	1
14	принадлежит признается им самой	1	1
15	и по сие время	1	1
16	его семья его сословие	1	1
17	поэтому всякая естественная группа	1	1
18	но не подлежит сомнению	1	1
19	из всех существ из	1	1
20	других существ то которое	1	1
21	всегда столь наивно уверены	1	1
22	центром вселенной венцом создания	1	1
23	таким образом оказывается что	1	1
24	были всегда столь наивно	1	1
25	совершенным из всех существ	1	1
26	свою культуру общечеловеческой цивилизацией	1	1
27	а то которое дальше	1	1
28	и с точки зрения	1	1
29	ярко выраженной эгоцентрической психологией	1	1
30	одного и того же	3	1
31	к нему ближе более	1	1
32	дело в том что	1	1
33	люди что называли себя	1	1
34	есть ничто иное как	1	1
35	этот человек принадлежит признается	1	1
36	столь наивно уверены в	1	1
37	более на него похоже	1	1
38	человек с ярко выраженной	1	1
39	него хуже поэтому всякая	1	1
40	от него хуже поэтому	1	1
41	в том числе и	1	1
42	друг с другом все	1	1
43	себя центром вселенной венцом	1	1
44	именно с точки зрения	1	1
45	лучше всех остальных подобных	1	1
46	лучше а то которое	1	1
47	создания лучшим наиболее совершенным	1	1
48	человек принадлежит признается им	1	1
49	всех существ из двух	1	1
50	человечеством свою культуру общечеловеческой	1	1
51	в том виде как	1	1
52	культуру общечеловеческой цивилизацией и	1	1
53	то которое к нему	1	1
54	в том что только	1	1
55	мы уже знаем что	1	1
56	считает себя центром вселенной	1	1
57	группа существ к которой	1	1
58	и не может быть	1	1
59	общечеловеческой цивилизацией и наконец	1	1
60	признается им самой совершенной	1	1
61	уверены в том что	1	1
62	существ из двух других	1	1
63	например тот факт что	1	1
64	дальше отстоит от него	1	1
65	которой этот человек принадлежит	1	1
66	что только они люди	1	1
67	что ни одна из	1	1
68	бы то ни было	2	1
69	естественная группа существ к	1	1
70	к которой он принадлежит	1	1
71	нечего и говорить что	3	1
72	древних галлов и германцев	1	1
73	и более или менее	1	1
74	к которой этот человек	1	1
75	вселенной венцом создания лучшим	1	1
76	племя его раса лучше	1	1
77	наиболее совершенным из всех	1	1
78	существ к которой этот	1	1
79	не трудно видеть что	1	1
80	что называли себя человечеством	1	1
81	мы говорили в начале	1	1
82	на него похоже лучше	1	1
83	эгоцентрической психологией бессознательно считает	1	1
84	его раса лучше всех	1	1
85	том что только они	1	1
86	мы уже указали выше	1	1
87	только с точки зрения	1	1
88	самой совершенной его семья	1	1
89	его племя его раса	1	1
90	на то что для	1	1
91	психологией бессознательно считает себя	1	1
92	которых мы говорили выше	3	1
93	него похоже лучше а	1	1
94	лучшим наиболее совершенным из	1	1
95	раса лучше всех остальных	1	1
96	с ярко выраженной эгоцентрической	1	1
97	семья его сословие его	1	1
98	а в том что	1	1
99	как бы то ни	2	1
100	всех остальных подобных им	1	1
101	то которое дальше отстоит	1	1
102	ближе более на него	1	1
103	которое к нему ближе	1	1
104	заключается в том что	2	1
105	им самой совершенной его	1	1
106	похоже лучше а то	1	1
107	отстоит от него хуже	1	1
108	всякая естественная группа существ	1	1
109	о которых мы говорили	3	1
110	сходные друг с другом	1	1
111	хуже поэтому всякая естественная	1	1
112	называли себя человечеством свою	1	1
113	существ то которое к	1	1
114	двух других существ то	1	1
115	бессознательно считает себя центром	1	1
116	говорили в начале этой	1	1
117	также и то что	1	1
118	нему ближе более на	1	1
119	несмотря на то что	2	1
120	выраженной эгоцентрической психологией бессознательно	1	1
121	тем сильнее чем сильнее	1	1
122	совершенной его семья его	1	1
123	аспекта одного и того	1	1
124	в этом и состоит	1	1
125	то придется признать что	1	1
126	только они люди что	1	1
127	в каждый данный момент	3	1
128	они люди что называли	1	1
129	романогерманцы были всегда столь	1	1
130	из двух других существ	1	1
131	венцом создания лучшим наиболее	1	1
132	заключает в себе всегда	1	1
133	о которых идет речь	3	1
134	которое дальше отстоит от	1	1
135	и говорить что в	1	1
136	себя человечеством свою культуру	1	1
