N	3gram	Bakhtin_Pr_4	Dialekti
1	с точки зрения	9	14
2	не может быть	8	6
3	в самом деле	4	5
4	сам по себе	3	5
5	о том что	2	5
6	сама по себе	2	4
7	как раз и	3	3
8	сами по себе	2	3
9	даже и не	1	3
10	с одной стороны	1	3
11	в том что	2	3
12	то что мы	1	3
13	как и в	3	3
14	ровно ничего не	1	3
15	хотя и не	2	2
16	как и все	4	2
17	но они не	1	2
18	одно и то	1	2
19	и есть подлинная	1	2
20	так же как	1	2
21	и то же	1	2
22	с другой стороны	3	2
23	во всяком случае	1	2
24	только на то	1	2
25	иметь в виду	1	2
26	той или иной	2	2
27	к тому что	1	2
28	ну а что	1	2
29	к тому же	1	2
30	так или иначе	1	2
31	одна из самых	1	2
32	может быть или	1	1
33	и относятся к	1	1
34	в этом его	1	1
35	на ту же	1	1
36	а следовательно и	2	1
37	бытия и небытия	1	1
38	в виду что	1	1
39	имеем в виду	3	1
40	мы уже сказали	2	1
41	и даже не	1	1
42	как точка зрения	1	1
43	одной стороны и	1	1
44	друг против друга	1	1
45	же как и	1	1
46	до сих пор	8	1
47	и не может	7	1
48	так что и	1	1
49	что мы имеем	1	1
50	и в то	1	1
51	друг на друга	2	1
52	о себе самом	3	1
53	того и другого	2	1
54	и во всех	1	1
55	это вовсе не	2	1
56	относится только к	1	1
57	ну да что	1	1
58	что для другого	1	1
59	в данном случае	1	1
60	не о том	1	1
61	у нее нет	1	1
62	и не вполне	1	1
63	и без всякого	1	1
64	ни на что	1	1
65	так как мы	1	1
66	не есть конечно	1	1
67	это конечно не	1	1
68	ту же тему	2	1
69	если же они	1	1
70	лишь тогда когда	1	1
71	не менее чем	1	1
72	более или менее	3	1
73	мыслить и говорить	1	1
74	то же время	5	1
75	которые сами по	1	1
76	в одном из	2	1
77	мы имеем в	3	1
78	том что все	1	1
79	уже сама по	1	1
80	в то же	5	1
81	в связи с	1	1
82	со всеми ее	1	1
83	с первым и	1	1
84	все это не	1	1
85	и понимает ее	2	1
