N	3gram	Medvedev_F_2	OGranits
1	с точки зрения	7	5
2	не может быть	10	4
3	что иное как	1	2
4	в самом деле	5	2
5	в зависимости от	3	2
6	языка как системы	1	2
7	не чем иным	1	2
8	в данном случае	1	2
9	с одной стороны	1	2
10	с другой стороны	3	2
11	того или иного	4	2
12	ничего общего с	1	2
13	есть не что	1	2
14	чем иным как	1	2
15	с самого начала	2	2
16	не что иное	1	2
17	в том что	2	2
18	один и тот	1	1
19	самый предмет исследования	1	1
20	в шкловского и	1	1
21	к истории литературы	1	1
22	что в основе	1	1
23	чем же объясняется	1	1
24	иметь в виду	1	1
25	а вовсе не	1	1
26	в виду что	1	1
27	гоголь и достоевский	1	1
28	более или менее	1	1
29	равно как и	1	1
30	лишь в процессе	1	1
31	формальный метод в	2	1
32	на самом деле	3	1
33	говорить не приходится	2	1
34	и в некоторых	1	1
35	нам кажется что	1	1
36	в процессе взаимодействия	1	1
37	связана с проблемой	1	1
38	в методологической позиции	1	1
39	и не может	3	1
40	же время в	1	1
41	можно говорить о	1	1
42	в отличие от	2	1
43	отметить еще одну	1	1
44	не было бы	1	1
45	только то что	1	1
46	в этом отношении	7	1
47	в собственном смысле	1	1
48	может быть и	3	1
49	в системе языка	1	1
50	конструкции поэтического произведения	1	1
51	ни о какой	2	1
52	является не чем	1	1
53	то или иное	1	1
54	по себе а	2	1
55	вместе с ними	1	1
56	в своей статье	3	1
57	в школе фосслера	1	1
58	только и может	2	1
59	в узком смысле	1	1
60	мы полагаем что	1	1
61	для того чтобы	3	1
62	в особенности в	1	1
63	материалом для исследования	1	1
64	вряд ли вообще	1	1
65	и в его	1	1
66	и тот же	1	1
67	иным как попыткой	1	1
68	не входит в	2	1
69	быть и речи	3	1
70	тем не менее	1	1
71	слов и в	1	1
72	в связи с	10	1
73	а не как	1	1
74	чуть ли не	1	1
75	вопрос отвечают ли	1	1
76	так и для	1	1
77	прежде всего в	2	1
78	себе а лишь	1	1
79	своей статье о	2	1
80	что же такое	1	1
81	теории поэтического языка	2	1
82	не имеет и	1	1
83	только в связи	1	1
84	таким образом ритм	1	1
85	то же время	5	1
86	еще одну особенность	1	1
87	становится чуть ли	1	1
88	но тем не	1	1
89	мы не можем	1	1
90	к предмету но	1	1
91	таким образом мы	1	1
92	она ни была	3	1
93	хотя бы в	3	1
94	но в то	1	1
95	широком понимании этого	1	1
96	но что же	1	1
97	в то же	5	1
98	превращения его в	1	1
99	к тому что	2	1
100	в предисловии к	2	1
101	поставить вопрос отвечают	1	1
102	в последнем счете	1	1
103	как и в	1	1
104	в поэзии в	1	1
105	роковую роль в	1	1
