N	2gram	Losev_Dial_2	Tvorches
1	у достоевского	1	30
2	и в	19	20
3	и т	17	13
4	не только	19	13
5	т д	15	11
6	никогда не	9	11
7	как бы	14	11
8	таким образом	4	10
9	в то	6	10
10	в его	1	10
11	достоевского в	1	9
12	и его	5	9
13	и не	30	9
14	при этом	4	8
15	и с	5	8
16	в том	14	8
17	может быть	20	8
18	в этом	8	8
19	прежде всего	8	8
20	но и	12	8
21	то же	12	7
22	это не	10	7
23	же время	5	7
24	потому что	14	7
25	не может	9	7
26	братьях карамазовых	1	7
27	что в	7	7
28	в целом	1	6
29	в братьях	1	6
30	как и	10	6
31	в своей	8	6
32	что он	6	6
33	так и	10	6
34	в конце	2	6
35	у него	1	6
36	именно в	2	6
37	а не	16	6
38	все это	4	6
39	например в	2	5
40	еще не	4	5
41	и на	1	5
42	но не	6	5
43	все же	4	5
44	в этой	3	5
45	если он	1	5
46	в мире	2	5
47	о том	5	5
48	и даже	14	5
49	но это	7	5
50	так же	2	5
51	мы не	1	4
52	все эти	2	4
53	что они	6	4
54	отнюдь не	6	4
55	как в	2	4
56	когда он	1	4
57	но в	2	4
58	не в	8	4
59	в дальнейшем	1	4
60	на его	2	4
61	что она	14	4
62	в принципе	1	4
63	что у	2	4
64	об этом	3	4
65	показывает что	1	4
66	года и	1	4
67	ничего не	3	4
68	в чем	3	4
69	мы видим	2	4
70	в душе	7	4
71	а в	4	4
72	и потому	5	4
73	и от	3	4
74	том что	10	4
75	же как	3	3
76	и отчасти	1	3
77	человека и	2	3
78	самой своей	1	3
79	он сам	1	3
80	в одной	4	3
81	в себе	15	3
82	в нем	10	3
83	он не	4	3
84	у пушкина	2	3
85	в образе	1	3
86	я бы	1	3
87	его в	3	3
88	и мы	3	3
89	но уже	1	3
90	в самом	5	3
91	в котором	1	3
92	в их	2	3
93	тем что	2	3
94	одна из	1	3
95	и это	5	3
96	мифа в	4	3
97	быть может	1	3
98	с ним	4	3
99	до сих	2	3
100	любви к	1	3
101	между тем	2	3
102	уже не	3	3
103	у нее	1	3
104	так как	14	3
105	то что	14	3
106	как у	1	3
107	и др	1	3
108	что не	6	3
109	превращается в	1	3
110	вместе с	2	3
111	с этой	1	3
112	сих пор	2	3
113	нет ничего	1	3
114	но зато	1	3
115	по самой	1	3
116	д в	1	3
117	в своих	2	3
118	в таком	4	3
119	как известно	2	2
120	неотделима от	1	2
121	не должны	1	2
122	таком случае	3	2
123	самом деле	4	2
124	от этой	1	2
125	и есть	4	2
126	по преимуществу	1	2
127	он всегда	2	2
128	по европе	1	2
129	говорить о	5	2
130	со своими	1	2
131	я не	6	2
132	и он	1	2
133	в ее	4	2
134	они имеют	1	2
135	воздействие на	1	2
136	тут же	4	2
137	нет и	1	2
138	во многом	1	2
139	во что	1	2
140	так что	7	2
141	в истории	2	2
142	и поэтому	1	2
143	но эта	1	2
144	в которой	2	2
145	из жизни	1	2
146	т п	2	2
147	тому же	1	2
148	во многих	1	2
149	но ведь	2	2
150	так сказать	1	2
151	и если	4	2
152	а скорее	1	2
153	сердце и	1	2
154	и сколько	1	2
155	и по	4	2
156	говорил что	2	2
157	при помощи	1	2
158	известно что	1	2
159	и еще	1	2
160	личности это	3	2
161	что я	2	2
162	их в	2	2
163	что этот	3	2
164	не менее	3	2
165	как о	1	2
166	на него	2	2
167	на землю	1	2
168	другой стороны	4	2
169	что на	2	2
170	однако это	2	2
171	и далее	1	2
172	личности в	8	2
173	могут быть	4	2
174	опираясь на	1	2
175	более не	1	2
176	же не	3	2
177	приводит к	1	2
178	только через	2	2
179	биографии и	1	2
180	познания и	1	2
181	и что	5	2
182	не стоит	1	2
183	и только	4	2
184	крайней мере	9	2
185	всяком случае	2	2
186	все время	3	2
187	в которую	1	2
188	в литературе	1	2
189	к которому	1	2
190	д и	2	2
191	с ними	2	2
192	только в	5	2
193	и ее	1	2
194	не мешает	5	2
195	точка зрения	1	2
196	себя в	2	2
197	уже в	4	2
198	в виде	2	2
199	на ней	1	2
200	или даже	1	2
201	из них	3	2
202	его и	1	2
203	в одном	4	2
204	вовсе не	13	2
205	друг друга	1	2
206	отличие от	1	2
207	с другим	1	2
208	с другой	5	2
209	не было	3	2
210	зависит от	2	2
211	по крайней	9	2
212	и вообще	6	2
213	в частности	2	2
214	начиная с	1	2
215	не знал	1	2
216	к жизни	1	2
217	несравненно более	1	2
218	и эстетика	2	2
219	образ и	1	2
220	можно принять	1	2
221	только для	1	2
222	и тогда	3	2
223	это уже	2	2
224	в основе	1	2
225	видим в	1	2
226	это все	2	2
227	к самому	1	2
228	но если	1	2
229	из этого	1	2
230	но эти	1	2
231	а я	2	2
232	в искусстве	2	2
233	уже после	1	2
234	по причине	1	2
235	во всяком	2	2
236	от личности	5	1
237	речь идет	1	1
238	в сфере	2	1
239	как его	1	1
240	связана с	2	1
241	не остается	1	1
