N	2gram	Bakhtin_Fr_6	StatiiOP
1	и в	41	44
2	в том	2	36
3	что в	7	30
4	том что	7	29
5	в этом	12	21
6	вовсе не	7	19
7	не только	10	18
8	то что	10	18
9	было бы	3	17
10	о том	9	17
11	а в	4	17
12	а не	2	16
13	и не	3	16
14	может быть	2	15
15	в области	2	14
16	в данном	3	14
17	как в	4	13
18	можно было	1	13
19	не в	4	12
20	в первой	3	12
21	самом деле	4	11
22	в этой	8	11
23	того чтобы	4	11
24	у нас	4	11
25	точки зрения	2	11
26	но в	8	10
27	ясно что	1	10
28	для того	1	10
29	что он	6	10
30	только в	3	10
31	но и	13	10
32	также и	6	9
33	как и	7	9
34	в отношении	1	9
35	в то	6	9
36	так и	5	9
37	во второй	1	9
38	того что	3	9
39	в его	7	9
40	с другой	4	9
41	например в	6	8
42	во всех	17	8
43	все же	4	8
44	это не	1	8
45	из них	5	8
46	с точки	2	8
47	и его	13	8
48	не может	4	8
49	что они	2	7
50	в самом	10	7
51	таким образом	17	7
52	другой стороны	2	7
53	для нас	2	7
54	и об	1	7
55	этом отношении	3	7
56	до сих	3	7
57	прежде всего	10	7
58	сих пор	3	7
59	сказать что	6	7
60	по поводу	1	7
61	на самом	1	6
62	из этих	2	6
63	в своей	2	6
64	и языка	1	6
65	потому что	3	6
66	данном случае	2	6
67	что и	1	6
68	так что	2	6
69	для него	1	6
70	именно в	4	6
71	дело в	1	6
72	его эпохи	1	6
73	в той	5	6
74	что же	1	6
75	но это	3	6
76	и то	2	5
77	то же	5	5
78	той же	5	5
79	в целом	1	5
80	все эти	11	5
81	в нем	16	5
82	и по	1	5
83	в котором	4	5
84	в которых	1	5
85	этой области	1	5
86	не менее	1	5
87	никогда не	8	5
88	могут быть	1	5
89	так как	10	5
90	тем что	5	5
91	и даже	4	5
92	нужно сказать	2	5
93	там где	5	5
94	что мы	2	5
95	все это	11	5
96	жизни и	3	5
97	того времени	2	5
98	так же	5	5
99	как это	2	4
100	это и	2	4
101	в которой	1	4
102	в основу	1	4
103	в новом	2	4
104	что это	5	4
105	является не	1	4
106	но все	1	4
107	на стр	1	4
108	эту тему	1	4
109	но если	2	4
110	том как	1	4
111	и сейчас	2	4
112	во времена	1	4
113	представление о	2	4
114	времени не	1	4
115	и очень	2	4
116	не имеет	1	4
