N	2gram	Bakhtin_Pr_2	VrazhdaK
1	в году	1	18
2	у тургенева	1	11
3	в бесах	1	10
4	не только	16	9
5	достоевского с	1	9
6	в этом	20	8
7	и в	45	8
8	достоевский в	5	8
9	и что	2	8
10	достоевский и	1	8
11	достоевского в	4	7
12	достоевского и	2	7
13	но и	15	7
14	и все	1	7
15	то что	5	7
16	что в	6	7
17	все же	4	6
18	но в	6	6
19	в нем	20	6
20	как и	14	6
21	в котором	7	6
22	и с	7	6
23	о нем	6	6
24	к достоевскому	3	6
25	в начале	2	6
26	и даже	3	6
27	в романе	3	6
28	то же	5	5
29	об этом	3	5
30	в то	5	5
31	же время	3	5
32	с тургеневым	1	5
33	в письме	1	5
34	у него	6	5
35	не было	2	5
36	и не	42	5
37	х годов	2	4
38	в ней	7	4
39	что он	7	4
40	в истории	2	4
41	при этом	2	4
42	это не	3	4
43	несмотря на	1	4
44	в дневнике	1	4
45	все это	5	4
46	письме к	1	4
47	в виду	2	4
48	с ним	8	4
49	о том	3	4
50	у достоевского	14	4
51	уже в	4	4
52	может быть	18	4
53	достоевского не	8	4
54	он считал	1	4
55	как бы	15	4
56	в своих	4	4
57	так же	5	4
58	одним из	3	3
59	из подполья	4	3
60	я не	6	3
61	в чем	2	3
62	с его	8	3
63	к творчеству	1	3
64	в своем	5	3
65	и как	2	3
66	на то	2	3
67	его в	3	3
68	он не	9	3
69	далеко не	4	3
70	том что	7	3
71	но он	1	3
72	что есть	1	3
73	сам достоевский	2	3
74	в русской	2	3
75	достоевский не	3	3
76	и его	8	3
77	связи с	1	3
78	человека в	5	3
79	и о	2	3
80	что у	4	3
81	достоевского о	1	3
82	русской литературе	2	3
83	в его	22	3
84	в том	8	3
85	и у	2	3
86	в конце	4	3
87	тем что	2	3
88	достоевского на	1	3
89	в те	1	3
90	о себе	3	3
91	наряду с	1	3
92	имел в	1	3
93	к этому	4	3
94	отношения к	2	2
95	же как	4	2
96	петра верховенского	1	2
97	и он	3	2
98	он сам	6	2
99	роман достоевского	2	2
100	но как	2	2
101	лермонтова и	1	2
102	ответ на	1	2
103	он пишет	1	2
104	человека с	2	2
105	в той	3	2
106	в этой	1	2
107	в себе	5	2
108	время и	1	2
109	великого грешника	1	2
110	их в	7	2
111	нашего времени	1	2
112	таким образом	11	2
113	в мире	3	2
114	в них	4	2
115	рядом с	3	2
116	а с	3	2
117	точки зрения	19	2
118	в своей	6	2
119	и ее	7	2
120	с точки	9	2
121	место в	1	2
122	он тоже	1	2
123	не менее	2	2
124	одна из	3	2
125	никогда не	17	2
126	бесах он	1	2
127	в роман	1	2
128	в момент	3	2
129	его с	2	2
130	на это	1	2
131	же не	1	2
132	на основе	2	2
133	так в	1	2
134	еще не	9	2
135	за роман	1	2
136	тем более	1	2
137	после смерти	1	2
138	и наказания	1	2
139	с нею	1	2
140	уже не	6	2
141	из них	9	2
142	его и	3	2
143	для него	9	2
144	опубликовал в	1	2
145	отношение к	8	2
146	к ним	3	2
147	как раз	6	2
148	его личность	1	2
149	и т.п	6	2
150	как же	2	2
151	с которым	1	2
152	о чем	1	2
153	этот рассказ	1	2
154	не может	24	2
155	вместе с	1	2
156	в него	1	2
157	достоевский был	1	2
158	ко мне	1	2
159	но это	2	2
160	что я	1	2
161	о достоевском	1	2
162	же в	1	2
163	очень хорошо	1	2
164	а в	3	2
165	в свою	1	2
166	это в	1	2
167	вряд ли	1	1
168	этого в	1	1
169	ко всем	2	1
170	от вас	1	1
171	в рукописи	1	1
172	человека и	2	1
173	что образ	2	1
174	того же	1	1
175	это и	1	1
176	идет о	2	1
177	и есть	1	1
178	несколько позже	1	1
179	а от	1	1
180	презрения к	1	1
181	не хочет	1	1
182	своей эпохи	2	1
183	человека достоевский	1	1
184	над которым	1	1
185	в их	4	1
186	вы не	1	1
187	раскольникова с	1	1
188	той же	1	1
189	достоевскому как	1	1
190	преступления и	1	1
191	именно к	1	1
192	иметь никакого	1	1
193	он как	3	1
194	еще до	1	1
195	совпадает с	1	1
196	говорить о	1	1
197	в разные	1	1
198	всего романа	2	1
199	и наказание	2	1
