N	2gram	Bakhtin_Pr_2	Formalny
1	поэтического языка	1	65
2	и в	43	38
3	в этом	13	27
4	т е	26	26
5	может быть	23	23
6	и его	8	21
7	и пр	2	21
8	таким образом	5	20
9	и не	29	20
10	в самом	7	16
11	не в	11	15
12	прежде всего	10	15
13	и т	13	14
14	не может	18	14
15	в нем	12	13
16	связи с	1	13
17	но и	14	13
18	в пределах	16	12
19	в поэзии	2	12
20	с его	4	11
21	в том	6	11
22	вовсе не	5	11
23	с другими	1	10
24	в его	10	10
25	в связи	1	10
26	с помощью	1	10
27	не только	11	9
28	при этом	6	9
29	и с	5	9
30	как и	14	9
31	языка в	1	9
32	т п	9	9
33	на почве	2	9
34	в процессе	2	9
35	самом деле	5	8
36	все же	3	8
37	точки зрения	13	8
38	так и	3	8
39	что и	3	8
40	тем что	3	8
41	в первом	2	7
42	как мы	10	7
43	в корне	1	7
44	лишь в	8	7
45	по себе	11	7
46	для него	8	7
47	в своей	4	7
48	с точки	8	7
49	во втором	1	7
50	уже не	3	7
51	в других	1	7
52	не могут	4	7
53	по существу	3	7
54	слова и	12	7
55	что в	4	7
56	художественного произведения	1	6
57	и ее	3	6
58	все эти	5	6
59	в этой	1	6
60	то же	8	6
61	было бы	5	6
62	он не	9	6
63	в их	3	6
64	могут быть	3	6
65	для понимания	2	6
66	в языке	1	6
67	все время	1	6
68	только в	4	6
69	то что	7	6
70	не было	1	6
71	вместе с	1	6
72	а не	7	6
73	как раз	4	6
74	в результате	4	6
75	хотя бы	2	6
76	а в	5	6
77	это и	1	5
78	должна быть	3	5
79	всего этого	2	5
80	во всех	4	5
81	в общем	1	5
82	т д	4	5
83	в слове	5	5
84	в то	7	5
85	в основе	1	5
86	же время	5	5
87	если бы	3	5
88	говорит он	1	5
89	и только	3	5
90	говорит в	1	5
91	что он	13	5
92	всяком случае	1	5
93	если мы	2	5
94	и речи	1	5
95	с этим	2	5
96	что же	7	5
97	более того	4	5
98	и для	3	5
99	бы в	5	5
100	еще более	2	5
101	во всяком	2	5
102	в сущности	9	4
103	литературы и	1	4
104	одним словом	1	4
105	в сторону	2	4
106	как в	2	4
107	и наконец	6	4
108	и к	3	4
109	не следует	1	4
110	не как	6	4
111	от нее	1	4
112	входит в	2	4
113	раз и	2	4
114	ничего не	3	4
115	к тому	4	4
116	здесь не	6	4
117	социального общения	1	4
118	но в	10	4
119	чем он	1	4
120	в большинстве	9	4
121	что не	2	4
122	из них	2	4
123	так как	4	4
124	не о	1	4
125	лишь для	1	4
126	именно как	2	4
127	и даже	3	4
128	другой стороны	3	4
129	там где	4	4
130	на фоне	5	4
131	вот как	4	4
132	как бы	22	4
133	дело идет	1	4
134	известной степени	1	4
135	лишь как	2	4
136	совершенно не	4	4
137	к этому	1	4
138	они не	1	4
139	б м	1	3
140	например в	2	3
141	же как	1	3
142	и отчасти	1	3
143	сам по	5	3
144	и сюжет	1	3
145	тем же	2	3
146	и до	4	3
147	а как	4	3
148	мы не	4	3
149	между этими	1	3
150	то это	2	3
151	и на	10	3
152	в сюжете	1	3
153	не входит	2	3
154	если в	1	3
155	материалом для	1	3
156	как к	1	3
157	однако не	1	3
158	хотя и	5	3
159	и как	2	3
160	от этого	1	3
161	что это	2	3
162	в целом	2	3
163	из этих	2	3
164	но ведь	5	3
165	только на	3	3
166	так сказать	6	3
167	значительной степени	1	3
168	его в	3	3
169	в ином	1	3
170	он и	3	3
