N	3gram	Ircho_Kome_2	Myshleni
1	с точки зрения	1	18
2	для того чтобы	4	15
3	в том что	5	15
4	с другой стороны	1	9
5	с одной стороны	2	8
6	с самого начала	1	8
7	по отношению к	3	7
8	о том что	4	6
9	вместе с тем	4	5
10	по сравнению с	1	5
11	не может быть	1	5
12	в то время	3	5
13	до сих пор	2	4
14	то время как	2	4
15	к выводу что	1	4
16	друг с другом	2	4
17	в силу этого	2	3
18	в первую очередь	3	3
19	можно было бы	2	3
20	к тому что	2	3
21	во всяком случае	2	3
22	в свою очередь	1	3
23	друг от друга	1	3
24	не в состоянии	1	2
25	в какой мере	1	2
26	время как в	1	2
27	на первый план	1	2
28	независимо от того	2	2
29	то же время	3	2
30	так как он	1	2
31	то что у	1	2
32	благодаря тому что	1	2
33	вместо того чтобы	1	2
34	в самом деле	1	2
35	речь идет о	2	2
36	в то же	3	2
37	таким образом и	1	2
38	и столь же	3	1
39	само собой разумеется	1	1
40	в чем же	1	1
41	в этом смысле	2	1
42	в ответ на	2	1
43	в том же	1	1
44	тем более что	1	1
45	нечто подобное происходит	1	1
46	и в то	1	1
47	если говорить о	1	1
48	что он не	1	1
49	в отличие от	2	1
50	наряду с этим	1	1
51	но и в	1	1
52	тех случаях когда	1	1
53	подобное происходит и	1	1
54	том числе и	1	1
55	точно так же	1	1
56	между детьми и	1	1
57	то что в	1	1
58	может привести к	1	1
59	вперед по сравнению	1	1
60	только разницей что	1	1
61	в этой связи	1	1
62	то обстоятельство что	1	1
63	едва ли не	5	1
64	нечто такое что	1	1
65	в этой области	1	1
66	не только в	1	1
67	сделать вывод что	1	1
68	остановимся на этом	1	1
69	благоприятные условия для	1	1
70	таким же образом	1	1
71	в этих словах	1	1
72	и в силу	2	1
73	в целом ряде	1	1
74	том что для	1	1
75	в тех случаях	1	1
76	а вместе с	1	1
77	но об этом	1	1
78	уже в самом	1	1
79	в соответствии с	1	1
80	само по себе	1	1
81	с на основании	1	1
82	речь шла о	1	1
83	что у него	2	1
84	потому что в	1	1
85	но все же	1	1
86	в общем по	1	1
87	хотя бы в	1	1
88	с той только	1	1
89	в том числе	3	1
90	тем не менее	1	1
91	независимо друг от	1	1
92	той только разницей	1	1
93	той или иной	1	1
94	в качестве примера	1	1
