N	2gram	Voloshinov_1	slovoVRo
1	в романе	2	46
2	и в	19	39
3	может быть	26	37
4	и его	19	33
5	не только	8	24
6	и не	26	22
7	но и	8	21
8	не может	24	20
9	в нем	10	19
10	до конца	5	17
11	в этом	16	16
12	чужой речи	1	16
13	все это	3	16
14	так и	11	15
15	а не	7	14
16	человек и	1	14
17	отличие от	5	13
18	как в	4	13
19	в процессе	14	13
20	в пределах	6	13
21	слова в	1	13
22	во всех	7	12
23	в отличие	5	12
24	в истории	3	11
25	слово в	3	11
26	вовсе не	5	10
27	к своему	2	9
28	и с	2	9
29	не в	5	9
30	языка и	13	9
31	словом и	2	8
32	таким образом	17	8
33	прежде всего	13	8
34	слова и	3	8
35	точки зрения	34	8
36	еще не	4	7
37	с его	1	7
38	пределах одного	2	7
39	при этом	8	7
40	для него	9	7
41	никогда не	2	7
42	могут быть	2	7
43	как мы	13	7
44	язык и	2	7
45	в его	6	7
46	языка как	17	7
47	слово как	4	7
48	и даже	2	7
49	и потому	5	7
50	как бы	15	7
51	в сущности	3	6
52	но не	1	6
53	в своем	2	6
54	все же	8	6
55	и к	3	6
56	но в	7	6
57	все эти	7	6
58	так сказать	6	6
59	значительной степени	1	6
60	в слове	10	6
61	как и	12	6
62	она не	2	6
63	языка в	14	6
64	в значительной	1	6
65	язык в	4	6
66	в большинстве	3	6
67	человек в	1	6
68	там где	2	6
69	этом случае	3	6
70	жизни и	2	6
71	например в	1	5
72	и слова	1	5
73	человека в	2	5
74	это не	1	5
75	том что	3	5
76	по себе	4	5
77	мышления и	1	5
78	слово и	1	5
79	не могут	3	5
80	но все	3	5
81	той или	1	5
82	мира и	2	5
83	с другой	5	5
84	романа в	1	5
85	в том	6	5
86	с ними	1	5
87	с одной	1	5
88	конечно не	5	5
89	уже не	1	5
90	языка а	3	5
91	и их	2	5
92	одной стороны	1	5
93	или иной	3	5
94	большинстве случаев	3	5
95	в плане	1	5
96	остается в	1	5
97	и для	11	5
98	только в	9	5
99	от него	2	5
100	и все	5	5
101	и наконец	1	5
102	его не	1	4
103	этим определяется	2	4
104	и на	4	4
105	по отношению	3	4
106	отношение к	1	4
107	всех этих	1	4
108	в узком	2	4
109	то же	7	4
110	всех областях	2	4
111	художественный образ	2	4
112	его в	3	4
113	входит в	5	4
114	с другими	3	4
115	и иных	2	4
116	на почве	6	4
117	в новое	2	4
118	ни в	2	4
119	идеологического становления	1	4
120	в отношении	4	4
121	и языка	1	4
122	не менее	4	4
123	в то	3	4
124	одна из	2	4
125	в основе	2	4
126	эти формы	2	4
127	же время	3	4
128	или как	1	4
129	зависимости от	2	4
130	здесь не	1	4
131	для этого	1	4
132	поэтому и	1	4
133	для всех	2	4
134	и других	2	4
135	языка но	1	4
136	так как	2	4
137	и др	2	4
138	себя и	1	4
139	языка не	2	4
140	с помощью	6	4
141	и мир	1	4
142	xix века	3	4
143	узком смысле	2	4
144	в той	1	4
145	в основном	6	4
146	в смысле	6	4
147	язык не	1	4
148	а в	4	4
149	отношении к	4	4
150	отношению к	2	4
151	оформления и	1	4
152	в таком	2	4
153	ту же	2	3
154	как это	1	3
155	должна быть	2	3
156	той же	2	3
157	язык как	7	3
158	говорить о	1	3
159	и идеологического	1	3
160	в чем	2	3
161	между словом	1	3
162	сама по	2	3
163	стороны и	1	3
164	к новому	1	3
165	и как	3	3
166	не приходится	2	3
167	бы и	2	3
168	с их	1	3
169	со всею	2	3
170	и социальной	1	3
171	лишь в	9	3
172	говорящего как	2	3
173	с точки	20	3
174	не столько	4	3
175	точку зрения	2	3
176	идеологического творчества	9	3
177	его от	1	3
178	связи с	11	3
179	этом отношении	3	3
180	разрыв между	1	3
181	в ней	4	3
182	с установкой	2	3
183	к нему	1	3
184	между тем	3	3
185	что и	2	3
186	быть и	3	3
187	нашей темы	1	3
188	или даже	1	3
189	отметить что	1	3
190	рядом с	5	3
191	в особенности	1	3
192	связан с	1	3
193	здесь в	3	3
194	в свою	2	3
195	стремится к	1	3
196	слове в	4	3
197	слове как	1	3
198	материал и	1	3
