N	2gram	Voloshinov_1	slovoVRo
1	и в	13	41
2	в нем	2	30
3	литературного языка	2	20
4	могут быть	2	19
5	не только	6	16
6	и не	8	16
7	точки зрения	7	16
8	языка в	1	16
9	но и	3	16
10	а не	2	15
11	то же	4	14
12	в то	1	14
13	и его	12	14
14	в пределах	3	14
15	может быть	8	14
16	и др	2	14
17	не может	8	14
18	слова и	2	13
19	в его	7	13
20	в этом	2	12
21	до конца	1	12
22	же время	1	12
23	языка и	5	12
24	как бы	6	12
25	так и	3	11
26	в узком	1	10
27	языковой жизни	1	10
28	узком смысле	1	10
29	слово в	3	10
30	все эти	2	9
31	таким образом	6	9
32	как в	2	8
33	но в	4	8
34	с точки	5	8
35	в особенности	1	8
36	или в	1	8
37	прежде всего	9	8
38	отношение к	1	7
39	все же	5	7
40	в своей	4	7
41	не в	3	7
42	вовсе не	2	7
43	и следовательно	2	7
44	в поэтическом	1	7
45	на фоне	4	7
46	того же	1	6
47	при этом	2	6
48	в них	2	6
49	в отношении	2	6
50	только в	6	6
51	а в	2	6
52	и к	2	5
53	в самом	2	5
54	слушателя и	1	5
55	далеко не	1	5
56	все это	4	5
57	в основе	1	5
58	не на	2	5
59	подхода к	1	5
60	в языке	2	5
61	к нему	1	5
62	с другой	2	5
63	ту же	1	4
64	в языковом	2	4
65	одним из	1	4
66	в ней	2	4
67	еще не	1	4
68	с его	1	4
69	за пределы	3	4
70	и наконец	5	4
71	входя в	1	4
72	в которой	3	4
73	не как	3	4
74	в каждом	4	4
75	связанных с	2	4
76	лишь в	4	4
77	входит в	2	4
78	языка но	2	4
79	как и	3	4
80	автора и	1	4
81	в их	3	4
82	к предмету	2	4
83	речи в	1	4
84	в процессе	5	4
85	и для	3	4
86	лежит в	1	4
87	пределах того	1	4
88	с ее	1	4
89	один из	1	4
90	с одной	2	4
91	языка как	3	4
92	художественного слова	1	4
93	одной стороны	2	4
94	и все	3	4
95	там где	2	4
96	и часто	1	4
97	быть и	1	4
98	другой стороны	2	4
99	стилистики и	1	4
100	каждое слово	2	4
101	также и	1	3
102	в зависимости	2	3
103	зависимости от	2	3
104	следовательно в	1	3
105	же слово	2	3
106	данном случае	2	3
107	в своем	1	3
108	более или	1	3
109	является лишь	1	3
110	выражение в	1	3
111	в себе	3	3
112	связанные с	2	3
113	в поэзии	5	3
114	внутренней речи	1	3
115	и может	2	3
116	его в	1	3
117	было бы	4	3
118	или менее	1	3
119	в понимании	1	3
120	и ее	2	3
121	точку зрения	3	3
122	не должно	1	3
123	на всю	1	3
124	никогда не	3	3
125	в разных	1	3
126	произведения как	4	3
127	и здесь	1	3
128	к тому	2	3
129	поэтического языка	2	3
130	формы и	1	3
131	те или	1	3
132	или иные	1	3
133	переходит в	1	3
134	все время	1	3
135	в том	2	3
136	конечно не	1	3
137	и чисто	1	3
138	и других	1	3
139	его и	1	3
140	для него	2	3
141	так как	3	3
142	выходит за	1	3
143	не было	1	3
144	более того	2	3
145	в истории	1	3
146	с этим	3	3
147	в данном	2	3
148	и там	1	3
149	философия языка	1	3
150	с этой	2	3
151	языка его	1	3
152	форм и	2	3
153	лишь как	1	3
154	из существеннейших	1	3
155	хотя бы	5	3
156	одной из	1	3
157	с ними	2	3
158	и стилистики	1	3
159	языкового сознания	1	3
160	смысле слова	2	2
161	например в	1	2
162	связана с	3	2
163	на самом	1	2
164	в чисто	1	2
165	мы уже	2	2
166	а как	2	2
167	мы не	4	2
168	же как	1	2
169	стиля в	1	2
170	слово не	1	2
171	и то	3	2
172	в широком	1	2
173	столь же	1	2
174	в ее	3	2
175	стилистика и	1	2
176	но не	1	2
177	слову в	1	2
178	и речи	1	2
179	что они	2	2
180	как к	1	2
181	от этого	2	2
182	не пытается	1	2
183	в целом	2	2
184	а вовсе	1	2
185	на этом	1	2
186	одно и	3	2
187	не из	1	2
188	те же	2	2
189	на все	1	2
190	и иных	1	2
191	представителей этой	1	2
192	для них	1	2
193	том что	2	2
194	может лишь	1	2
195	однако этот	1	2
196	высказывания и	1	2
197	иного конкретного	1	2
198	где нет	1	2
199	зрения и	1	2
200	место каждого	1	2
201	тому что	1	2
202	идеологической жизни	1	2
203	и стиль	2	2
204	в самых	1	2
205	из него	1	2
206	на язык	2	2
207	в сознании	4	2
208	ни о	1	2
209	языке и	1	2
210	мы все	1	2
211	оно может	1	2
212	и о	1	2
213	так в	1	2
214	роль в	2	2
215	с языком	1	2
216	на том	1	2
217	можно было	1	2
218	произведения не	1	2
219	системы общих	1	2
220	не исчерпывается	2	2
221	из одного	1	2
222	и экспрессивную	1	2
223	в другом	2	2
224	а также	2	2
225	наконец в	2	2
226	слов и	4	2
227	и стилистические	1	2
228	и всякое	1	2
229	мы видим	2	2
230	ощущаем в	1	2
231	осмысления и	1	2
232	между тем	2	2
233	и тем	2	2
234	связи с	1	2
235	и у	1	2
236	только на	1	2
237	в виде	1	2
238	или даже	1	2
239	высказывание на	1	2
240	он весь	1	2
241	в одном	3	2
242	произведения и	1	2
243	для того	1	2
244	в другой	1	2
245	системы и	1	2
246	и ценностных	1	2
247	а на	1	2
248	связь с	1	2
249	возможности в	1	2
250	эти слова	1	2
251	так же	2	2
252	стилистического анализа	1	2
253	такого рода	1	2
254	речь в	1	2
255	и связанных	1	2
256	для понимания	1	2
257	должно быть	1	2
258	в контексте	1	2
259	в условиях	1	2
260	того или	2	2
261	не является	4	2
262	одна из	1	2
263	социальной группы	4	2
264	потому что	1	2
265	сказать что	1	2
266	или иного	2	2
267	и эта	5	2
268	к этому	1	2
269	себя как	1	1
270	как известно	1	1
271	в словесной	1	1
272	художественного произведения	5	1
273	и через	1	1
274	конкретного произведения	1	1
275	выражения в	1	1
276	поэтической речи	3	1
277	словами и	1	1
278	науки о	1	1
279	в данную	1	1
280	самый предмет	1	1
281	и есть	1	1
282	стиля не	1	1
283	и до	1	1
284	не имеют	1	1
285	ведь и	1	1
286	конечно в	2	1
287	основные и	1	1
288	входящих в	1	1
289	в несколько	1	1
290	мы имеем	1	1
291	при анализе	3	1
292	как из	1	1
293	но даже	1	1
294	и он	1	1
295	произведение и	1	1
296	стилистических приемов	6	1
297	и социально	2	1
298	проблем стилистики	1	1
299	и существенного	1	1
300	изучении художественного	1	1
301	и сквозь	1	1
302	не входит	1	1
303	со всеми	1	1
304	к слову	1	1
305	в помощи	1	1
306	в общем	2	1
307	менее всего	1	1
308	строит свое	1	1
309	отличие от	1	1
310	и место	1	1
311	в едином	1	1
312	или иное	1	1
313	в свои	1	1
314	смысловой и	1	1
315	один и	1	1
316	которые не	1	1
317	систему и	1	1
318	в одной	1	1
319	его на	2	1
320	и стилистически	1	1
321	преломления в	1	1
322	в значительной	1	1
323	в течение	2	1
324	очень трудно	1	1
325	то или	1	1
326	системой языка	1	1
327	его к	1	1
328	всегда задан	1	1
329	в действительности	2	1
330	в этот	2	1
331	тенденциям и	1	1
332	в себя	1	1
333	к другому	1	1
334	сознания возможно	1	1
335	момент как	1	1
336	в этой	1	1
337	и тот	1	1
338	чем его	1	1
339	мы чувствуем	1	1
340	на то	1	1
341	вследствие этого	1	1
342	и если	1	1
343	что она	1	1
344	в лирике	1	1
345	всем своем	1	1
346	языка от	1	1
347	к одному	3	1
348	понимания и	1	1
349	особенностей и	1	1
350	осуществляются в	1	1
351	своего времени	1	1
352	или иных	1	1
353	поэта являются	1	1
354	остается устойчивым	1	1
355	синтаксические и	1	1
356	индивидуальное высказывание	1	1
357	контекстах может	1	1
358	бы быть	1	1
359	косвенной речи	1	1
360	язык сплошь	1	1
361	заключается в	1	1
362	есть не	2	1
363	особенно в	1	1
364	может стать	2	1
365	моменты в	1	1
366	и дает	1	1
367	ценностный кругозор	1	1
368	его моментом	1	1
369	включенные в	1	1
370	только одно	1	1
371	произведение как	1	1
372	оценок поэтому	1	1
373	о которых	1	1
374	он действительно	1	1
375	и определяет	1	1
376	их только	1	1
377	и уже	3	1
378	и вне	1	1
379	несмотря на	2	1
380	наиболее устойчивых	1	1
381	и становится	1	1
382	этого кругозора	1	1
383	поэтического сознания	1	1
384	но если	1	1
385	от своего	2	1
386	понимании языка	1	1
387	как все	1	1
388	к истории	1	1
389	что всякий	1	1
390	и языка	1	1
391	не столько	3	1
392	в отличие	1	1
393	в которых	1	1
394	бы мы	1	1
395	о языке	2	1
396	язык с	1	1
397	есть его	1	1
398	для данного	1	1
399	тем не	1	1
400	и более	1	1
401	не менее	2	1
402	поэтического произведения	3	1
403	и развивается	1	1
404	явления как	1	1
405	самого начала	2	1
406	поэтическом стиле	1	1
407	данную эпоху	1	1
408	проникают в	1	1
409	того чтобы	1	1
410	связанное с	1	1
411	только и	4	1
412	в самой	1	1
413	поэтическое произведение	1	1
414	с одним	1	1
415	его можно	1	1
416	по своей	1	1
417	людей и	1	1
418	все явления	2	1
419	во всем	2	1
420	до завершенного	1	1
421	для осуществления	1	1
422	этом отношении	1	1
423	эстетический объект	7	1
424	среди них	1	1
425	стиль и	1	1
426	все то	1	1
427	во все	1	1
428	не знаем	1	1
429	его за	1	1
430	всего в	1	1
431	этого и	1	1
432	как свой	1	1
433	и языком	1	1
434	не дано	1	1
435	особенности и	1	1
436	поэт не	1	1
437	которая есть	1	1
438	и это	1	1
439	от произведения	1	1
440	в виду	1	1
441	же не	1	1
442	представим себе	2	1
443	нем с	1	1
444	с самого	2	1
445	сознания с	1	1
446	в нескольких	1	1
447	монологического высказывания	1	1
448	принимая его	1	1
449	но у	1	1
450	если бы	2	1
451	и делают	2	1
452	разговорного языка	1	1
453	для этого	1	1
454	языковых форм	2	1
455	этой концепции	1	1
456	связанная с	1	1
457	сводится к	1	1
458	в действительной	1	1
459	как замкнутое	1	1
460	и что	1	1
461	находятся в	1	1
462	или на	1	1
463	в материале	5	1
464	в различных	1	1
465	и композиции	2	1
466	в эстетической	1	1
467	и специфические	1	1
468	данного языка	1	1
469	категорий но	2	1
470	и остаются	1	1
471	борьба с	1	1
472	нуждается в	2	1
473	на одном	1	1
474	лингвистики в	2	1
475	богатство и	1	1
476	в художественной	1	1
477	ними и	1	1
478	может иметь	2	1
479	время ощущается	1	1
480	разрыва между	1	1
481	пушкина или	1	1
482	время в	1	1
483	в двух	4	1
484	тот же	2	1
485	учитывает и	1	1
486	композиции в	2	1
487	а лишь	1	1
488	как стиль	1	1
489	жанра все	1	1
490	или же	1	1
491	открытой форме	1	1
492	между отдельными	1	1
493	контекстами в	1	1
494	ведь в	1	1
495	стилистики в	1	1
496	эпохи но	1	1
497	в действительном	1	1
498	как своеобразную	1	1
499	в начале	1	1
500	языковую жизнь	1	1
501	и их	7	1
502	и язык	1	1
503	но что	1	1
504	только с	1	1
505	социологического подхода	1	1
506	каждый из	1	1
507	с системой	1	1
508	шаблонов и	1	1
509	предмету но	1	1
510	оторванные от	1	1
511	нет и	1	1
512	последнем счете	1	1
513	стилей в	1	1
514	всего своего	1	1
515	главное и	1	1
516	с известным	1	1
517	всякое высказывание	1	1
518	как индивидуальное	2	1
519	процессе творчества	1	1
520	литературное произведение	2	1
521	себя и	1	1
522	слово но	1	1
523	он только	2	1
524	и самый	1	1
525	самое слово	1	1
526	слове в	1	1
527	не дан	1	1
528	как ни	1	1
529	долгое время	1	1
530	автору и	1	1
531	на эту	1	1
532	что мы	1	1
533	он и	1	1
534	в руках	2	1
535	с помощью	2	1
536	были рождены	1	1
537	вступает в	1	1
538	нет ничего	2	1
539	на который	1	1
540	единства литературного	1	1
541	контекста и	1	1
542	творческой работы	1	1
543	вместе с	1	1
544	ко всем	1	1
545	системе языка	1	1
546	и столь	1	1
547	и синтаксической	1	1
548	и глубоко	1	1
549	да и	3	1
550	прямая речь	1	1
551	и ценностный	1	1
552	быть не	1	1
553	этого слова	1	1
554	чужого языка	1	1
555	в открытой	1	1
556	но это	1	1
557	например у	1	1
558	тех или	1	1
559	которых он	1	1
560	произведения чтобы	1	1
561	конечно для	1	1
562	или только	1	1
563	тем более	1	1
564	от него	1	1
565	выпадают из	1	1
566	наблюдения над	1	1
567	находит свое	1	1
568	бы в	2	1
569	особенности в	1	1
570	в системе	1	1
571	и философия	1	1
572	героя и	2	1
573	не знает	1	1
574	при наличии	1	1
575	от всех	2	1
576	речи и	1	1
577	точное и	1	1
578	связей и	1	1
579	равно как	1	1
580	в последнем	1	1
581	речевых элементов	1	1
582	включает в	1	1
583	пути к	2	1
584	им и	1	1
585	этой точки	1	1
586	они не	1	1
