N	2gram	Vinokur_St_2	RusskieA
1	и в	29	36
2	не только	19	22
3	том что	27	19
4	что в	19	19
5	а н	1	18
6	в и	13	17
7	в том	27	17
8	т е	10	17
9	но и	19	16
10	так как	2	15
11	во время	2	14
12	и м	1	14
13	и другие	2	13
14	п в	1	13
15	xix в	1	13
16	в этом	21	12
17	и т	9	10
18	и на	6	10
19	как и	2	10
20	как мы	1	10
21	вместе с	7	10
22	потому что	9	10
23	т д	6	9
24	об этом	6	9
25	а в	1	9
26	и по	3	8
27	с тем	7	8
28	у нас	3	8
29	о том	17	8
30	один из	1	8
31	из них	3	8
32	может быть	2	8
33	как это	2	8
34	е в	1	8
35	что они	2	7
36	так и	9	7
37	между тем	5	7
38	что и	2	7
39	представляют собой	1	7
40	мы не	1	6
41	так например	7	6
42	таким образом	10	6
43	при этом	2	6
44	не имеет	2	6
45	это делалось	1	6
46	в них	2	6
47	и не	9	6
48	все это	11	6
49	для нас	1	6
50	будто бы	1	6
51	то что	11	6
52	как в	3	5
53	все же	6	5
54	того как	7	5
55	как будто	1	5
56	с ними	1	5
57	одно из	1	5
58	в течение	6	5
59	как бы	5	5
60	этом случае	1	5
61	г в	5	4
62	не совсем	1	4
63	еще не	1	4
64	представляет собой	1	4
65	в россии	3	4
66	с собой	1	4
67	в г	7	4
68	из этих	1	4
69	в их	3	4
70	что этот	2	4
71	тому что	7	4
72	вплоть до	1	4
73	одна из	1	4
74	связи с	4	4
75	что на	3	4
76	к тому	10	4
77	так в	1	4
78	еще в	2	4
79	и что	6	4
80	и их	1	4
81	тем что	3	4
82	а с	3	4
83	и др	2	4
84	в некоторых	2	4
85	в тех	2	4
86	того что	5	4
87	по существу	2	4
88	но это	3	4
89	в связи	1	4
90	петра i	1	4
91	не может	2	4
92	только в	2	4
93	к этому	4	4
94	их и	1	3
95	представление о	1	3
96	своего рода	5	3
97	которые не	3	3
98	в своем	9	3
99	что это	3	3
100	и те	2	3
101	на этом	1	3
102	то же	2	3
103	но все	7	3
104	для них	1	3
105	несмотря на	2	3
106	в москве	2	3
107	в этих	3	3
108	точки зрения	5	3
109	к тем	1	3
110	с точки	2	3
111	тем не	2	3
112	но они	2	3
113	не менее	3	3
114	ничего не	4	3
115	в поле	1	3
116	не с	1	3
117	настоящее время	1	3
118	а также	2	3
119	от них	1	3
120	в середине	1	3
121	как например	2	3
122	по этому	2	3
123	в качестве	5	3
124	только на	1	3
125	в одном	6	3
126	в области	2	3
127	на этот	2	3
128	о чем	5	3
129	так же	3	3
130	пишет в	1	3
131	по содержанию	1	3
132	в это	2	3
133	и некоторые	1	3
134	не будем	1	3
135	в настоящее	1	3
136	и к	4	3
137	в свою	1	3
138	ко времени	2	3
139	но эти	1	3
140	как известно	2	2
141	например в	3	2
142	за все	1	2
143	к другому	1	2
144	на тех	1	2
145	еще до	4	2
146	на себя	3	2
147	как не	1	2
148	в числе	2	2
149	это время	2	2
150	в ней	7	2
151	он был	2	2
152	советское время	1	2
153	это имеет	1	2
154	друг к	1	2
155	на самом	3	2
156	но не	3	2
157	тогда как	2	2
158	не просто	1	2
159	работа в	1	2
160	независимо от	1	2
161	что именно	2	2
162	с этим	3	2
163	мы можем	1	2
164	хотя и	4	2
165	и как	2	2
166	но в	8	2
167	все эти	2	2
168	и до	1	2
169	выводу что	1	2
170	как он	2	2
171	и всей	1	2
172	к выводу	1	2
173	что она	1	2
174	в нем	4	2
175	его от	1	2
176	в году	3	2
177	в каждом	1	2
178	и с	4	2
179	к другу	1	2
180	разница между	1	2
181	на этой	1	2
182	говорится о	1	2
183	такой же	1	2
184	в один	2	2
185	народ и	1	2
186	далее в	2	2
187	и более	2	2
188	том же	2	2
189	нас к	1	2
190	она не	1	2
191	что ему	3	2
192	или другие	1	2
193	у него	1	2
194	в советское	1	2
195	в москву	1	2
196	до того	4	2
197	не знали	5	2
198	и здесь	3	2
199	они и	1	2
200	ничего общего	1	2
201	значения и	1	2
202	свою очередь	1	2
203	в в	1	2
204	в более	1	2
205	что у	4	2
206	в образе	3	2
207	на все	1	2
208	после того	4	2
209	должно было	3	2
210	связь между	1	2
211	этому поводу	2	2
212	в его	13	2
213	в свете	1	2
214	к ней	1	2
215	не случайно	1	2
216	этот вопрос	2	2
217	в какой	2	2
218	предков в	1	2
219	их не	1	2
220	так что	3	2
221	сомнений в	2	2
222	борьбы с	3	2
223	но что	1	2
224	тут же	1	2
225	не было	3	2
226	в особенности	2	2
227	не были	1	2
228	такое же	2	2
229	себя и	1	2
230	воспоминания о	2	2
231	и пр	8	2
232	только по	2	2
233	до г	1	2
234	до конца	3	2
235	не на	2	2
236	а не	5	2
237	его как	2	2
238	должна была	2	2
239	в частности	4	2
240	и потому	2	2
241	относятся к	3	2
242	судить по	2	2
243	употребление в	1	2
244	там где	2	2
245	в первые	2	2
246	судить о	1	2
247	между прочим	12	2
248	и для	1	2
249	или в	1	2
250	когда он	1	2
251	года в	3	2
252	обычно не	1	2
253	своих предков	1	2
254	в своих	1	2
255	они их	1	2
256	нас не	2	2
257	ту же	1	1
258	также и	2	1
259	же как	3	1
260	самом деле	3	1
261	только потому	2	1
262	зависимости от	1	1
263	в приведенном	1	1
264	в первом	1	1
265	характерное для	1	1
266	по преимуществу	1	1
267	по его	3	1
268	поэзии и	2	1
269	из всех	1	1
270	в несколько	1	1
271	в русских	1	1
272	не приходится	4	1
273	вопрос о	6	1
274	говорить о	1	1
275	не вполне	1	1
