N	2gram	Vinokur_Vv_1	Istorich
1	и в	27	28
2	и т	43	25
3	может быть	24	25
4	т д	37	22
5	а не	3	15
6	не может	13	15
7	никогда не	3	14
8	мы имеем	3	13
9	мы должны	1	13
10	то же	8	12
11	не только	21	12
12	что в	11	12
13	мы видим	1	11
14	только в	13	11
15	мы не	2	10
16	все же	8	10
17	и что	4	10
18	что он	4	10
19	но и	5	10
20	прежде всего	8	10
21	т е	38	10
22	не в	8	9
23	так и	1	9
24	о том	15	9
25	то что	17	9
26	в том	31	9
27	и не	13	9
28	в этом	34	8
29	но в	10	8
30	что это	3	8
31	таким образом	19	8
32	не всегда	1	8
33	если бы	2	8
34	в ней	3	7
35	это не	8	7
36	исторической действительности	1	7
37	еще не	4	7
38	этот вопрос	4	7
39	и др	2	7
40	что мы	2	7
41	так же	3	7
42	том что	26	7
43	было бы	5	7
44	в этих	3	7
45	а в	5	7
46	в этой	3	6
47	это тоже	1	6
48	его в	6	6
49	так например	6	6
50	тем не	8	6
51	не менее	8	6
52	к тому	4	6
53	что и	3	6
54	так как	13	6
55	представляют собой	6	6
56	с другой	8	6
57	вместе с	6	6
58	например в	2	5
59	должна быть	2	5
60	вопрос о	8	5
61	в своем	3	5
62	увидим что	1	5
63	что она	3	5
64	в силу	3	5
65	по существу	2	5
66	дело не	3	5
67	в дальнейшем	2	5
68	можно было	7	5
69	в его	10	5
70	что здесь	2	5
71	но не	7	5
72	в качестве	7	5
73	в одном	4	5
74	до сих	5	5
75	к которому	1	5
76	сих пор	5	5
77	или в	1	5
78	не должен	1	5
79	сказать что	5	5
80	другой стороны	5	5
81	ее в	1	5
82	и даже	5	4
83	и для	4	4
84	и на	3	4
85	между собой	1	4
86	то мы	1	4
87	не то	1	4
88	с этим	2	4
89	представляет собой	12	4
90	все эти	3	4
91	на то	1	4
92	но все	3	4
93	об этом	5	4
94	и с	2	4
95	с тем	6	4
96	как и	5	4
97	связи с	3	4
98	должны быть	1	4
99	здесь не	2	4
100	другими словами	1	4
101	раньше чем	3	4
102	того что	12	4
103	с одной	4	4
104	потому что	14	4
105	так что	5	4
106	мы знаем	1	4
107	к ним	1	4
108	а именно	6	4
109	превращается в	1	4
110	один из	6	4
111	одной стороны	4	4
112	могут быть	4	4
113	как будто	3	4
114	все это	6	4
115	в связи	2	4
116	хотя бы	5	4
117	но это	1	4
118	и другие	1	4
119	они не	1	4
