N	2gram	Propp_Russ_2	Formalny
1	т е	24	34
2	и в	29	24
3	в его	1	23
4	прежде всего	2	22
5	и не	1	20
6	так и	1	18
7	и пр	2	17
8	не может	5	16
9	в этом	11	15
10	в нем	1	14
11	может быть	13	14
12	таким образом	6	13
13	и т	5	12
14	в своем	1	11
15	как и	11	11
16	в своей	2	11
17	в их	2	11
18	не менее	2	11
19	должно быть	2	11
20	в ней	1	10
21	то же	4	10
22	настоящее время	1	10
23	и ее	2	10
24	и его	1	10
25	а не	4	10
26	в настоящее	1	10
27	в то	2	9
28	и потому	1	9
29	все это	10	9
30	и на	6	8
31	как в	7	8
32	т д	5	8
33	и с	10	8
34	не в	4	8
35	в ее	3	8
36	именно в	4	8
37	то что	5	8
38	в свою	1	8
39	на самом	2	7
40	не только	10	7
41	место в	1	7
42	до конца	3	7
43	и от	3	7
44	но и	8	7
45	еще не	6	6
46	отнюдь не	1	6
47	более или	1	6
48	все эти	3	6
49	в этой	3	6
50	как бы	18	6
51	входит в	1	6
52	или менее	1	6
53	она не	3	6
54	свою очередь	1	6
55	на основе	1	6
56	в пределах	1	6
57	и здесь	1	6
58	в том	22	6
59	было бы	3	6
60	как это	4	6
61	и все	4	6
62	а в	9	6
63	во всех	3	5
64	но в	5	5
65	в самом	1	5
66	при этом	6	5
67	и до	1	5
68	у нас	4	5
69	должен быть	2	5
70	как мы	3	5
71	в литературе	1	5
72	того что	3	5
73	только на	1	5
74	с другой	2	5
75	и др	1	5
76	независимо от	1	4
77	в которой	2	4
78	главным образом	3	4
79	с другими	3	4
80	как о	1	4
81	друг друга	3	4
82	как на	1	4
83	оно не	1	4
84	никогда не	2	4
85	если бы	1	4
86	для этого	5	4
87	мы увидим	1	4
88	всяком случае	1	4
89	с одной	2	4
90	одной стороны	2	4
91	стороны и	1	4
92	с этой	2	4
93	быть и	1	4
94	что в	22	4
95	к этой	1	4
96	так же	4	4
97	во всяком	1	4
98	это и	2	3
99	мы не	6	3
100	по аналогии	1	3
101	но не	5	3
102	значение и	1	3
103	отношение к	1	3
104	все же	2	3
105	когда он	1	3
106	и как	2	3
107	и наконец	1	3
108	если он	2	3
109	так сказать	1	3
110	всех этих	1	3
111	он должен	1	3
112	так например	1	3
113	значение в	1	3
114	на все	1	3
115	его в	8	3
116	в них	4	3
117	в основе	1	3
118	связи с	2	3
119	сводится к	1	3
120	здесь не	1	3
121	жизнь и	2	3
122	же происходит	1	3
123	влияние на	2	3
124	аналогии с	1	3
125	один из	2	3
126	или же	5	3
127	в большинстве	1	3
128	и других	3	3
129	для него	1	3
130	в особенности	1	3
131	и даже	1	3
132	и чем	1	3
133	представлять себе	1	3
134	не было	2	3
135	направление в	1	3
136	смысле этого	1	3
137	этого слова	1	3
138	в основном	1	3
139	но это	1	3
140	у них	2	3
141	же в	6	3
142	а н	3	3
143	что он	1	3
144	в применении	1	2
145	же как	4	2
146	е как	1	2
147	применении к	1	2
148	и это	1	2
149	ее до	1	2
150	и должен	1	2
151	в году	3	2
152	в предыдущей	1	2
153	из воды	5	2
154	а как	1	2
155	вопрос о	4	2
156	всем этим	1	2
157	нет и	1	2
158	во что	1	2
159	эта связь	2	2
160	с этим	2	2
161	в него	2	2
162	к новому	1	2
163	от этого	1	2
164	он в	1	2
165	остановиться на	1	2
166	не могла	1	2
167	и если	1	2
168	том чтобы	2	2
169	и более	1	2
170	эта же	1	2
171	но все	1	2
172	могла бы	1	2
173	того или	1	2
174	это не	5	2
175	в новое	1	2
176	с тем	6	2
177	мы видели	7	2
178	их на	1	2
179	в эту	3	2
180	не так	1	2
181	таким же	1	2
182	не от	1	2
183	на всю	1	2
184	виду что	1	2
185	на него	1	2
186	следовательно и	1	2
187	ничего не	1	2
188	одна из	11	2
189	учения о	1	2
190	к ней	2	2
191	и является	1	2
192	во всем	2	2
193	от их	1	2
194	своей книге	2	2
195	от нее	1	2
196	в науке	1	2
197	приводит к	1	2
198	на нее	6	2
199	не с	2	2
200	еще в	2	2
