N	2gram	Losev_Vlad_1	Komedia
1	и в	31	26
2	в г	1	17
3	едва ли	3	14
4	и не	17	14
5	и его	7	12
6	к тому	3	12
7	так и	6	12
8	тому же	2	11
9	может быть	6	11
10	в том	11	11
11	в этом	14	10
12	на протяжении	1	10
13	но и	19	10
14	столь же	1	9
15	том что	14	9
16	если бы	1	9
17	вместе с	3	9
18	что в	14	9
19	молодой человек	2	9
20	ясно что	2	8
21	было бы	2	8
22	и на	3	7
23	не только	24	7
24	на себя	3	7
25	что и	5	7
26	из них	2	7
27	еще не	2	6
28	в своем	4	6
29	о том	11	6
30	в нем	4	6
31	в доме	7	6
32	таким образом	3	6
33	в то	8	6
34	того чтобы	2	6
35	потому что	11	6
36	и здесь	3	6
37	во время	3	6
38	то что	18	6
39	в которой	4	5
40	с его	11	5
41	что он	12	5
42	так что	10	5
43	в истории	4	5
44	для того	2	5
45	ни в	2	5
46	на основании	2	5
47	с тем	2	5
48	и с	14	5
49	больше чем	2	5
50	один из	4	5
51	в качестве	6	5
52	г и	1	5
53	к этому	6	5
54	по адресу	1	4
55	уже в	7	4
56	хотя и	4	4
57	в самом	2	4
58	в целом	3	4
59	из этих	2	4
60	это было	6	4
61	в них	2	4
62	как и	4	4
63	в этих	1	4
64	место в	2	4
65	тому что	1	4
66	не менее	2	4
67	не по	2	4
68	с и	2	4
69	судя по	1	4
70	больше того	1	4
71	как мы	9	4
72	в в	3	4
73	что у	4	4
74	сразу же	1	4
75	за то	1	4
76	еще в	4	4
77	в его	12	4
78	только в	9	4
79	же в	1	4
80	в начале	3	4
81	этот раз	4	4
82	так как	8	4
83	у него	15	4
84	в последние	1	4
85	на этот	6	4
86	что для	4	4
87	прежде всего	1	4
88	в руках	1	4
89	в частности	2	4
90	как это	7	4
91	о его	2	4
92	все же	3	4
93	и для	2	4
94	и от	5	4
95	одной из	2	4
96	точки зрения	2	4
97	тех же	2	3
98	в котором	6	3
99	то же	6	3
100	в их	1	3
101	той же	2	3
102	вопрос о	1	3
103	того же	6	3
104	это время	3	3
105	в ней	1	3
106	что его	4	3
107	во всех	1	3
108	но не	3	3
109	по отношению	1	3
110	как в	3	3
111	что касается	3	3
112	но в	12	3
113	со своей	3	3
114	так или	1	3
115	в этой	4	3
116	как он	4	3
117	но все	1	3
118	человека в	1	3
119	в каждом	1	3
120	по всему	1	3
121	но если	1	3
122	же время	4	3
123	к концу	2	3
124	связи с	1	3
125	что на	2	3
126	многие из	1	3
127	и сам	6	3
128	то время	2	3
129	и поэтому	1	3
130	к нему	4	3
131	после смерти	4	3
132	тех пор	1	3
133	дело с	1	3
134	себя в	4	3
135	для всех	1	3
136	ответ на	2	3
137	мы знаем	2	3
138	друг друга	1	3
139	мы можем	1	3
140	тем что	2	3
141	даже не	2	3
142	или иначе	1	3
143	не было	5	3
144	отношениях с	1	3
145	о чем	1	3
146	в связи	3	3
147	и особенно	4	3
148	из которых	1	3
149	в тех	2	3
150	да и	4	3
151	с этой	1	3
152	все это	5	3
153	или в	1	3
154	для нас	4	3
155	отрывки из	2	3
156	интерес к	1	3
157	а в	9	3
158	до тех	1	3
159	в период	5	3
160	в своей	4	3
161	ко времени	2	3
162	жизни и	5	3
163	по поводу	12	3
164	не может	6	3
165	как известно	1	2
166	и т	2	2
167	одним из	2	2
168	а из	1	2
169	только потому	1	2
170	и есть	1	2
171	из его	4	2
172	и за	2	2
173	мы имеем	1	2
174	мы не	1	2
175	время как	1	2
176	не вполне	1	2
177	и был	6	2
178	он был	14	2
179	под названием	2	2
180	бы то	1	2
181	и другие	1	2
182	тут же	7	2
183	отнюдь не	3	2
184	и я	2	2
185	и вовсе	1	2
186	в одной	1	2
187	этом же	1	2
188	что по	1	2
189	и хотя	1	2
190	с той	1	2
191	сказать о	1	2
192	жизни так	1	2
193	в нашем	4	2
194	роль в	1	2
195	в философии	2	2
196	и если	5	2
197	что она	2	2
198	не следует	1	2
199	молодым человеком	3	2
200	после этого	1	2
201	он не	10	2
202	и еще	2	2
203	была не	2	2
204	в силу	1	2
205	на этом	2	2
206	то ни	1	2
207	об этом	7	2
208	это не	1	2
209	этом смысле	4	2
210	надо считать	1	2
211	в это	2	2
212	отец и	1	2
213	чем в	1	2
214	семейной жизни	2	2
215	по всем	2	2
216	всяком случае	2	2
217	представление о	1	2
218	которые в	1	2
219	не в	5	2
220	в конце	9	2
221	он выступает	1	2
222	вовсе не	5	2
223	даже в	2	2
224	на пути	1	2
225	одна из	1	2
226	замуж за	1	2
227	в одном	1	2
228	что их	1	2
229	и после	1	2
230	не столь	1	2
231	если у	1	2
232	своего отца	1	2
233	на это	2	2
234	и это	2	2
235	говоря уже	1	2
236	с самого	1	2
237	так в	1	2
238	и что	6	2
239	быту и	1	2
240	на что	2	2
241	времени в	2	2
242	и во	1	2
243	и все	4	2
244	то эта	1	2
245	в другой	1	2
246	философии и	11	2
247	тот же	3	2
248	с ними	2	2
