N	2gram	Losev_Vesc_1	Problema
1	в его	2	43
2	и не	29	42
3	и в	21	38
4	не может	17	27
5	может быть	16	26
6	как бы	12	22
7	отнюдь не	5	19
8	и с	8	17
9	и его	2	16
10	в этом	4	15
11	в нем	2	15
12	и т	19	14
13	только в	14	13
14	прежде всего	9	13
15	независимо от	5	13
16	но не	5	12
17	во всех	2	11
18	ни в	1	11
19	и для	9	11
20	отношение к	1	10
21	таким образом	8	10
22	к нему	1	10
23	не только	36	9
24	его в	2	9
25	но и	18	9
26	и как	8	8
27	было бы	14	8
28	точки зрения	5	8
29	для нее	2	8
30	в том	8	8
31	то что	27	8
32	еще не	8	7
33	в самом	9	7
34	вообще не	2	7
35	как и	8	7
36	не в	5	7
37	как мы	4	7
38	с другой	6	7
39	слова в	2	7
40	объекта и	1	7
41	совершенно не	5	7
42	в своей	5	7
43	что в	9	7
44	самом деле	4	6
45	на основе	1	6
46	и наконец	1	6
47	в пределах	1	6
48	не к	1	6
49	с точки	3	6
50	не есть	49	6
51	можно только	4	6
52	ничего не	3	6
53	мы можем	4	6
54	все же	4	6
55	а в	4	6
56	только как	1	6
57	себя как	2	5
58	отличие от	1	5
59	в своем	6	5
60	все эти	3	5
61	при этом	1	5
62	то же	6	5
63	это не	5	5
64	далеко не	1	5
65	в отличие	1	5
66	так и	3	5
67	в основе	3	5
68	и о	3	5
69	никогда не	2	5
70	не нужно	2	5
71	с ним	8	5
72	и прежде	1	5
73	конечно не	1	5
74	не на	1	5
75	а не	19	5
76	могут быть	1	5
77	быть только	3	5
78	должно быть	6	5
79	формы и	1	5
80	на самом	1	4
81	должна быть	4	4
82	конечно и	1	4
83	в виду	2	4
84	в ней	12	4
85	как вещь	9	4
86	относится к	5	4
87	но в	5	4
88	в себе	14	4
89	перестает быть	3	4
90	в данном	5	4
91	не менее	3	4
92	тем самым	1	4
93	о значении	1	4
94	в то	3	4
95	чтобы стать	1	4
96	должны быть	4	4
97	в ее	7	4
98	данном случае	2	4
99	можно было	2	4
100	не с	7	4
101	о том	6	4
102	от всех	4	4
103	с ними	3	4
104	принципиально не	1	4
105	и только	3	4
106	к которому	1	4
107	что не	5	4
108	и потому	5	4
109	в более	1	4
110	себя самого	2	4
111	хотя бы	6	4
112	вне себя	2	4
113	может и	1	4
114	между ними	3	4
115	сказать что	17	4
116	другой стороны	2	4
117	ли мы	2	3
118	также и	6	3
119	едва ли	1	3
120	действительности и	5	3
121	которую мы	1	3
122	говорить о	6	3
123	бы то	4	3
124	мы будем	1	3
125	точка зрения	1	3
126	нет и	1	3
127	кроме того	4	3
128	и к	1	3
129	работ по	1	3
130	как момент	1	3
131	то ни	4	3
132	с другими	8	3
133	может стать	1	3
134	и тем	3	3
135	в слове	2	3
136	несмотря на	1	3
137	том что	8	3
138	тем не	3	3
139	имеем дело	3	3
140	или как	2	3
141	языка в	1	3
142	все то	1	3
143	как только	4	3
144	в применении	1	3
145	и это	14	3
146	хотя и	4	3
147	и от	3	3
148	приводит к	1	3
149	в дальнейшем	1	3
150	дано в	1	3
151	ясно что	8	3
152	мы в	1	3
153	совершенно невозможно	1	3
154	если бы	5	3
155	искусства и	1	3
156	к действительности	2	3
157	основе своей	2	3
158	на ее	3	3
159	но с	2	3
160	как вещи	3	3
161	как нечто	2	3
162	с одной	3	3
163	со всеми	1	3
164	вопроса о	1	3
165	и должна	1	3
166	с действительностью	1	3
167	и даже	6	3
168	оно не	3	3
169	себя и	4	3
170	одной стороны	3	3
171	есть лишь	2	3
172	его как	1	3
173	применении к	2	3
174	да и	3	3
175	слова и	5	3
176	но это	10	3
177	все это	5	3
178	природу и	1	3
179	не больше	1	3
180	не является	1	3
181	культуры и	1	3
182	она может	4	3
183	и все	5	3
184	ни было	4	3
185	все что	1	3
186	можно говорить	2	2
187	и есть	26	2
188	в котором	3	2
189	есть не	14	2
190	можно и	2	2
191	мы имеем	7	2
192	единство и	1	2
193	но она	3	2
194	не вполне	2	2
195	это отношение	1	2
196	я не	4	2
197	и он	1	2
198	оно может	2	2
199	в чем	6	2
200	с его	1	2
201	коем случае	1	2
202	а только	3	2
203	смысле мы	1	2
204	не все	1	2
205	с совершенно	1	2
206	в истории	1	2
207	как к	4	2
208	я должен	4	2
209	себе не	3	2
210	к чему	1	2
211	и у	3	2
212	что это	13	2
213	момент его	1	2
214	на то	4	2
215	момента в	1	2
216	понятий и	2	2
217	на этом	2	2
218	всех своих	1	2
219	человека в	1	2
220	здесь мы	1	2
221	но чувство	1	2
222	момент и	1	2
223	входя в	1	2
224	действительности в	2	2
225	форму и	1	2
226	о которых	1	2
227	переходим к	1	2
228	и более	1	2
229	случае мы	1	2
230	и вся	1	2
231	раз и	1	2
232	что эта	1	2
233	она не	4	2
234	дело в	4	2
235	одна из	5	2
236	и духовного	1	2
237	и отдельных	1	2
238	того чтобы	3	2
239	чем не	2	2
240	слово и	4	2
241	в коем	1	2
242	в самой	2	2
243	и весь	1	2
244	во всем	1	2
245	этом отношении	1	2
246	у нас	7	2
247	всего оно	1	2
248	к себе	4	2
249	есть только	7	2
250	отличается от	7	2
251	же самое	1	2
252	что оно	8	2
253	а ее	2	2
254	для того	2	2
255	в работах	2	2
256	должен быть	2	2
257	что все	2	2
258	самим собою	2	2
259	только при	1	2
260	в себя	13	2
261	степени и	2	2
262	с самим	4	2
263	том как	1	2
264	поэтому в	1	2
265	и здесь	4	2
266	в другом	2	2
267	другими словами	5	2
268	и что	15	2
269	организма и	1	2
270	и во	3	2
271	суть чисто	1	2
272	к личности	1	2
273	в него	1	2
274	того что	8	2
275	в современной	1	2
276	предмета и	1	2
277	в двух	1	2
278	конечно можно	3	2
279	нуждается в	1	2
280	что он	1	2
281	и ее	18	2
282	себя в	10	2
283	не можем	1	2
284	в нашей	1	2
285	языка как	2	2
286	в виде	1	2
287	должно иметь	1	2
288	не дает	1	2
289	но совершенно	2	2
290	ни с	6	2
291	что и	3	2
292	вовсе не	10	2
293	последние годы	2	2
294	содержание и	1	2
295	случае не	1	2
296	то или	2	2
297	тем что	2	2
298	есть выражение	1	2
299	в особенности	1	2
300	или иной	1	2
301	не входя	1	2
302	форме и	1	2
303	души и	1	2
304	и пр	6	2
305	не было	1	2
306	в россии	2	2
307	с предметом	1	2
308	но можно	1	2
309	в частности	1	2
310	как это	2	2
311	из которых	1	2
312	и смысла	1	2
313	по существу	2	2
314	можно сказать	6	2
315	того или	1	2
316	является как	1	2
317	и внешнего	2	2
318	или в	2	2
319	о котором	1	2
320	той или	2	2
321	чтобы его	1	2
322	мы должны	2	2
323	ибо в	1	2
324	в этих	1	2
325	от ее	6	2
326	слово в	2	2
327	в свою	4	2
328	была бы	2	2
329	к его	1	2
330	и другие	1	2
331	в своих	1	2
332	по поводу	1	2
333	и эта	3	2
334	к чему-то	1	2
335	к этому	1	2
336	хуже всего	1	1
337	в сфере	4	1
338	находить в	1	1
339	человека и	1	1
340	своей основной	1	1
341	это и	6	1
342	мере в	1	1
343	и реального	2	1
344	чего не	2	1
345	от самого	1	1
346	в чисто	1	1
347	в первом	2	1
348	к другому	1	1
349	нем нет	1	1
350	из его	2	1
351	не вещь	2	1
352	от которых	1	1
353	через эти	1	1
354	обойтись без	2	1
355	из всех	1	1
356	бы уже	1	1
357	его существе	1	1
358	предмета в	1	1
359	совершенно лишенным	1	1
360	и ничего	1	1
361	которую я	2	1
362	ясности и	2	1
363	и момент	1	1
364	бы что	2	1
365	вопрос о	1	1
366	почти все	2	1
367	так чтобы	2	1
368	время как	1	1
369	что иное	7	1
370	на себя	1	1
371	с ее	6	1
372	и суть	1	1
373	бы ни	2	1
374	и субъективно	1	1
375	собою и	4	1
376	и самого	1	1
377	самого но	1	1
378	быть понято	2	1
379	вещи это	7	1
380	иное как	7	1
381	как науки	1	1
382	как таковая	2	1
383	ними в	2	1
384	вполне и	1	1
385	а следовательно	2	1
386	то он	1	1
387	одном и	1	1
388	с трудом	1	1
389	искусство в	1	1
390	в общем	1	1
391	для всякой	1	1
392	и действительность	6	1
393	себе и	1	1
394	смыслом но	1	1
395	и выражения	2	1
396	то чем	1	1
397	стороны и	2	1
398	моментов а	2	1
399	случайной и	1	1
400	не специально	2	1
401	и где	1	1
402	понять и	2	1
403	могли бы	1	1
404	эту проблему	1	1
405	это определение	1	1
406	есть ли	6	1
407	вещи но	14	1
408	то в	4	1
409	которых идет	1	1
410	от чего	2	1
411	бы и	5	1
412	нужно только	1	1
413	и я	1	1
414	то время	1	1
415	можно не	1	1
416	есть вещь	7	1
417	в этой	3	1
418	вносит в	1	1
419	бы только	1	1
420	но он	2	1
421	только один	2	1
422	в философии	5	1
423	но ведь	2	1
424	если он	1	1
425	не могла	1	1
426	и если	2	1
427	что каждая	1	1
428	как оно	3	1
429	они совершенно	1	1
430	звук а	1	1
431	т д	19	1
432	всем что	2	1
433	иначе это	1	1
434	формы но	1	1
435	всех этих	1	1
436	и социальной	1	1
437	в понимании	1	1
438	в принципе	1	1
439	которому она	1	1
440	понимания и	3	1
441	и вот	2	1
442	материя и	2	1
443	необходимо для	1	1
444	свое время	2	1
445	чем она	1	1
446	его от	1	1
447	подобно тому	4	1
448	свете а	1	1
449	образа и	1	1
450	всего то	2	1
451	именно это	1	1
452	от нее	2	1
453	что является	1	1
454	могла бы	3	1
455	а вообще	1	1
456	они должны	1	1
457	имеют в	1	1
458	значение в	1	1
459	от некоторых	1	1
460	есть конечно	2	1
461	мы уже	3	1
462	больше как	1	1
463	себя не	2	1
464	его своим	1	1
465	это было	1	1
466	на бумаге	1	1
467	и мы	1	1
468	в существенном	1	1
469	в свой	2	1
470	истории и	2	1
471	вещь может	2	1
472	в природу	4	1
473	вещи а	2	1
474	жизни человека	1	1
475	в один	1	1
476	как личность	2	1
477	она и	1	1
478	все равно	2	1
479	с тем	5	1
480	и уже	1	1
481	образ действительности	3	1
482	представление а	1	1
483	потому и	1	1
484	нисколько не	4	1
485	восприятия и	1	1
486	особым образом	1	1
487	ибо не	1	1
488	что подобное	1	1
489	и охвата	1	1
490	о той	1	1
491	на ступени	1	1
492	по сравнению	7	1
493	сущности но	1	1
494	еще нет	1	1
495	я начинаю	1	1
496	к одному	3	1
497	том смысле	1	1
498	себе а	1	1
499	мысли и	3	1
500	бы мы	1	1
501	себе самой	3	1
502	только вторая	1	1
503	действительность в	2	1
504	бытие как	1	1
505	смысле а	1	1
506	может обойтись	1	1
507	этих моментов	1	1
508	силу и	1	1
509	и эти	2	1
510	есть именно	6	1
511	однако в	1	1
512	понимании и	1	1
513	или если	1	1
514	отличии от	2	1
515	по себе	13	1
516	же мы	1	1
517	вбирает в	3	1
518	тому что	2	1
519	что есть	5	1
520	какие бы	1	1
521	можно ли	7	1
522	не имеющая	2	1
523	находится не	1	1
524	как можно	3	1
525	иной раз	1	1
526	но для	2	1
527	мышления и	1	1
528	уже из	1	1
529	бытия и	2	1
530	в самых	1	1
531	нам и	1	1
532	может только	1	1
533	следовательно и	1	1
534	того и	2	1
535	и всегда	1	1
536	эта сторона	1	1
537	и без	3	1
538	находятся в	1	1
539	этих двух	2	1
540	только когда	1	1
541	его должно	1	1
542	во всей	1	1
543	как психология	1	1
544	целое в	1	1
545	правда это	1	1
546	ничто не	2	1
547	этого предмета	2	1
548	до того	1	1
549	и единством	1	1
550	исторического процесса	1	1
551	уже и	1	1
552	так то	3	1
553	ли это	7	1
554	однако это	2	1
555	ему не	1	1
556	именно то	1	1
557	личности в	1	1
558	есть вообще	1	1
559	понимание но	1	1
560	его с	1	1
561	для его	1	1
562	даже и	4	1
563	его значение	1	1
564	как некое	1	1
565	мы ее	5	1
566	из всего	1	1
567	к такому	1	1
568	как не	1	1
569	свою очередь	4	1
570	на нем	1	1
571	всего этого	1	1
572	без всякого	4	1
573	в в	2	1
574	если в	1	1
575	какое же	1	1
576	воплощения и	1	1
577	идет речь	1	1
578	или нечто	1	1
579	выражения и	1	1
580	как с	4	1
581	что у	5	1
582	было в	1	1
583	мог бы	5	1
584	как таковую	1	1
585	в одном	2	1
586	вещь как	7	1
587	это только	1	1
588	имеется в	1	1
589	в которое	1	1
590	строго говоря	1	1
591	личности или	1	1
592	в отдельном	1	1
593	это внутреннее	1	1
594	к языку	1	1
595	с человеком	1	1
596	смысле и	1	1
597	но может	1	1
598	и восприятия	1	1
599	о ней	2	1
600	может в	2	1
601	но необходимо	1	1
602	с математикой	1	1
603	как наиболее	1	1
604	на что	1	1
605	словом только	1	1
606	для нас	2	1
607	а также	1	1
608	с чем-то	1	1
609	мы понимаем	1	1
610	что или	1	1
611	мы о	2	1
612	тем или	1	1
613	говорить об	1	1
614	во втором	2	1
615	них в	1	1
616	вообще и	4	1
617	резко отличается	1	1
618	на действительность	2	1
619	и следовательно	7	1
620	внутреннего и	4	1
621	познания в	1	1
622	один момент	1	1
623	быть и	1	1
624	кроме самого	1	1
625	этот вопрос	1	1
626	в поэтическом	1	1
627	и быть	1	1
628	целом с	1	1
629	есть ни	3	1
630	действительность но	1	1
631	бы вбирает	1	1
632	для всех	1	1
633	это ни	1	1
634	есть в	1	1
635	со своим	7	1
636	можно выразить	1	1
637	уже не	9	1
638	только на	3	1
639	с самими	1	1
640	себя ибо	1	1
641	есть уже	1	1
642	и чисто	1	1
643	или находить	1	1
644	из них	4	1
645	его и	2	1
646	области в	1	1
647	этом в	1	1
648	для него	4	1
649	других вещей	3	1
650	сами по	3	1
651	моментов в	2	1
652	относится не	2	1
653	ее не	2	1
654	и фантазии	1	1
655	не о	1	1
656	если оно	4	1
657	но что	2	1
658	только с	3	1
659	на их	2	1
