N	3gram	Vinokur_St_2	Komedia
1	к тому же	2	10
2	на себя внимание	2	5
3	обращает на себя	3	5
4	в том что	16	5
5	за то что	2	4
6	вместе с тем	5	4
7	о том что	11	4
8	для того чтобы	5	4
9	по отношению к	1	3
10	в том числе	1	3
11	так или иначе	1	3
12	ли можно сомневаться	1	3
13	в связи с	1	3
14	в первую очередь	1	3
15	то же время	1	3
16	в то время	1	3
17	в то же	1	3
18	сомневаться в том	2	2
19	в обоих случаях	1	2
20	только потому что	2	2
21	с их точки	1	2
22	не говоря уже	1	2
23	в этом смысле	1	2
24	в ответ на	1	2
25	можно сомневаться в	1	2
26	их точки зрения	1	2
27	в одной из	2	2
28	до сих пор	5	2
29	говоря уже о	1	2
30	в той же	1	2
31	в отличие от	2	2
32	бы то ни	2	2
33	в это время	2	2
34	то ни было	2	2
35	в г и	1	2
36	то что он	2	2
37	во всяком случае	3	2
38	что у него	1	2
39	и т п	3	2
40	после того как	4	2
41	к тому что	5	2
42	речь идет о	3	2
43	к участию в	1	1
44	между действующими лицами	1	1
45	в самом деле	2	1
46	не похож на	1	1
47	в том же	2	1
48	лет спустя после	1	1
49	с точки зрения	2	1
50	с самого начала	3	1
51	то что в	2	1
52	в которую он	1	1
53	но и здесь	2	1
54	ни у кого	1	1
55	и в тех	1	1
56	точно так же	1	1
57	в этих словах	2	1
58	ни в одном	2	1
59	источников в частности	1	1
60	должна была бы	1	1
61	что в обоих	1	1
62	в чем же	1	1
63	по сравнению с	1	1
64	сих пор в	1	1
65	так и на	1	1
66	с другой стороны	3	1
67	мере в какой	2	1
68	и в том	1	1
69	вместо того чтобы	1	1
70	еще в г	1	1
71	между тем у	2	1
72	но столь же	1	1
73	более или менее	2	1
74	что он не	4	1
75	то обстоятельство что	4	1
76	так и в	2	1
77	в свою очередь	1	1
78	чтобы сделать его	1	1
79	главы евгения онегина	1	1
80	но все же	2	1
81	в г была	1	1
82	во второй половине	1	1
83	тем не менее	2	1
84	к выводу что	1	1
85	в многочисленных высказываниях	1	1
86	как мы видели	1	1
87	для того времени	1	1
