N	2gram	Vygotskiy__4	KulturaY
1	и т	6	33
2	в том	21	30
3	и в	33	24
4	потому что	24	23
5	том что	22	21
6	т п	3	18
7	что в	21	17
8	того чтобы	22	17
9	для того	23	16
10	было бы	12	15
11	в этом	28	14
12	т д	2	14
13	точки зрения	6	14
14	может быть	22	13
15	все же	5	12
16	таким образом	13	12
17	и не	13	12
18	в его	10	12
19	не в	2	11
20	только в	4	11
21	хотя бы	2	10
22	в самом	12	10
23	не только	7	10
24	у нас	4	10
25	вовсе не	5	10
26	самом деле	12	9
27	с точки	4	9
28	так как	12	9
29	если бы	10	9
30	о том	20	9
31	того что	4	9
32	отношению к	1	9
33	прежде всего	2	9
34	то что	44	9
35	по отношению	1	8
36	то обстоятельство	1	8
37	то же	9	8
38	том чтобы	4	8
39	обстоятельство что	1	8
40	тем что	3	8
41	как раз	9	8
42	а не	6	8
43	не может	10	7
44	не трудно	1	7
45	это не	6	7
46	в них	2	7
47	связи с	2	7
48	так и	3	7
49	бы в	1	7
50	с другой	2	7
51	как бы	25	7
52	вместе с	8	7
53	мы имеем	2	6
54	в ней	6	6
55	однако не	2	6
56	в которой	4	6
57	все эти	6	6
58	при этом	2	6
59	в которых	3	6
60	тогда когда	1	6
61	можно было	4	6
62	что он	20	6
63	в какой	5	6
64	но и	3	6
65	именно в	2	6
66	все это	13	6
67	другой стороны	2	6
68	что такое	1	6
69	например в	3	5
70	еще не	1	5
71	но не	3	5
72	не просто	4	5
73	что это	13	5
74	слово это	1	5
75	и с	2	5
76	но уже	1	5
77	рядом с	1	5
78	с тем	4	5
79	так сказать	1	5
80	и его	5	5
81	не потому	2	5
82	к тому	12	5
83	в виду	2	5
84	с ним	5	5
85	и что	25	5
86	между тем	1	5
87	всяком случае	3	5
88	содержание и	1	5
89	что не	4	5
90	в той	3	5
91	в результате	2	5
92	целый ряд	5	5
93	а в	4	5
94	речи и	1	5
95	во всяком	3	5
96	того же	1	4
97	это и	5	4
98	что эти	2	4
99	и на	5	4
100	с его	2	4
101	что они	6	4
102	как в	3	4
103	в целом	5	4
104	из этих	2	4
105	на то	10	4
106	в нем	7	4
107	из области	1	4
108	тем самым	3	4
109	русский язык	1	4
110	на язык	1	4
111	того как	1	4
112	и является	2	4
113	в пределах	3	4
114	не на	2	4
115	в самой	6	4
116	внимание на	2	4
117	что и	3	4
118	должен быть	1	4
119	так что	7	4
120	есть в	1	4
121	из них	4	4
122	со стороны	2	4
123	до сих	3	4
124	там где	1	4
125	в частности	4	4
126	и потому	2	4
127	с этим	5	4
128	в тех	2	4
129	по существу	2	4
130	слова и	4	4
131	сих пор	3	4
132	один из	2	4
133	же в	1	4
134	в этих	1	4
135	так же	13	4
136	и то	2	3
137	в первом	1	3
138	в котором	2	3
139	той же	4	3
140	ему нужно	2	3
141	в сущности	6	3
142	на практике	1	3
143	то это	3	3
144	так называемые	1	3
145	и он	3	3
146	то мы	1	3
147	в общем	1	3
148	очевидно что	1	3
149	в истории	1	3
150	в связи	1	3
151	в своем	7	3
152	когда он	7	3
153	в этой	9	3
154	в себе	6	3
155	и если	9	3
156	на его	1	3
157	не имеют	1	3
158	просто что	1	3
159	что она	10	3
160	и может	5	3
161	несмотря на	1	3
162	должно быть	3	3
163	нисколько не	5	3
164	в их	2	3
165	и эти	2	3
166	даже в	2	3
167	тому что	6	3
168	казалось бы	5	3
169	что оно	3	3
170	свою очередь	1	3
171	сводится к	2	3
172	ясно что	5	3
173	том как	3	3
174	это только	1	3
175	для этого	8	3
176	и здесь	3	3
177	можно сказать	2	3
178	этом смысле	1	3
179	мы увидим	2	3
180	уже в	2	3
181	себе в	1	3
182	в одном	3	3
183	не было	3	3
184	в особенности	1	3
185	и даже	1	3
186	к которому	1	3
187	в свою	1	3
188	а с	2	3
189	как это	14	3
190	смысле этого	3	3
191	этого слова	3	3
192	слова как	3	3
193	нам не	1	3
194	была бы	2	3
195	как на	6	3
196	но еще	1	3
197	в таком	4	3
198	гораздо более	1	3
