N	3gram	Propp_Isto_4	VerxiiNi
1	вместе с тем	1	8
2	в том числе	1	5
3	до сих пор	5	5
4	о том что	2	4
5	и вместе с	1	4
6	но все же	4	4
7	точно так же	5	3
8	так же как	12	3
9	в связи с	2	3
10	тем не менее	2	3
11	и связанные с	1	2
12	то же самое	2	2
13	друг на друга	1	2
14	может быть и	1	2
15	после его смерти	1	2
16	мы должны признать	1	2
17	по сравнению с	3	2
18	то что он	2	2
19	но вместе с	1	2
20	ничего общего с	1	2
21	он не имеет	1	2
22	можно сказать что	1	2
23	на то что	3	2
24	на пути к	1	2
25	в широком смысле	1	1
26	что в этом	1	1
27	у многих других	2	1
28	о том как	1	1
29	с представлением о	2	1
30	одно из таких	1	1
31	и заставляет их	1	1
32	боги к которым	1	1
33	представление о превращении	1	1
34	не к этому	1	1
35	все те же	1	1
36	совершенно ясно что	1	1
37	с этого момента	1	1
38	совершенно так же	6	1
39	с ними в	1	1
40	и только тогда	2	1
41	человеком и животным	2	1
42	между человеком и	2	1
43	все эти черты	1	1
44	в данном случае	3	1
45	не потому что	1	1
46	на задний план	2	1
47	смысле этого слова	2	1
48	только в одном	1	1
49	к этому источнику	1	1
50	мы видели выше	2	1
51	не только как	1	1
52	указывает на то	1	1
53	не в том	1	1
54	с нашей точки	1	1
55	что здесь имеется	1	1
56	из них не	1	1
57	не имеет никакого	1	1
58	том что они	1	1
59	с другой стороны	4	1
60	мы видели что	3	1
61	не может быть	4	1
62	в общих чертах	1	1
63	из которых каждый	1	1
64	в то время	1	1
65	так и в	2	1
66	это и есть	1	1
67	и у них	1	1
68	в связь с	1	1
69	широком смысле этого	1	1
70	начинается с того	2	1
71	что и у	1	1
72	нашей точки зрения	1	1
73	и по своим	1	1
74	мы имеем в	2	1
75	после того как	2	1
76	но эта связь	1	1
77	мы видим что	1	1
78	и у многих	1	1
79	что и в	1	1
80	только тогда когда	1	1
81	вместе с верой	1	1
