N	3gram	Losev_Prob_4	formyVre
1	и т п	1	8
2	в то же	2	6
3	и в то	1	5
4	в связи с	3	5
5	для того чтобы	2	5
6	и в других	2	4
7	в том числе	1	4
8	времени и пространства	1	4
9	пространства и времени	1	3
10	до сих пор	1	3
11	одно и то	1	3
12	в то время	2	3
13	но все же	1	2
14	в чем не	1	2
15	само собой разумеется	1	2
16	то есть не	3	2
17	дело в том	1	2
18	равно как и	1	2
19	же как и	1	2
20	и все другие	1	2
21	как раз и	1	2
22	с точки зрения	11	2
23	в мировой литературе	1	2
24	ни в чем	1	2
25	том числе и	1	2
26	вместе с тем	3	2
27	жизни и в	2	2
28	и в частности	2	2
29	то время как	2	2
30	человеческой жизни в	1	2
31	так же как	1	2
32	не только в	4	2
33	с одной стороны	1	2
34	по сравнению с	1	2
35	в буквальном смысле	2	2
36	друг к другу	1	2
37	а также и	2	2
38	жизни то есть	1	2
39	с самого начала	1	2
40	и прежде всего	2	2
41	той или иной	11	2
42	в том что	8	2
43	как и в	1	2
44	к тому же	2	2
45	и может быть	1	1
46	на том что	1	1
47	а следовательно и	1	1
48	и пространстве но	1	1
49	в той или	7	1
50	одном и том	1	1
51	прежде всего в	1	1
52	и во всяком	3	1
53	имеем в виду	3	1
54	не было этого	1	1
55	здесь прежде всего	1	1
56	в одноименном романе	2	1
57	в единый и	1	1
58	видим и слышим	1	1
59	в других областях	1	1
60	но все это	1	1
61	в зависимости от	3	1
62	эти моменты в	1	1
63	он не является	1	1
64	сами по себе	2	1
65	в себе и	2	1
66	совершенно ясно что	1	1
67	не являются только	1	1
68	и человеческой жизни	1	1
69	не о чем	1	1
70	в значительной мере	2	1
71	связанных между собой	1	1
72	это не имеет	2	1
73	в это время	1	1
74	в одном и	1	1
75	как мы сказали	1	1
76	в данном случае	5	1
77	и том же	1	1
78	так и в	1	1
79	буквальном смысле слова	2	1
80	приходит к выводу	1	1
81	и как бы	1	1
82	не связанных между	1	1
83	ни к какой	1	1
84	в самой жизни	1	1
85	вовсе не является	2	1
86	во всяком случае	4	1
87	здесь не только	1	1
88	то перед нами	2	1
89	вовсе не являются	2	1
90	в новое время	1	1
91	в новое и	1	1
92	в математическом естествознании	1	1
93	здесь это не	1	1
94	бросается в глаза	1	1
95	то есть только	1	1
96	науки и искусства	1	1
97	смысле слова и	1	1
98	не является здесь	1	1
99	в свою очередь	1	1
100	о том что	3	1
101	то что не	1	1
102	то есть в	6	1
103	к выводу что	1	1
104	но отнюдь не	1	1
105	мы имеем в	1	1
106	может быть лишь	1	1
107	все эти особенности	1	1
108	сама по себе	2	1
109	времени и пространстве	1	1
110	для нас не	1	1
111	здесь как и	2	1
112	не происходит в	1	1
113	в жизни и	1	1
114	все эти предметы	1	1
115	что дело здесь	1	1
