N	2gram	Voloshinov_1	Psycholo
1	то что	10	37
2	и в	15	30
3	в том	4	27
4	что в	6	24
5	и что	3	23
6	потому что	4	23
7	том что	5	21
8	того чтобы	2	20
9	таким образом	21	20
10	все время	4	20
11	для того	1	20
12	как бы	11	19
13	на то	1	17
14	что он	8	17
15	не только	5	16
16	если мы	5	16
17	в этом	13	14
18	в самом	6	14
19	то есть	1	13
20	в нас	2	13
21	как раз	2	13
22	так же	1	13
23	с одной	1	12
24	одной стороны	1	12
25	вместе с	4	12
26	может быть	13	11
27	если бы	3	11
28	что мы	2	11
29	как на	3	11
30	о том	1	10
31	и то	2	9
32	никогда не	7	9
33	увидим что	4	9
34	и когда	1	9
35	так как	9	9
36	с другой	1	9
37	для этого	4	9
38	не может	13	9
39	сказать что	6	9
40	мы увидим	4	9
41	самом деле	7	8
42	мы имеем	1	8
43	что это	3	8
44	он должен	2	8
45	при этом	7	8
46	заключается в	1	8
47	сейчас же	2	8
48	не в	4	8
49	к тому	4	8
50	и это	1	8
51	тому что	3	8
52	того что	2	8
53	мы видим	1	8
54	а не	2	8
55	могут быть	6	8
56	и т	1	7
57	то же	7	7
58	зависимости от	2	7
59	но не	5	7
60	все же	5	7
61	и как	1	7
62	в нем	4	7
63	точки зрения	13	7
64	по себе	2	7
65	в основе	3	7
66	совершенно ясно	1	7
67	этих двух	2	7
68	мы можем	12	7
69	как это	1	7
70	в зависимости	2	6
71	мы уже	5	6
72	в своем	2	6
73	что она	2	6
74	на этом	5	6
75	что все	5	6
76	ясно что	1	6
77	как и	6	6
78	что с	1	6
79	и его	15	6
80	как будто	1	6
81	когда мы	1	6
82	в совершенно	2	6
83	произведение искусства	1	6
84	или в	1	6
85	и здесь	1	6
86	по мнению	6	6
87	и тем	1	6
88	уже в	1	6
89	тем что	1	6
90	но и	4	6
91	именно в	3	6
92	мы все	1	6
93	и не	16	6
94	и для	2	6
95	что оно	2	6
96	совершенно не	2	6
97	жизни и	5	6
98	в искусстве	3	6
99	и есть	2	5
100	еще не	7	5
101	по этому	1	5
102	о смерти	1	5
103	ответ на	2	5
104	что они	1	5
105	когда он	1	5
106	в себе	4	5
107	в целом	2	5
108	в этой	5	5
109	было бы	6	5
110	рядом с	2	5
111	эмоций и	2	5
112	во внимание	1	5
113	сих пор	3	5
114	только не	1	5
115	как мы	10	5
116	но в	9	5
117	сводится к	3	5
118	один из	4	5
119	в двух	1	5
120	только в	6	5
121	именно на	1	5
122	до сих	3	5
123	а с	1	5
124	и потому	8	5
125	эта теория	1	5
126	чувства и	1	5
127	бы в	2	5
128	в своих	4	5
129	принцип экономии	1	5
130	то это	1	4
131	в виду	1	4
132	в ней	5	4
133	как говорит	1	4
134	вызывает в	1	4
135	и к	7	4
136	сил в	1	4
137	мы говорили	1	4
138	в основу	2	4
139	в своей	9	4
140	у нас	3	4
141	мы найдем	1	4
142	и страсти	1	4
143	по сравнению	1	4
144	мысль о	1	4
145	действия и	1	4
146	и совершенно	1	4
147	на примере	1	4
148	в его	9	4
149	на одном	1	4
150	в него	2	4
151	этот вопрос	1	4
152	не можем	3	4
153	только на	2	4
154	чувств и	6	4
155	должен был	1	4
156	от того	3	4
157	говорит о	1	4
158	прежде всего	11	4
159	сравнению с	1	4
160	и все	4	4
161	а в	6	4
162	сам по	2	3
163	тем же	1	3
164	аффектов в	1	3
165	той же	2	3
166	полагает что	1	3
167	мы не	4	3
168	и о	3	3
169	из того	2	3
170	в каждой	1	3
171	и на	3	3
172	в ее	4	3
173	энергии и	1	3
174	мы сейчас	1	3
175	как в	3	3
176	реакции и	1	3
177	и наконец	10	3
178	в которой	1	3
179	из этих	4	3
180	к искусству	1	3
181	он не	4	3
182	не как	1	3
183	чувства в	1	3
184	находит себе	1	3
185	одно и	1	3
186	человека в	3	3
187	в другом	1	3
188	об этом	4	3
189	это не	2	3
190	т д	1	3
191	ни в	6	3
192	и уже	1	3
193	мы с	1	3
194	в этих	2	3
195	где мы	1	3
196	вопрос о	1	3
197	вовсе не	2	3
198	самого начала	5	3
199	одна из	3	3
200	иметь в	1	3
201	находятся в	1	3
202	учения о	1	3
203	этом отношении	2	3
204	в каком	3	3
205	не могут	3	3
206	образом что	1	3
207	что при	2	3
208	бессознательное чувство	2	3
209	данном случае	3	3
210	с самого	7	3
211	так и	10	3
212	это только	2	3
213	остановимся на	1	3
214	и поэтому	1	3
215	что и	2	3
216	и только	4	3
217	тот же	5	3
218	что нам	1	3
219	для него	5	3
220	в состоянии	2	3
221	у него	3	3
222	уже совершенно	1	3
223	что на	1	3
224	со стороны	2	3
225	эти две	1	3
226	и между	1	3
227	на этот	1	3
228	была бы	1	3
229	художественной формы	2	3
230	под влиянием	1	3
231	в данном	3	3
232	это есть	1	3
233	при таком	1	3
