N	3gram	Tiupa_Hudo_2	Problemy
1	на чужое слово	1	11
2	с точки зрения	2	9
3	до сих пор	2	8
4	не может быть	3	8
5	в пределах одного	1	6
6	по отношению к	7	5
7	то же время	4	5
8	к чужому слову	1	5
9	в то же	4	5
10	в самом деле	3	4
11	в том числе	1	4
12	как раз и	1	3
13	том числе и	1	3
14	с самим собою	1	3
15	с другой стороны	1	3
16	как бы в	1	3
17	как и в	3	3
18	нет и не	1	2
19	отношению к чужому	1	2
20	дело в том	1	2
21	и в других	1	2
22	рядом с собой	2	2
23	можно было бы	2	2
24	в том что	11	2
25	о том что	7	2
26	о том же	1	2
27	можно сказать что	1	2
28	в одном из	1	2
29	той или иной	1	2
30	в себе самом	1	2
31	с самим собой	1	2
32	обойтись без другого	1	1
33	однако в этом	2	1
34	и в жизни	1	1
35	себе и к	1	1
36	в котором он	1	1
37	отношению к этой	1	1
38	а между тем	3	1
39	в этом случае	1	1
40	же как и	1	1
41	и в то	2	1
42	хотя бы и	2	1
43	между тем как	1	1
44	и все что	1	1
45	более глубокое и	1	1
46	жизни но именно	1	1
47	с чужого голоса	1	1
48	на старости лет	1	1
49	к себе и	1	1
50	в значительной степени	1	1
51	так же как	2	1
52	в данном случае	2	1
53	с одной стороны	3	1
54	у нее нет	1	1
55	но при этом	3	1
56	если бы оно	1	1
57	перед нами в	1	1
58	так или иначе	1	1
59	все же не	1	1
60	он уже не	1	1
61	на фоне его	1	1
62	а не как	1	1
63	к тому же	2	1
64	во втором эпизоде	1	1
65	о нем он	1	1
66	внешней и внутренней	1	1
67	у него в	1	1
68	в этом произведении	1	1
69	не могло быть	1	1
70	и т.п в	1	1
71	берет на себя	1	1
72	с самого начала	1	1
73	не только в	2	1
74	но все же	1	1
75	как мы знаем	1	1
76	друг от друга	1	1
77	если бы не	1	1
78	после того как	1	1
79	в художественном мире	1	1
80	на пороге его	1	1
81	к тому что	4	1
82	бы не было	1	1
83	в жизни и	1	1
84	которое могло бы	1	1
85	в своей жизни	1	1
