N	3gram	Losev_Dial_1	Myslijsy
1	в том что	7	16
2	и то же	4	5
3	сам по себе	6	5
4	по крайней мере	4	5
5	одно и то	4	5
6	не в том	1	5
7	а в том	1	5
8	то же время	4	5
9	в то же	4	5
10	с другой стороны	4	4
11	по себе а	2	4
12	не есть ни	6	4
13	в то время	1	4
14	потому что он	3	3
15	более или менее	3	3
16	до сих пор	2	3
17	что он не	2	3
18	я и не	1	3
19	с одной стороны	2	3
20	само по себе	5	3
21	и т д	19	3
22	только в том	1	3
23	тем не менее	1	3
24	для того чтобы	1	3
25	не может быть	3	3
26	и может быть	1	2
27	а между тем	1	2
28	то что я	2	2
29	только потому что	3	2
30	именно то что	1	2
31	потому что и	2	2
32	в этом отношении	2	2
33	и т п	2	2
34	в том чтобы	1	2
35	и той же	1	2
36	нельзя сказать что	1	2
37	но никак не	1	2
38	с этой стороны	2	2
39	можно сказать что	3	2
40	то или другое	1	2
41	к тому что	2	2
42	одной и той	1	2
43	сама по себе	8	2
44	то все же	1	1
45	оно имеет значение	1	1
46	одной стороны и	2	1
47	есть нечто совершенно	1	1
48	в чем не	1	1
49	а потом уже	2	1
50	имеет своим предметом	1	1
51	в чем же	1	1
52	была бы невозможна	2	1
53	на самом деле	2	1
54	в себе самом	2	1
55	в самом деле	1	1
56	только тогда и	1	1
57	так что в	1	1
58	то же самое	1	1
59	и как он	1	1
60	сами по себе	1	1
61	бы ни было	1	1
62	ни в их	1	1
63	по себе и	2	1
64	и та же	2	1
65	но все это	2	1
66	представить себе что	1	1
67	самим по себе	1	1
68	того и другого	1	1
69	из того что	1	1
70	вместе с ним	1	1
71	это далеко не	1	1
72	несмотря на свою	1	1
73	в душе а	1	1
74	то и другое	2	1
75	есть то что	1	1
76	что не есть	2	1
77	то время как	1	1
78	и не дает	1	1
79	по себе не	5	1
80	тоже не есть	1	1
81	говорит ни о	2	1
82	не зависит от	1	1
83	образ в котором	1	1
84	между тем в	1	1
85	а можно только	1	1
86	или по крайней	2	1
87	того что она	1	1
88	как одно и	1	1
89	так или иначе	1	1
90	одна и та	2	1
91	что это и	1	1
92	внутреннего и внешнего	6	1
93	что оно имеет	1	1
94	только то что	3	1
95	это было бы	1	1
96	и стало быть	2	1
97	было бы совершенно	1	1
98	и о том	1	1
99	нечто отличное от	1	1
100	то к чему	1	1
101	далеко не всегда	1	1
102	это и не	1	1
103	о том что	2	1
104	ничего общего с	3	1
105	если бы мы	1	1
106	это значит что	9	1
107	не существует и	1	1
108	идеи и образа	2	1
109	не было ни	1	1
110	на то что	4	1
111	может и не	2	1
112	друг от друга	1	1
113	заметить что в	1	1
114	и то и	2	1
115	таким образом и	1	1
116	друг с другом	1	1
117	на первый взгляд	1	1
118	к тому же	1	1
119	не имеет смысла	1	1
120	точек зрения и	1	1
