N	3gram	Bakhtin_Fr_3	Vladivir
1	в том что	1	9
2	в связи с	4	8
3	во всяком случае	1	6
4	можно судить по	1	4
5	как мы знаем	1	4
6	дело в том	1	3
7	с точки зрения	1	3
8	в отличие от	3	3
9	в то же	6	3
10	то что он	1	3
11	то же время	6	3
12	о том что	2	3
13	и вообще в	1	2
14	в настоящее время	1	2
15	и до конца	5	2
16	в том же	2	2
17	на первый план	1	2
18	с новым годом	1	2
19	можно было бы	2	2
20	в данном случае	2	2
21	в том чтобы	1	2
22	начала и до	4	2
23	в свою очередь	1	2
24	само по себе	1	2
25	заключается в том	1	2
26	с начала и	4	2
27	как мы видели	2	2
28	что здесь в	1	1
29	но это конечно	1	1
30	что иное как	1	1
31	не было ни	3	1
32	прежде всего на	1	1
33	оно может быть	1	1
34	и в частности	1	1
35	годом и наконец	1	1
36	требует от нас	1	1
37	мы уже сказали	1	1
38	но даже и	1	1
39	также и в	1	1
40	в том числе	3	1
41	и в более	1	1
42	в этом случае	1	1
43	как это делает	1	1
44	как раз и	1	1
45	и ко всему	1	1
46	они не могут	1	1
47	до сих пор	4	1
48	бы то ни	1	1
49	только то что	1	1
50	в этом отношении	2	1
51	в собственном смысле	1	1
52	что в нем	1	1
53	кроме того что	1	1
54	во время своей	1	1
55	и в области	1	1
56	может быть и	1	1
57	во франции и	1	1
58	каждый из этих	1	1
59	но в то	4	1
60	в высшей степени	1	1
61	к этой книге	1	1
62	как он говорит	1	1
63	а также и	3	1
64	его отношение к	2	1
65	именно в таком	1	1
66	уже и в	1	1
67	а именно его	1	1
68	это конечно не	1	1
69	не может быть	2	1
70	может быть названа	1	1
71	в свое время	1	1
72	в той же	4	1
73	сих пор не	1	1
74	в своей вступительной	1	1
75	начиная с года	1	1
76	и даже с	1	1
77	в париже и	2	1
78	связи с этим	1	1
79	с самого начала	1	1
80	и прежде всего	3	1
81	также и с	1	1
82	отнеслись к этой	1	1
83	но все же	1	1
84	можно сказать что	2	1
85	за то что	1	1
86	как мы уже	5	1
87	не что иное	1	1
88	для того чтобы	3	1
89	может быть в	2	1
90	в отрыве от	1	1
91	в течение трех	1	1
