N	2gram	Bakhtin_fo_1	Dialekti
1	и не	14	30
2	может быть	11	20
3	и в	50	19
4	не только	9	19
5	по себе	2	18
6	и т	8	17
7	а не	3	16
8	в себе	3	15
9	потому что	4	14
10	и даже	2	14
11	то что	6	14
12	в том	9	14
13	как бы	2	14
14	так как	6	14
15	вовсе не	13	13
16	и все	6	12
17	точки зрения	5	12
18	но и	8	12
19	то же	11	12
20	как и	8	10
21	что это	1	10
22	в нем	24	10
23	ни в	8	10
24	и как	10	10
25	так и	12	10
26	это не	6	10
27	сказать что	3	10
28	том что	4	10
29	не может	6	9
30	она есть	1	9
31	никогда не	2	9
32	времени и	10	9
33	же и	2	9
34	прежде всего	15	8
35	не в	5	8
36	в своей	2	8
37	с точки	2	8
38	в этом	25	8
39	мы уже	11	8
40	она не	1	8
41	время как	5	7
42	так что	1	7
43	есть не	3	7
44	что в	5	7
45	совершенно не	2	7
46	сама по	1	7
47	и к	2	7
48	должно быть	1	7
49	пространства и	4	7
50	и то	4	7
51	жизни и	8	6
52	что не	3	6
53	и вообще	2	6
54	личности и	2	6
55	в то	9	6
56	но не	5	6
57	того что	2	6
58	конечно не	4	6
59	тогда когда	2	6
60	отнюдь не	5	6
61	да и	3	6
62	и может	2	6
63	я не	1	6
64	что он	1	6
65	же время	9	5
66	как раз	13	5
67	и времени	3	5
68	но как	1	5
69	в одно	3	5
70	жизнь и	4	5
71	и его	16	5
72	и потому	3	5
73	только в	4	5
74	по своему	1	5
75	и с	4	5
76	иной раз	1	5
77	в самом	8	5
78	что и	3	5
79	с другой	2	5
80	о том	1	5
81	и это	4	5
82	в виду	3	5
83	и следовательно	4	5
84	не обязательно	2	5
85	все же	6	4
86	еще не	5	4
87	и вот	1	4
88	одно и	3	4
89	в другом	1	4
90	в связи	5	4
91	таким образом	11	4
92	но он	2	4
93	при этом	3	4
94	нет никакой	1	4
95	связи с	6	4
96	вопрос об	1	4
97	с ним	2	4
98	независимо от	1	4
99	хотя бы	2	4
100	самом деле	1	4
101	он не	5	4
102	та же	1	4
